	DX	DY	DZ	
Node 1025: 109: 736.09 Hz	1.02581e-7	5.01044e-8	-2.13891e-7	
Node 1025: 110: 743.994 Hz	9.89353e-8	4.93279e-8	-2.05582e-7	
Node 1025: 111: 750.0 Hz	9.62064e-8	4.8767e-8	-1.99437e-7	
Node 1025: 112: 754.932 Hz	9.39945e-8	4.83203e-8	-1.94504e-7	
Node 1025: 113: 762.145 Hz	9.08102e-8	4.76829e-8	-1.87479e-7	
Node 1025: 114: 774.128 Hz	8.56639e-8	4.66457e-8	-1.76319e-7	
Node 1025: 115: 775.0 Hz	8.52967e-8	4.65706e-8	-1.75532e-7	
Node 1025: 116: 785.187 Hz	8.10878e-8	4.56908e-8	-1.66602e-7	
Node 1025: 117: 800.0 Hz	7.52403e-8	4.43873e-8	-1.54478e-7	
Node 1025: 118: 814.223 Hz	6.99469e-8	4.30923e-8	-1.43795e-7	
Node 1025: 119: 825.0 Hz	6.61526e-8	4.2079e-8	-1.36312e-7	
Node 1025: 120: 826.076 Hz	6.5784e-8	4.19763e-8	-1.35593e-7	
Node 1025: 121: 850.0 Hz	5.80753e-8	3.96335e-8	-1.20882e-7	
Node 1025: 122: 872.03 Hz	5.17788e-8	3.74063e-8	-1.09334e-7	
Node 1025: 123: 875.0 Hz	5.09867e-8	3.71038e-8	-1.07911e-7	
Node 1025: 124: 894.352 Hz	4.61376e-8	3.51347e-8	-9.93448e-8	
Node 1025: 125: 900.0 Hz	4.48208e-8	3.45636e-8	-9.70609e-8	
Node 1025: 126: 917.093 Hz	4.10903e-8	3.28566e-8	-9.0685e-8	
Node 1025: 127: 925.0 Hz	3.94874e-8	3.20812e-8	-8.79871e-8	
Node 1025: 128: 930.194 Hz	3.84746e-8	3.15778e-8	-8.62946e-8	
Node 1025: 129: 950.0 Hz	3.48872e-8	2.97084e-8	-8.03717e-8	
Node 1025: 130: 975.0 Hz	3.09225e-8	2.74787e-8	-7.394e-8	
Node 1025: 131: 1000.0 Hz	2.75029e-8	2.54098e-8	-6.84638e-8	
Node 1754: 1: 0.0 Hz	-1.52247e-6	4.63735e-6	-4.53805e-6	
Node 1754: 2: 14.8424 Hz	-1.73939e-6	5.44281e-6	-4.8314e-6	
Node 1754: 3: 16.6339 Hz	-1.80029e-6	5.67302e-6	-4.9083e-6	
Node 1754: 4: 18.1274 Hz	-1.85791e-6	5.89246e-6	-4.97828e-6	
Node 1754: 5: 25.0 Hz	-2.19073e-6	7.1963e-6	-5.29852e-6	
Node 1754: 6: 25.7088 Hz	-2.22723e-6	7.34421e-6	-5.31844e-6	
Node 1754: 7: 35.5784 Hz	-2.3025e-6	7.72611e-6	-4.42899e-6	
Node 1754: 8: 37.2406 Hz	-2.19865e-6	7.27191e-6	-4.06384e-6	
Node 1754: 9: 39.8727 Hz	-2.00519e-6	6.37429e-6	-3.49196e-6	
Node 1754: 10: 42.1489 Hz	-1.83458e-6	5.56048e-6	-3.05821e-6	
Node 1754: 11: 43.4527 Hz	-1.74041e-6	5.11948e-6	-2.84394e-6	
Node 1754: 12: 47.2364 Hz	-1.48763e-6	4.03358e-6	-2.3643e-6	
Node 1754: 13: 50.0 Hz	-1.32456e-6	3.43393e-6	-2.1369e-6	
Node 1754: 14: 51.4775 Hz	-1.24561e-6	3.17118e-6	-2.05216e-6	
Node 1754: 15: 61.6258 Hz	8.52024e-7	2.04977e-6	-1.90083e-6	
Node 1754: 16: 62.6836 Hz	8.23196e-7	1.97587e-6	-1.90861e-6	
Node 1754: 17: 73.0068 Hz	6.15736e-7	1.46108e-6	-2.05353e-6	
Node 1754: 18: 75.0 Hz	5.87418e-7	1.39158e-6	-2.08808e-6	
Node 1754: 19: 87.2501 Hz	4.68777e-7	1.08446e-6	-2.30595e-6	
Node 1754: 20: 89.2682 Hz	4.56458e-7	1.04821e-6	-2.34144e-6	
Node 1754: 21: 100.0 Hz	4.15753e-7	8.98565e-7	-2.52665e-6	
Node 1754: 22: 105.754 Hz	4.07993e-7	8.40097e-7	-2.62426e-6	
Node 1754: 23: 107.58 Hz	4.07235e-7	8.2379e-7	-2.65511e-6	
Node 1754: 24: 125.0 Hz	4.33296e-7	7.00369e-7	-2.94783e-6	
Node 1754: 25: 126.323 Hz	4.37334e-7	6.92267e-7	-2.96991e-6	
Node 1754: 26: 132.804 Hz	4.60482e-7	6.53047e-7	-3.07742e-6	
Node 1754: 27: 150.0 Hz	5.45009e-7	5.46365e-7	-3.35376e-6	
Node 1754: 28: 150.257 Hz	5.46505e-7	5.44746e-7	-3.35775e-6	
Node 1754: 29: 151.844 Hz	5.55897e-7	5.34762e-7	-3.38222e-6	
Node 1754: 30: 154.968 Hz	5.75129e-7	5.15257e-7	-3.4296e-6	
Node 1754: 31: 164.868 Hz	6.42517e-7	4.56095e-7	-3.56985e-6	
Node 1754: 32: 172.472 Hz	7.00195e-7	4.14875e-7	-3.66087e-6	
Node 1754: 33: 175.0 Hz	7.20256e-7	4.021e-7	-3.68642e-6	
Node 1754: 34: 178.006 Hz	7.44511e-7	3.87505e-7	-3.71303e-6	
Node 1754: 35: 182.173 Hz	7.78585e-7	3.68285e-7	-3.74221e-6	
Node 1754: 36: 183.196 Hz	7.86992e-7	3.63732e-7	-3.74789e-6	
Node 1754: 37: 191.569 Hz	8.55206e-7	3.28634e-7	-3.76947e-6	
Node 1754: 38: 200.0 Hz	9.20269e-7	2.96428e-7	-3.74287e-6	
Node 1754: 39: 209.144 Hz	9.83226e-7	2.64178e-7	-3.65946e-6	
Node 1754: 40: 217.491 Hz	1.03204e-6	2.36886e-7	-3.54105e-6	
Node 1754: 41: 224.746 Hz	1.06754e-6	2.14893e-7	-3.41396e-6	
Node 1754: 42: 225.0 Hz	1.06867e-6	2.14153e-7	-3.4092e-6	
Node 1754: 43: 232.775 Hz	1.09988e-6	1.92617e-7	-3.25685e-6	
Node 1754: 44: 247.769 Hz	1.14362e-6	1.57369e-7	-2.9465e-6	
Node 1754: 45: 249.996 Hz	1.1485e-6	1.52851e-7	-2.9005e-6	
Node 1754: 46: 250.0 Hz	1.14851e-6	1.52844e-7	-2.90043e-6	
Node 1754: 47: 254.384 Hz	1.15699e-6	1.44471e-7	-2.81083e-6	
Node 1754: 48: 257.877 Hz	1.16271e-6	1.38275e-7	-2.74057e-6	
Node 1754: 49: 261.992 Hz	1.16829e-6	1.31484e-7	-2.65938e-6	
Node 1754: 50: 268.384 Hz	1.17451e-6	1.21921e-7	-2.53705e-6	
Node 1754: 51: 275.0 Hz	1.17786e-6	1.13103e-7	-2.41575e-6	
Node 1754: 52: 286.723 Hz	1.17623e-6	9.94727e-8	-2.21485e-6	
Node 1754: 53: 290.897 Hz	1.17338e-6	9.50463e-8	-2.14771e-6	
Node 1754: 54: 300.0 Hz	1.16322e-6	8.58484e-8	-2.00914e-6	
Node 1754: 55: 302.805 Hz	1.15905e-6	8.30973e-8	-1.96857e-6	
Node 1754: 56: 305.502 Hz	1.15459e-6	8.04759e-8	-1.93049e-6	
Node 1754: 57: 307.079 Hz	1.15178e-6	7.89518e-8	-1.90863e-6	
Node 1754: 58: 314.94 Hz	1.13573e-6	7.14313e-8	-1.80415e-6	
Node 1754: 59: 318.341 Hz	1.12776e-6	6.82116e-8	-1.76117e-6	
Node 1754: 60: 322.948 Hz	1.11604e-6	6.38914e-8	-1.70504e-6	
Node 1754: 61: 325.0 Hz	1.1105e-6	6.19848e-8	-1.68077e-6	
Node 1754: 62: 327.561 Hz	1.1033e-6	5.96255e-8	-1.65113e-6	
Node 1754: 63: 350.0 Hz	1.02882e-6	4.07842e-8	-1.41932e-6	
Node 1754: 64: 358.727 Hz	9.95192e-7	3.49963e-8	-1.3415e-6	
Node 1754: 65: 363.981 Hz	9.73951e-7	3.21136e-8	-1.29765e-6	
Node 1754: 66: 371.469 Hz	9.42619e-7	2.88689e-8	-1.23882e-6	
Node 1754: 67: 375.0 Hz	9.27481e-7	2.76917e-8	-1.2125e-6	
Node 1754: 68: 377.132 Hz	9.18246e-7	2.70854e-8	-1.19703e-6	
Node 1754: 69: 395.201 Hz	8.38187e-7	2.43966e-8	-1.07799e-6	
Node 1754: 70: 400.0 Hz	8.16694e-7	2.41356e-8	-1.04972e-6	
Node 1754: 71: 413.426 Hz	7.56996e-7	2.35939e-8	-9.77296e-7	
Node 1754: 72: 425.0 Hz	7.0678e-7	2.29057e-8	-9.21994e-7	
Node 1754: 73: 431.201 Hz	6.80583e-7	2.23793e-8	-8.94801e-7	
Node 1754: 74: 436.68 Hz	6.57918e-7	2.18243e-8	-8.72069e-7	
Node 1754: 75: 439.133 Hz	6.47931e-7	2.15517e-8	-8.62268e-7	
Node 1754: 76: 440.071 Hz	6.44138e-7	2.1444e-8	-8.5858e-7	
Node 1754: 77: 450.0 Hz	6.04934e-7	2.02154e-8	-8.21449e-7	
Node 1754: 78: 459.204 Hz	5.70185e-7	1.90171e-8	-7.89922e-7	
Node 1754: 79: 468.186 Hz	5.37788e-7	1.79185e-8	-7.61562e-7	
Node 1754: 80: 475.0 Hz	5.14205e-7	1.72108e-8	-7.41483e-7	
Node 1754: 81: 489.777 Hz	4.65938e-7	1.63227e-8	-7.01701e-7	
Node 1754: 82: 500.0 Hz	4.34754e-7	1.63976e-8	-6.76824e-7	
Node 1754: 83: 517.326 Hz	3.85724e-7	1.79316e-8	-6.38773e-7	
Node 1754: 84: 520.232 Hz	3.77943e-7	1.83476e-8	-6.32832e-7	
Node 1754: 85: 521.341 Hz	3.75005e-7	1.8517e-8	-6.30594e-7	
Node 1754: 86: 525.0 Hz	3.65437e-7	1.9115e-8	-6.23327e-7	
Node 1754: 87: 538.731 Hz	3.31156e-7	2.18227e-8	-5.97478e-7	
Node 1754: 88: 544.009 Hz	3.18629e-7	2.30224e-8	-5.88073e-7	
Node 1754: 89: 550.0 Hz	3.0483e-7	2.44674e-8	-5.77712e-7	
Node 1754: 90: 557.978 Hz	2.8712e-7	2.65043e-8	-5.64379e-7	
Node 1754: 91: 575.0 Hz	2.51761e-7	3.11546e-8	-5.37407e-7	
Node 1754: 92: 599.258 Hz	2.06807e-7	3.81316e-8	-5.01513e-7	
Node 1754: 93: 600.0 Hz	2.05531e-7	3.83466e-8	-5.0045e-7	
Node 1754: 94: 609.776 Hz	1.89259e-7	4.11693e-8	-4.86584e-7	
Node 1754: 95: 617.622 Hz	1.76938e-7	4.34076e-8	-4.75622e-7	
Node 1754: 96: 625.0 Hz	1.65961e-7	4.54769e-8	-4.65421e-7	
Node 1754: 97: 628.013 Hz	1.6165e-7	4.63095e-8	-4.6128e-7	
Node 1754: 98: 638.223 Hz	1.47795e-7	4.90639e-8	-4.47337e-7	
Node 1754: 99: 643.334 Hz	1.41304e-7	5.03982e-8	-4.404e-7	
Node 1754: 100: 650.0 Hz	1.33293e-7	5.20867e-8	-4.31389e-7	
Node 1754: 101: 661.025 Hz	1.21193e-7	5.4735e-8	-4.16556e-7	
Node 1754: 102: 675.0 Hz	1.07959e-7	5.77969e-8	-3.9786e-7	
Node 1754: 103: 687.294 Hz	9.82813e-8	6.01847e-8	-3.81507e-7	
Node 1754: 104: 697.3 Hz	9.17423e-8	6.1899e-8	-3.68274e-7	
Node 1754: 105: 700.0 Hz	9.01773e-8	6.2325e-8	-3.64717e-7	
Node 1754: 106: 709.929 Hz	8.51217e-8	6.37546e-8	-3.51693e-7	
Node 1754: 107: 722.389 Hz	8.02218e-8	6.52389e-8	-3.35505e-7	
Node 1754: 108: 725.0 Hz	7.93803e-8	6.55059e-8	-3.32139e-7	
Node 1754: 109: 736.09 Hz	7.6433e-8	6.6471e-8	-3.17963e-7	
Node 1754: 110: 743.994 Hz	7.4874e-8	6.69937e-8	-3.07994e-7	
Node 1754: 111: 750.0 Hz	7.39399e-8	6.7301e-8	-3.00504e-7	
Node 1754: 112: 754.932 Hz	7.33101e-8	6.74964e-8	-2.94413e-7	
Node 1754: 113: 762.145 Hz	7.2576e-8	6.76925e-8	-2.85613e-7	
Node 1754: 114: 774.128 Hz	7.17316e-8	6.77922e-8	-2.71295e-7	
Node 1754: 115: 775.0 Hz	7.16842e-8	6.77889e-8	-2.70269e-7	
Node 1754: 116: 785.187 Hz	7.12295e-8	6.76495e-8	-2.58453e-7	
Node 1754: 117: 800.0 Hz	7.07686e-8	6.71386e-8	-2.41867e-7	
Node 1754: 118: 814.223 Hz	7.03885e-8	6.63446e-8	-2.2666e-7	
Node 1754: 119: 825.0 Hz	7.00703e-8	6.55727e-8	-2.15633e-7	
Node 1754: 120: 826.076 Hz	7.00357e-8	6.54884e-8	-2.14556e-7	
Node 1754: 121: 850.0 Hz	6.90797e-8	6.33296e-8	-1.91761e-7	
Node 1754: 122: 872.03 Hz	6.78467e-8	6.0971e-8	-1.7273e-7	
Node 1754: 123: 875.0 Hz	6.76549e-8	6.06337e-8	-1.70307e-7	
Node 1754: 124: 894.352 Hz	6.62723e-8	5.8359e-8	-1.55328e-7	
Node 1754: 125: 900.0 Hz	6.58295e-8	5.76766e-8	-1.51215e-7	
Node 1754: 126: 917.093 Hz	6.44005e-8	5.5584e-8	-1.39453e-7	
Node 1754: 127: 925.0 Hz	6.37013e-8	5.46096e-8	-1.34348e-7	
Node 1754: 128: 930.194 Hz	6.32311e-8	5.39696e-8	-1.31106e-7	
Node 1754: 129: 950.0 Hz	6.13769e-8	5.15441e-8	-1.1952e-7	
Node 1754: 130: 975.0 Hz	5.89493e-8	4.85568e-8	-1.06524e-7	
Node 1754: 131: 1000.0 Hz	5.64915e-8	4.56967e-8	-9.5151e-8	
Node 3364: 1: 0.0 Hz	3.46316e-7	4.17655e-6	-5.89239e-6	
Node 3364: 2: 14.8424 Hz	3.52838e-7	4.81639e-6	-6.35156e-6	
Node 3364: 3: 16.6339 Hz	3.55859e-7	4.99737e-6	-6.47401e-6	
Node 3364: 4: 18.1274 Hz	3.59812e-7	5.16903e-6	-6.58657e-6	
Node 3364: 5: 25.0 Hz	4.30902e-7	6.16675e-6	-7.13816e-6	
Node 3364: 6: 25.7088 Hz	4.48264e-7	6.27639e-6	-7.18084e-6	
Node 3364: 7: 35.5784 Hz	9.36071e-7	6.37618e-6	-6.13514e-6	
Node 3364: 8: 37.2406 Hz	1.00879e-6	5.97987e-6	-5.61335e-6	
Node 3364: 9: 39.8727 Hz	1.07342e-6	5.22172e-6	-4.74687e-6	
Node 3364: 10: 42.1489 Hz	1.07616e-6	4.54504e-6	-4.04768e-6	
Node 3364: 11: 43.4527 Hz	1.05828e-6	4.17928e-6	-3.68861e-6	
Node 3364: 12: 47.2364 Hz	9.53352e-7	3.27204e-6	-2.84812e-6	
Node 3364: 13: 50.0 Hz	8.54491e-7	2.76027e-6	-2.42068e-6	
Node 3364: 14: 51.4775 Hz	8.01376e-7	2.53184e-6	-2.25064e-6	
Node 3364: 15: 61.6258 Hz	5.15537e-7	1.51546e-6	-1.84691e-6	
Node 3364: 16: 62.6836 Hz	4.94356e-7	1.44605e-6	-1.85124e-6	
Node 3364: 17: 73.0068 Hz	3.45809e-7	9.58116e-7	-2.02816e-6	
Node 3364: 18: 75.0 Hz	3.2625e-7	8.91734e-7	-2.07287e-6	
Node 3364: 19: 87.2501 Hz	2.461e-7	5.92832e-7	-2.3441e-6	
Node 3364: 20: 89.2682 Hz	2.37871e-7	5.56101e-7	-2.38651e-6	
Node 3364: 21: 100.0 Hz	2.1101e-7	3.95196e-7	-2.6012e-6	
Node 3364: 22: 105.754 Hz	2.071e-7	3.24939e-7	-2.71014e-6	
Node 3364: 23: 107.58 Hz	2.07338e-7	3.04121e-7	-2.74395e-6	
Node 3364: 24: 125.0 Hz	2.45423e-7	1.2412e-7	-3.04749e-6	
Node 3364: 25: 126.323 Hz	2.50867e-7	1.11346e-7	-3.06893e-6	
Node 3364: 26: 132.804 Hz	2.82056e-7	5.39095e-8	-3.17002e-6	
Node 3364: 27: 150.0 Hz	3.90549e-7	1.36244e-7	-3.40543e-6	
Node 3364: 28: 150.257 Hz	3.9233e-7	1.38541e-7	-3.40861e-6	
Node 3364: 29: 151.844 Hz	4.03374e-7	1.52642e-7	-3.42804e-6	
Node 3364: 30: 154.968 Hz	4.25263e-7	1.79752e-7	-3.46519e-6	
Node 3364: 31: 164.868 Hz	4.94605e-7	2.57585e-7	-3.572e-6	
Node 3364: 32: 172.472 Hz	5.46326e-7	3.0717e-7	-3.63792e-6	
Node 3364: 33: 175.0 Hz	5.63006e-7	3.21566e-7	-3.65542e-6	
Node 3364: 34: 178.006 Hz	5.8241e-7	3.37323e-7	-3.67268e-6	
Node 3364: 35: 182.173 Hz	6.08406e-7	3.56745e-7	-3.68933e-6	
Node 3364: 36: 183.196 Hz	6.14612e-7	3.61092e-7	-3.69199e-6	
Node 3364: 37: 191.569 Hz	6.62228e-7	3.90613e-7	-3.69016e-6	
Node 3364: 38: 200.0 Hz	7.03363e-7	4.10132e-7	-3.6421e-6	
Node 3364: 39: 209.144 Hz	7.38903e-7	4.21232e-7	-3.53799e-6	
Node 3364: 40: 217.491 Hz	7.62788e-7	4.23926e-7	-3.4031e-6	
Node 3364: 41: 224.746 Hz	7.77382e-7	4.2184e-7	-3.26359e-6	
Node 3364: 42: 225.0 Hz	7.77799e-7	4.21706e-7	-3.25842e-6	
Node 3364: 43: 232.775 Hz	7.87827e-7	4.15977e-7	-3.09471e-6	
Node 3364: 44: 247.769 Hz	7.95384e-7	3.98265e-7	-2.76749e-6	
Node 3364: 45: 249.996 Hz	7.95524e-7	3.95083e-7	-2.71951e-6	
Node 3364: 46: 250.0 Hz	7.95524e-7	3.95078e-7	-2.71943e-6	
Node 3364: 47: 254.384 Hz	7.95232e-7	3.88486e-7	-2.6263e-6	
Node 3364: 48: 257.877 Hz	7.94523e-7	3.82946e-7	-2.55357e-6	
Node 3364: 49: 261.992 Hz	7.93211e-7	3.76127e-7	-2.46984e-6	
Node 3364: 50: 268.384 Hz	7.90276e-7	3.64974e-7	-2.34436e-6	
Node 3364: 51: 275.0 Hz	7.86231e-7	3.52806e-7	-2.22075e-6	
Node 3364: 52: 286.723 Hz	7.76874e-7	3.30017e-7	-2.01803e-6	
Node 3364: 53: 290.897 Hz	7.72932e-7	3.21607e-7	-1.95088e-6	
Node 3364: 54: 300.0 Hz	7.63346e-7	3.02883e-7	-1.81335e-6	
