	DX	DY	DZ	
Node 1025: 30: 154.968 Hz	9.6351e-7	1.91208e-6	-1.81759e-6	
Node 1025: 31: 164.868 Hz	8.20313e-7	1.83243e-6	-1.89954e-6	
Node 1025: 32: 172.472 Hz	7.02982e-7	1.74207e-6	-1.95989e-6	
Node 1025: 33: 175.0 Hz	6.64112e-7	1.70875e-6	-1.97942e-6	
Node 1025: 34: 178.006 Hz	6.18985e-7	1.66794e-6	-2.00198e-6	
Node 1025: 35: 182.173 Hz	5.60135e-7	1.61027e-6	-2.03142e-6	
Node 1025: 36: 183.196 Hz	5.4665e-7	1.59606e-6	-2.03821e-6	
Node 1025: 37: 191.569 Hz	4.60099e-7	1.48229e-6	-2.08415e-6	
Node 1025: 38: 200.0 Hz	4.38461e-7	1.3788e-6	-2.10562e-6	
Node 1025: 39: 209.144 Hz	4.99824e-7	1.28792e-6	-2.09106e-6	
Node 1025: 40: 217.491 Hz	6.05306e-7	1.22949e-6	-2.03933e-6	
Node 1025: 41: 224.746 Hz	7.12192e-7	1.19879e-6	-1.96539e-6	
Node 1025: 42: 225.0 Hz	7.16025e-7	1.19804e-6	-1.96235e-6	
Node 1025: 43: 232.775 Hz	8.3262e-7	1.18465e-6	-1.85614e-6	
Node 1025: 44: 247.769 Hz	1.04025e-6	1.1979e-6	-1.59683e-6	
Node 1025: 45: 249.996 Hz	1.06822e-6	1.20249e-6	-1.55441e-6	
Node 1025: 46: 250.0 Hz	1.06827e-6	1.2025e-6	-1.55434e-6	
Node 1025: 47: 254.384 Hz	1.12092e-6	1.21243e-6	-1.46934e-6	
Node 1025: 48: 257.877 Hz	1.16056e-6	1.22076e-6	-1.40075e-6	
Node 1025: 49: 261.992 Hz	1.2046e-6	1.23058e-6	-1.31975e-6	
Node 1025: 50: 268.384 Hz	1.26736e-6	1.24484e-6	-1.19509e-6	
Node 1025: 51: 275.0 Hz	1.32512e-6	1.25723e-6	-1.06975e-6	
Node 1025: 52: 286.723 Hz	1.40942e-6	1.27087e-6	-8.62904e-7	
Node 1025: 53: 290.897 Hz	1.4338e-6	1.27287e-6	-7.95142e-7	
Node 1025: 54: 300.0 Hz	1.47647e-6	1.27193e-6	-6.59621e-7	
Node 1025: 55: 302.805 Hz	1.48669e-6	1.2702e-6	-6.21441e-7	
Node 1025: 56: 305.502 Hz	1.49521e-6	1.26792e-6	-5.86384e-7	
Node 1025: 57: 307.079 Hz	1.49959e-6	1.2663e-6	-5.66647e-7	
Node 1025: 58: 314.94 Hz	-1.51494e-6	1.25526e-6	-4.76939e-7	
Node 1025: 59: 318.341 Hz	-1.51826e-6	1.24897e-6	-4.42739e-7	
Node 1025: 60: 322.948 Hz	-1.51966e-6	1.23904e-6	-4.01083e-7	
Node 1025: 61: 325.0 Hz	-1.51916e-6	1.23411e-6	-3.84297e-7	
Node 1025: 62: 327.561 Hz	-1.5176e-6	1.22751e-6	-3.64928e-7	
Node 1025: 63: 350.0 Hz	-1.46422e-6	1.15004e-6	-2.72234e-7	
Node 1025: 64: 358.727 Hz	-1.4278e-6	1.11122e-6	-2.69182e-7	
Node 1025: 65: 363.981 Hz	-1.40276e-6	1.08586e-6	-2.73078e-7	
Node 1025: 66: 371.469 Hz	-1.36389e-6	1.0475e-6	-2.83097e-7	
Node 1025: 67: 375.0 Hz	-1.3445e-6	1.02863e-6	-2.88865e-7	
Node 1025: 68: 377.132 Hz	-1.33252e-6	1.01703e-6	-2.92511e-7	
Node 1025: 69: 395.201 Hz	-1.22566e-6	9.14547e-7	-3.22755e-7	
Node 1025: 70: 400.0 Hz	-1.19644e-6	8.86692e-7	-3.29494e-7	
Node 1025: 71: 413.426 Hz	-1.11489e-6	8.09246e-7	-3.43902e-7	
Node 1025: 72: 425.0 Hz	-1.04631e-6	7.44557e-7	-3.50939e-7	
Node 1025: 73: 431.201 Hz	-1.01065e-6	7.11161e-7	-3.52816e-7	
Node 1025: 74: 436.68 Hz	-9.7992e-7	6.82528e-7	-3.53494e-7	
Node 1025: 75: 439.133 Hz	-9.66418e-7	6.69999e-7	-3.53524e-7	
Node 1025: 76: 440.071 Hz	-9.61298e-7	6.65257e-7	-3.53494e-7	
Node 1025: 77: 450.0 Hz	-9.08631e-7	6.16764e-7	-3.51883e-7	
Node 1025: 78: 459.204 Hz	-8.62408e-7	5.74684e-7	-3.48613e-7	
Node 1025: 79: 468.186 Hz	-8.19766e-7	5.36299e-7	-3.44172e-7	
Node 1025: 80: 475.0 Hz	-7.89027e-7	5.08901e-7	-3.40187e-7	
Node 1025: 81: 489.777 Hz	-7.26953e-7	4.54279e-7	-3.30347e-7	
Node 1025: 82: 500.0 Hz	-6.87447e-7	4.20003e-7	-3.23003e-7	
Node 1025: 83: 517.326 Hz	-6.26196e-7	3.67572e-7	-3.10331e-7	
Node 1025: 84: 520.232 Hz	-6.16559e-7	3.59401e-7	-3.08229e-7	
Node 1025: 85: 521.341 Hz	-6.12925e-7	3.56325e-7	-3.0743e-7	
Node 1025: 86: 525.0 Hz	-6.0111e-7	3.46345e-7	-3.04814e-7	
Node 1025: 87: 538.731 Hz	-5.58957e-7	3.11018e-7	-2.95306e-7	
Node 1025: 88: 544.009 Hz	-5.43599e-7	2.98269e-7	-2.9181e-7	
Node 1025: 89: 550.0 Hz	-5.2669e-7	2.8432e-7	-2.87966e-7	
Node 1025: 90: 557.978 Hz	-5.04978e-7	2.66565e-7	-2.83063e-7	
Node 1025: 91: 575.0 Hz	-4.6143e-7	2.31653e-7	-2.73463e-7	
Node 1025: 92: 599.258 Hz	-4.05054e-7	1.88518e-7	-2.61714e-7	
Node 1025: 93: 600.0 Hz	-4.03425e-7	1.87318e-7	-2.61387e-7	
Node 1025: 94: 609.776 Hz	-3.82442e-7	1.72159e-7	-2.57214e-7	
Node 1025: 95: 617.622 Hz	-3.66239e-7	1.60864e-7	-2.54037e-7	
Node 1025: 96: 625.0 Hz	-3.51499e-7	1.50945e-7	-2.5116e-7	
Node 1025: 97: 628.013 Hz	-3.45614e-7	1.47088e-7	-2.5001e-7	
Node 1025: 98: 638.223 Hz	-3.2624e-7	1.34847e-7	-2.46191e-7	
Node 1025: 99: 643.334 Hz	-3.16862e-7	1.29192e-7	-2.44311e-7	
Node 1025: 100: 650.0 Hz	-3.04945e-7	1.22285e-7	-2.41873e-7	
Node 1025: 101: 661.025 Hz	-2.85993e-7	1.11993e-7	-2.37836e-7	
Node 1025: 102: 675.0 Hz	-2.6328e-7	1.00891e-7	-2.32625e-7	
Node 1025: 103: 687.294 Hz	-2.44463e-7	9.28066e-8	-2.27881e-7	
Node 1025: 104: 697.3 Hz	-2.29924e-7	8.72954e-8	-2.23873e-7	
Node 1025: 105: 700.0 Hz	-2.26116e-7	8.59606e-8	-2.22766e-7	
Node 1025: 106: 709.929 Hz	-2.12529e-7	8.15681e-8	-2.18601e-7	
Node 1025: 107: 722.389 Hz	-1.96381e-7	7.70911e-8	-2.13159e-7	
Node 1025: 108: 725.0 Hz	-1.93122e-7	7.62829e-8	-2.11989e-7	
Node 1025: 109: 736.09 Hz	-1.7975e-7	7.32842e-8	-2.0691e-7	
Node 1025: 110: 743.994 Hz	-1.70676e-7	7.15226e-8	-2.03191e-7	
Node 1025: 111: 750.0 Hz	-1.64031e-7	7.03595e-8	-2.00316e-7	
Node 1025: 112: 754.932 Hz	-1.58733e-7	6.95024e-8	-1.97928e-7	
Node 1025: 113: 762.145 Hz	-1.51239e-7	6.83851e-8	-1.94396e-7	
Node 1025: 114: 774.128 Hz	-1.39445e-7	6.6815e-8	-1.88449e-7	
Node 1025: 115: 775.0 Hz	-1.38618e-7	6.6712e-8	-1.88013e-7	
Node 1025: 116: 785.187 Hz	-1.29269e-7	6.55958e-8	-1.82906e-7	
Node 1025: 117: 800.0 Hz	-1.16668e-7	6.41752e-8	-1.7546e-7	
Node 1025: 118: 814.223 Hz	-1.05635e-7	6.29268e-8	-1.68357e-7	
Node 1025: 119: 825.0 Hz	-9.79388e-8	6.20042e-8	-1.63045e-7	
Node 1025: 120: 826.076 Hz	-9.72006e-8	6.19121e-8	-1.62519e-7	
Node 1025: 121: 850.0 Hz	-8.21438e-8	5.9815e-8	-1.51087e-7	
Node 1025: 122: 872.03 Hz	-7.04012e-8	5.77536e-8	-1.41109e-7	
Node 1025: 123: 875.0 Hz	-6.89609e-8	5.7465e-8	-1.39809e-7	
Node 1025: 124: 894.352 Hz	-6.03344e-8	5.55279e-8	-1.31629e-7	
Node 1025: 125: 900.0 Hz	-5.80508e-8	5.49463e-8	-1.29337e-7	
Node 1025: 126: 917.093 Hz	-5.17267e-8	5.31531e-8	-1.22667e-7	
Node 1025: 127: 925.0 Hz	-4.90792e-8	5.23112e-8	-1.19717e-7	
Node 1025: 128: 930.194 Hz	-4.74289e-8	5.17554e-8	-1.17826e-7	
Node 1025: 129: 950.0 Hz	-4.17335e-8	4.96283e-8	-1.10945e-7	
Node 1025: 130: 975.0 Hz	-3.57343e-8	4.69617e-8	-1.02979e-7	
Node 1025: 131: 1000.0 Hz	-3.08387e-8	4.43616e-8	-9.57606e-8	
Node 1754: 1: 0.0 Hz	-4.98801e-6	3.65624e-6	-6.00619e-6	
Node 1754: 2: 14.8424 Hz	-5.82694e-6	3.70486e-6	-6.9633e-6	
Node 1754: 3: 16.6339 Hz	-6.06658e-6	3.72283e-6	-7.23568e-6	
Node 1754: 4: 18.1274 Hz	-6.29629e-6	3.74394e-6	-7.49628e-6	
Node 1754: 5: 25.0 Hz	-7.75885e-6	4.05193e-6	-9.14064e-6	
Node 1754: 6: 25.7088 Hz	-7.94977e-6	4.12488e-6	-9.35278e-6	
Node 1754: 7: 35.5784 Hz	-1.08128e-5	6.65454e-6	-1.23552e-5	
Node 1754: 8: 37.2406 Hz	-1.11204e-5	7.16165e-6	-1.2615e-5	
Node 1754: 9: 39.8727 Hz	-1.13403e-5	7.71112e-6	-1.27049e-5	
Node 1754: 10: 42.1489 Hz	-1.12453e-5	7.84566e-6	-1.24569e-5	
Node 1754: 11: 43.4527 Hz	-1.10806e-5	7.78073e-6	-1.21953e-5	
Node 1754: 12: 47.2364 Hz	1.02584e-5	-7.18403e-6	1.10882e-5	
Node 1754: 13: 50.0 Hz	9.45669e-6	-6.58295e-6	1.00961e-5	
Node 1754: 14: 51.4775 Hz	8.99344e-6	-6.26302e-6	9.54083e-6	
Node 1754: 15: 61.6258 Hz	5.74229e-6	-4.54345e-6	5.85994e-6	
Node 1754: 16: 62.6836 Hz	5.42985e-6	-4.40272e-6	5.52263e-6	
Node 1754: 17: 73.0068 Hz	3.02481e-6	-3.30779e-6	3.02958e-6	
Node 1754: 18: 75.0 Hz	2.70265e-6	-3.15879e-6	2.71349e-6	
Node 1754: 19: 87.2501 Hz	1.45541e-6	-2.58862e-6	1.56462e-6	
Node 1754: 20: 89.2682 Hz	1.33514e-6	-2.53262e-6	1.46407e-6	
Node 1754: 21: 100.0 Hz	9.19961e-7	-2.34812e-6	1.15336e-6	
Node 1754: 22: 105.754 Hz	7.99713e-7	-2.32694e-6	1.08765e-6	
Node 1754: 23: 107.58 Hz	7.71307e-7	-2.33134e-6	1.07606e-6	
Node 1754: 24: 125.0 Hz	6.51236e-7	-2.5627e-6	1.08929e-6	
Node 1754: 25: 126.323 Hz	6.50097e-7	-2.58736e-6	1.0955e-6	
Node 1754: 26: 132.804 Hz	6.55445e-7	-2.70411e-6	1.1304e-6	
Node 1754: 27: 150.0 Hz	7.28052e-7	2.86902e-6	-1.23937e-6	
Node 1754: 28: 150.257 Hz	7.29527e-7	2.86918e-6	-1.2411e-6	
Node 1754: 29: 151.844 Hz	7.38813e-7	2.86861e-6	-1.25188e-6	
Node 1754: 30: 154.968 Hz	7.57849e-7	2.85976e-6	-1.27351e-6	
Node 1754: 31: 164.868 Hz	8.24101e-7	2.77273e-6	-1.34638e-6	
Node 1754: 32: 172.472 Hz	8.8131e-7	2.66149e-6	-1.40626e-6	
Node 1754: 33: 175.0 Hz	9.01725e-7	2.61911e-6	-1.42646e-6	
Node 1754: 34: 178.006 Hz	9.26971e-7	2.5664e-6	-1.45033e-6	
Node 1754: 35: 182.173 Hz	9.63747e-7	2.4905e-6	-1.48253e-6	
Node 1754: 36: 183.196 Hz	9.73095e-7	2.47153e-6	-1.49019e-6	
Node 1754: 37: 191.569 Hz	1.05391e-6	2.31484e-6	-1.54664e-6	
Node 1754: 38: 200.0 Hz	1.14122e-6	2.16037e-6	-1.58666e-6	
Node 1754: 39: 209.144 Hz	1.23804e-6	2.00303e-6	-1.60352e-6	
Node 1754: 40: 217.491 Hz	1.32328e-6	1.87167e-6	-1.59136e-6	
Node 1754: 41: 224.746 Hz	1.39141e-6	1.76772e-6	-1.55953e-6	
Node 1754: 42: 225.0 Hz	1.39367e-6	1.76424e-6	-1.55808e-6	
Node 1754: 43: 232.775 Hz	1.4575e-6	-1.66341e-6	-1.50353e-6	
Node 1754: 44: 247.769 Hz	1.54902e-6	-1.49531e-6	-1.35428e-6	
Node 1754: 45: 249.996 Hz	1.55891e-6	-1.47291e-6	-1.32862e-6	
Node 1754: 46: 250.0 Hz	1.55893e-6	-1.47288e-6	-1.32858e-6	
Node 1754: 47: 254.384 Hz	1.57566e-6	-1.43047e-6	-1.2764e-6	
Node 1754: 48: 257.877 Hz	1.58648e-6	-1.39816e-6	-1.23363e-6	
Node 1754: 49: 261.992 Hz	1.59652e-6	-1.36165e-6	-1.18244e-6	
Node 1754: 50: 268.384 Hz	1.60671e-6	-1.30792e-6	-1.10232e-6	
Node 1754: 51: 275.0 Hz	1.61097e-6	-1.25559e-6	-1.02021e-6	
Node 1754: 52: 286.723 Hz	1.6049e-6	-1.16934e-6	-8.81084e-7	
Node 1754: 53: 290.897 Hz	1.59896e-6	-1.14017e-6	-8.34342e-7	
Node 1754: 54: 300.0 Hz	1.57964e-6	-1.07855e-6	-7.38409e-7	
Node 1754: 55: 302.805 Hz	1.57196e-6	-1.05999e-6	-7.10579e-7	
Node 1754: 56: 305.502 Hz	1.56382e-6	-1.0423e-6	-6.84597e-7	
Node 1754: 57: 307.079 Hz	1.55872e-6	-1.03201e-6	-6.69754e-7	
Node 1754: 58: 314.94 Hz	1.52949e-6	9.81271e-7	5.99583e-7	
Node 1754: 59: 318.341 Hz	1.51489e-6	9.59528e-7	5.71127e-7	
Node 1754: 60: 322.948 Hz	1.49327e-6	9.30243e-7	5.34363e-7	
Node 1754: 61: 325.0 Hz	1.48296e-6	9.17242e-7	5.18616e-7	
Node 1754: 62: 327.561 Hz	1.46952e-6	9.01055e-7	4.99497e-7	
Node 1754: 63: 350.0 Hz	1.32694e-6	7.60687e-7	3.54916e-7	
Node 1754: 64: 358.727 Hz	1.26182e-6	7.06925e-7	3.08505e-7	
Node 1754: 65: 363.981 Hz	1.22086e-6	6.74894e-7	2.82877e-7	
Node 1754: 66: 371.469 Hz	1.16102e-6	6.29835e-7	2.49144e-7	
Node 1754: 67: 375.0 Hz	1.13242e-6	6.08874e-7	2.34308e-7	
Node 1754: 68: 377.132 Hz	1.11509e-6	5.96321e-7	2.25668e-7	
Node 1754: 69: 395.201 Hz	9.69543e-7	4.93833e-7	1.61275e-7	
Node 1754: 70: 400.0 Hz	9.32099e-7	4.68005e-7	1.46593e-7	
Node 1754: 71: 413.426 Hz	8.32249e-7	3.99476e-7	1.10218e-7	
Node 1754: 72: 425.0 Hz	7.53405e-7	3.45186e-7	8.38058e-8	
Node 1754: 73: 431.201 Hz	7.14284e-7	3.18004e-7	7.13145e-8	
Node 1754: 74: 436.68 Hz	6.81602e-7	2.95096e-7	6.11529e-8	
Node 1754: 75: 439.133 Hz	6.67552e-7	2.85178e-7	5.68563e-8	
Node 1754: 76: 440.071 Hz	6.62274e-7	2.8144e-7	5.5253e-8	
Node 1754: 77: 450.0 Hz	6.09584e-7	2.43703e-7	3.9566e-8	
Node 1754: 78: 459.204 Hz	5.65784e-7	2.11623e-7	2.6987e-8	
Node 1754: 79: 468.186 Hz	5.2743e-7	1.82884e-7	1.64522e-8	
Node 1754: 80: 475.0 Hz	5.01002e-7	1.62694e-7	9.79283e-9	
Node 1754: 81: 489.777 Hz	4.5068e-7	1.23419e-7	7.45714e-9	
Node 1754: 82: 500.0 Hz	4.20669e-7	9.96758e-8	1.39605e-8	
Node 1754: 83: 517.326 Hz	3.76875e-7	6.56175e-8	2.3864e-8	
Node 1754: 84: 520.232 Hz	3.70252e-7	6.06821e-8	2.52804e-8	
Node 1754: 85: 521.341 Hz	3.6777e-7	5.88596e-8	2.58029e-8	
Node 1754: 86: 525.0 Hz	3.59764e-7	5.30995e-8	2.74555e-8	
Node 1754: 87: 538.731 Hz	3.3187e-7	3.5354e-8	3.27492e-8	
Node 1754: 88: 544.009 Hz	3.21931e-7	3.05301e-8	3.4432e-8	
Node 1754: 89: 550.0 Hz	3.111e-7	2.67817e-8	3.61268e-8	
Node 1754: 90: 557.978 Hz	2.97342e-7	2.49483e-8	3.80553e-8	
Node 1754: 91: 575.0 Hz	2.70152e-7	3.00186e-8	4.10664e-8	
Node 1754: 92: 599.258 Hz	2.35569e-7	4.20306e-8	4.32593e-8	
Node 1754: 93: 600.0 Hz	2.3458e-7	4.23613e-8	4.32944e-8	
Node 1754: 94: 609.776 Hz	2.21884e-7	4.63678e-8	4.36087e-8	
Node 1754: 95: 617.622 Hz	2.12152e-7	4.90898e-8	4.3678e-8	
Node 1754: 96: 625.0 Hz	2.03361e-7	5.12524e-8	4.36126e-8	
Node 1754: 97: 628.013 Hz	1.99869e-7	5.2029e-8	4.35528e-8	
Node 1754: 98: 638.223 Hz	1.88458e-7	5.42296e-8	4.32225e-8	
Node 1754: 99: 643.334 Hz	1.82984e-7	5.50986e-8	4.29901e-8	
Node 1754: 100: 650.0 Hz	1.76084e-7	5.60205e-8	4.26275e-8	
Node 1754: 101: 661.025 Hz	1.6525e-7	5.70775e-8	4.18977e-8	
Node 1754: 102: 675.0 Hz	1.52531e-7	5.77175e-8	4.0778e-8	
Node 1754: 103: 687.294 Hz	1.42249e-7	5.77718e-8	3.96485e-8	
Node 1754: 104: 697.3 Hz	1.34485e-7	5.7546e-8	3.86498e-8	
Node 1754: 105: 700.0 Hz	1.3248e-7	5.74511e-8	3.83698e-8	
Node 1754: 106: 709.929 Hz	1.25426e-7	5.69999e-8	3.73081e-8	
Node 1754: 107: 722.389 Hz	1.17256e-7	5.62518e-8	3.59162e-8	
Node 1754: 108: 725.0 Hz	1.15637e-7	5.6075e-8	3.56178e-8	
Node 1754: 109: 736.09 Hz	1.09099e-7	5.52648e-8	3.43304e-8	
Node 1754: 110: 743.994 Hz	1.0476e-7	5.46413e-8	3.33981e-8	
Node 1754: 111: 750.0 Hz	1.01632e-7	5.41482e-8	3.26843e-8	
Node 1754: 112: 754.932 Hz	9.91686e-8	5.37334e-8	3.20961e-8	
Node 1754: 113: 762.145 Hz	9.5728e-8	5.31139e-8	3.12346e-8	
Node 1754: 114: 774.128 Hz	9.04117e-8	5.20592e-8	2.98067e-8	
Node 1754: 115: 775.0 Hz	9.00432e-8	5.19814e-8	2.97032e-8	
Node 1754: 116: 785.187 Hz	8.59129e-8	5.1066e-8	2.85015e-8	
Node 1754: 117: 800.0 Hz	8.04346e-8	4.97156e-8	2.6787e-8	
Node 1754: 118: 814.223 Hz	7.56952e-8	4.84035e-8	2.51915e-8	
Node 1754: 119: 825.0 Hz	7.24027e-8	4.74016e-8	2.40235e-8	
Node 1754: 120: 826.076 Hz	7.20868e-8	4.73012e-8	2.39089e-8	
Node 1754: 121: 850.0 Hz	6.56058e-8	4.50591e-8	2.14721e-8	
Node 1754: 122: 872.03 Hz	6.04251e-8	4.29856e-8	1.94253e-8	
Node 1754: 123: 875.0 Hz	5.97761e-8	4.27063e-8	1.91644e-8	
Node 1754: 124: 894.352 Hz	5.57987e-8	4.08941e-8	1.75509e-8	
Node 1754: 125: 900.0 Hz	5.47139e-8	4.03688e-8	1.71082e-8	
Node 1754: 126: 917.093 Hz	5.16179e-8	3.87946e-8	1.58433e-8	
Node 1754: 127: 925.0 Hz	5.02736e-8	3.80761e-8	1.52951e-8	
Node 1754: 128: 930.194 Hz	4.94187e-8	3.7608e-8	1.49474e-8	
Node 1754: 129: 950.0 Hz	4.63486e-8	3.58563e-8	1.37069e-8	
Node 1754: 130: 975.0 Hz	4.28588e-8	3.37322e-8	1.23206e-8	
Node 1754: 131: 1000.0 Hz	3.97418e-8	3.17198e-8	1.11119e-8	
Node 3364: 1: 0.0 Hz	-9.17641e-6	9.33123e-7	-4.64413e-6	
Node 3364: 2: 14.8424 Hz	-1.01009e-5	1.00742e-6	-5.02477e-6	
Node 3364: 3: 16.6339 Hz	-1.03559e-5	1.02872e-6	-5.12806e-6	
Node 3364: 4: 18.1274 Hz	-1.0597e-5	1.04972e-6	-5.22466e-6	
Node 3364: 5: 25.0 Hz	-1.20667e-5	1.22182e-6	-5.7754e-6	
Node 3364: 6: 25.7088 Hz	-1.22518e-5	1.25271e-6	-5.83751e-6	
Node 3364: 7: 35.5784 Hz	-1.4858e-5	2.1967e-6	-6.26497e-6	
Node 3364: 8: 37.2406 Hz	-1.50628e-5	2.39773e-6	-6.16655e-6	
Node 3364: 9: 39.8727 Hz	-1.502e-5	2.64783e-6	-5.87556e-6	
Node 3364: 10: 42.1489 Hz	-1.45613e-5	2.76228e-6	-5.4989e-6	
Node 3364: 11: 43.4527 Hz	-1.41272e-5	2.7808e-6	-5.24102e-6	
Node 3364: 12: 47.2364 Hz	1.23399e-5	2.67168e-6	4.40007e-6	
Node 3364: 13: 50.0 Hz	1.07745e-5	2.4948e-6	3.78231e-6	
Node 3364: 14: 51.4775 Hz	9.9207e-6	2.38551e-6	3.47358e-6	
Node 3364: 15: 61.6258 Hz	4.92446e-6	1.67563e-6	2.02547e-6	
Node 3364: 16: 62.6836 Hz	4.54006e-6	1.61734e-6	1.94409e-6	
Node 3364: 17: 73.0068 Hz	2.33964e-6	1.23892e-6	1.61882e-6	
Node 3364: 18: 75.0 Hz	2.19242e-6	1.20053e-6	1.61283e-6	
Node 3364: 19: 87.2501 Hz	2.03099e-6	1.11101e-6	1.62204e-6	
Node 3364: 20: 89.2682 Hz	2.02786e-6	1.11032e-6	1.61726e-6	
Node 3364: 21: 100.0 Hz	1.92218e-6	1.12437e-6	1.57772e-6	
Node 3364: 22: 105.754 Hz	1.83433e-6	1.1343e-6	1.57441e-6	
Node 3364: 23: 107.58 Hz	1.80774e-6	1.13723e-6	1.57848e-6	
Node 3364: 24: 125.0 Hz	1.67103e-6	1.14983e-6	1.72392e-6	
Node 3364: 25: 126.323 Hz	1.66932e-6	1.14878e-6	1.73966e-6	
Node 3364: 26: 132.804 Hz	1.67012e-6	1.1369e-6	1.81749e-6	
Node 3364: 27: 150.0 Hz	1.65322e-6	1.0408e-6	-1.98647e-6	
Node 3364: 28: 150.257 Hz	1.652e-6	1.03869e-6	-1.9884e-6	
Node 3364: 29: 151.844 Hz	1.64363e-6	1.02536e-6	-2.00003e-6	
Node 3364: 30: 154.968 Hz	1.62286e-6	9.97669e-7	-2.0214e-6	
Node 3364: 31: 164.868 Hz	1.5205e-6	9.03232e-7	-2.08083e-6	
Node 3364: 32: 172.472 Hz	1.40964e-6	8.32577e-7	-2.12347e-6	
Node 3364: 33: 175.0 Hz	1.36791e-6	8.10918e-7	-2.13747e-6	
Node 3364: 34: 178.006 Hz	1.31571e-6	7.86884e-7	-2.15384e-6	
Node 3364: 35: 182.173 Hz	1.23948e-6	7.57227e-7	-2.17551e-6	
Node 3364: 36: 183.196 Hz	1.22017e-6	7.50666e-7	-2.18056e-6	
Node 3364: 37: 191.569 Hz	1.05583e-6	7.09022e-7	-2.21467e-6	
Node 3364: 38: 200.0 Hz	8.84239e-7	6.90158e-7	-2.22865e-6	
Node 3364: 39: 209.144 Hz	6.99483e-7	6.94348e-7	-2.2102e-6	
Node 3364: 40: 217.491 Hz	5.39431e-7	7.15324e-7	-2.1579e-6	
Node 3364: 41: 224.746 Hz	4.12938e-7	7.41483e-7	-2.08512e-6	
Node 3364: 42: 225.0 Hz	4.08798e-7	7.42474e-7	-2.08214e-6	
Node 3364: 43: 232.775 Hz	-2.95958e-7	7.73447e-7	-1.97842e-6	
Node 3364: 44: 247.769 Hz	-2.15609e-7	8.25764e-7	-1.7263e-6	
Node 3364: 45: 249.996 Hz	-2.24563e-7	8.3169e-7	-1.68515e-6	
Node 3364: 46: 250.0 Hz	-2.24581e-7	8.31699e-7	-1.68508e-6	
Node 3364: 47: 254.384 Hz	-2.53511e-7	8.41562e-7	-1.6027e-6	
Node 3364: 48: 257.877 Hz	-2.83617e-7	8.47623e-7	-1.53633e-6	
Node 3364: 49: 261.992 Hz	-3.2337e-7	8.52649e-7	-1.45806e-6	
Node 3364: 50: 268.384 Hz	-3.88745e-7	8.55925e-7	-1.33791e-6	
Node 3364: 51: 275.0 Hz	-4.56317e-7	8.53727e-7	-1.21755e-6	
Node 3364: 52: 286.723 Hz	-5.67716e-7	8.37417e-7	-1.02015e-6	
Node 3364: 53: 290.897 Hz	-6.03632e-7	8.28322e-7	-9.55827e-7	
