	DX	DY	DZ	
Node 60: 36: 302.006 Hz	-1.10702e-6	-2.39073e-6	3.30491e-6	
Node 60: 37: 309.966 Hz	-1.12462e-6	-2.34762e-6	3.30904e-6	
Node 60: 38: 314.893 Hz	-1.13296e-6	-2.31809e-6	3.3018e-6	
Node 60: 39: 325.0 Hz	-1.14402e-6	-2.25191e-6	3.26567e-6	
Node 60: 40: 332.746 Hz	-1.14731e-6	-2.19747e-6	3.22111e-6	
Node 60: 41: 350.0 Hz	-1.14125e-6	-2.07194e-6	3.08255e-6	
Node 60: 42: 352.215 Hz	-1.13937e-6	-2.05593e-6	3.06184e-6	
Node 60: 43: 367.211 Hz	-1.12196e-6	-1.9513e-6	2.91072e-6	
Node 60: 44: 375.0 Hz	-1.11043e-6	-1.90054e-6	2.82733e-6	
Node 60: 45: 400.0 Hz	-1.06686e-6	-1.75768e-6	2.55297e-6	
Node 60: 46: 417.262 Hz	-1.0334e-6	-1.67515e-6	2.3653e-6	
Node 60: 47: 425.0 Hz	-1.01779e-6	-1.64127e-6	2.28254e-6	
Node 60: 48: 441.484 Hz	9.83258e-7	1.57295e-6	-2.10928e-6	
Node 60: 49: 450.0 Hz	9.64665e-7	1.53863e-6	-2.02128e-6	
Node 60: 50: 475.0 Hz	9.0661e-7	1.43612e-6	-1.7682e-6	
Node 60: 51: 490.708 Hz	8.67305e-7	1.36737e-6	-1.61319e-6	
Node 60: 52: 500.0 Hz	8.43075e-7	1.32454e-6	-1.52322e-6	
Node 60: 53: 508.204 Hz	8.21146e-7	1.28536e-6	-1.44507e-6	
Node 60: 54: 522.299 Hz	7.82523e-7	1.21537e-6	-1.31422e-6	
Node 60: 55: 523.017 Hz	7.80528e-7	1.21172e-6	-1.30768e-6	
Node 60: 56: 525.0 Hz	7.75013e-7	1.20162e-6	-1.2897e-6	
Node 60: 57: 550.0 Hz	7.04712e-7	1.07148e-6	-1.07322e-6	
Node 60: 58: 575.0 Hz	6.3486e-7	9.4186e-7	-8.78851e-7	
Node 60: 59: 581.332 Hz	6.17528e-7	9.10103e-7	-8.33524e-7	
Node 60: 60: 600.0 Hz	5.67747e-7	8.20752e-7	-7.09347e-7	
Node 60: 61: 602.059 Hz	5.62397e-7	8.11359e-7	-6.96517e-7	
Node 60: 62: 613.672 Hz	5.32808e-7	7.60319e-7	-6.2731e-7	
Node 60: 63: 618.756 Hz	5.20187e-7	7.39065e-7	-5.9868e-7	
Node 60: 64: 625.0 Hz	5.0498e-7	7.13907e-7	-5.64879e-7	
Node 60: 65: 650.0 Hz	4.47509e-7	6.23689e-7	-4.43874e-7	
Node 60: 66: 651.206 Hz	4.44879e-7	6.19753e-7	-4.38591e-7	
Node 60: 67: 668.491 Hz	4.08652e-7	5.67242e-7	-3.68089e-7	
Node 60: 68: 675.0 Hz	3.95717e-7	5.49229e-7	-3.43968e-7	
Node 60: 69: 697.65 Hz	3.53638e-7	4.92887e-7	-2.6955e-7	
Node 60: 70: 700.0 Hz	3.49525e-7	4.8753e-7	-2.62627e-7	
Node 60: 71: 723.929 Hz	3.10213e-7	4.3707e-7	-1.99903e-7	
Node 60: 72: 725.0 Hz	3.08559e-7	4.34961e-7	-1.97409e-7	
Node 60: 73: 727.004 Hz	3.05486e-7	4.31042e-7	-1.92808e-7	
Node 60: 74: 750.0 Hz	2.72336e-7	3.8847e-7	-1.46028e-7	
Node 60: 75: 754.821 Hz	2.65857e-7	3.80023e-7	-1.3753e-7	
Node 60: 76: 771.47 Hz	2.44669e-7	3.51902e-7	-1.11331e-7	
Node 60: 77: 775.0 Hz	2.40406e-7	3.46135e-7	-1.06367e-7	
Node 60: 78: 791.948 Hz	2.2101e-7	3.19328e-7	-8.51666e-8	
Node 60: 79: 797.615 Hz	2.14908e-7	3.10682e-7	-7.89886e-8	
Node 60: 80: 800.0 Hz	2.12396e-7	3.07092e-7	-7.65176e-8	
Node 60: 81: 825.0 Hz	1.8799e-7	2.71173e-7	-5.48517e-8	
Node 60: 82: 826.491 Hz	1.86641e-7	2.69132e-7	-5.37881e-8	
Node 60: 83: 850.0 Hz	1.66882e-7	2.38511e-7	-4.00642e-8	
Node 60: 84: 857.624 Hz	1.61054e-7	2.29224e-7	-3.67576e-8	
Node 60: 85: 875.0 Hz	1.48755e-7	2.09259e-7	-3.1074e-8	
Node 60: 86: 894.221 Hz	1.36631e-7	1.8912e-7	-2.73566e-8	
Node 60: 87: 900.0 Hz	1.33267e-7	1.83459e-7	-2.66656e-8	
Node 60: 88: 925.0 Hz	1.20071e-7	1.61008e-7	-2.52508e-8	
Node 60: 89: 944.918 Hz	1.1097e-7	1.45369e-7	-2.5225e-8	
Node 60: 90: 950.0 Hz	1.08827e-7	1.41678e-7	-2.52952e-8	
Node 60: 91: 975.0 Hz	9.92236e-8	1.2517e-7	-2.58074e-8	
Node 60: 92: 1000.0 Hz	9.09845e-8	1.11144e-7	-2.63169e-8	
Node 2422: 1: 0.0 Hz	3.79669e-6	1.12447e-5	5.53214e-6	
Node 2422: 2: 25.0 Hz	4.37504e-6	1.2639e-5	5.6895e-6	
Node 2422: 3: 28.3646 Hz	4.55898e-6	1.30757e-5	5.73557e-6	
Node 2422: 4: 50.0 Hz	6.54993e-6	1.75356e-5	6.13923e-6	
Node 2422: 5: 50.1598 Hz	6.56834e-6	1.75734e-5	6.14224e-6	
Node 2422: 6: 67.9919 Hz	7.4766e-6	1.84143e-5	6.3109e-6	
Node 2422: 7: 69.454 Hz	7.37984e-6	1.80433e-5	6.31697e-6	
Node 2422: 8: 75.0 Hz	6.82687e-6	1.62398e-5	6.36177e-6	
Node 2422: 9: 80.5485 Hz	6.13181e-6	1.4222e-5	6.44942e-6	
Node 2422: 10: 89.394 Hz	5.06295e-6	1.14119e-5	6.63816e-6	
Node 2422: 11: 100.0 Hz	4.02294e-6	9.10848e-6	6.7939e-6	
Node 2422: 12: 120.237 Hz	2.56648e-6	-6.93327e-6	-6.30549e-6	
Node 2422: 13: 125.0 Hz	2.3034e-6	-6.61834e-6	-6.0471e-6	
Node 2422: 14: 129.311 Hz	-2.09391e-6	-6.35932e-6	5.79734e-6	
Node 2422: 15: 142.442 Hz	-1.61978e-6	-5.67776e-6	5.07775e-6	
Node 2422: 16: 146.936 Hz	-1.50675e-6	-5.47798e-6	4.86769e-6	
Node 2422: 17: 150.0 Hz	-1.44111e-6	-5.35125e-6	4.73556e-6	
Node 2422: 18: 166.486 Hz	-1.20074e-6	-4.78651e-6	4.13714e-6	
Node 2422: 19: 175.0 Hz	-1.12378e-6	-4.55537e-6	3.88299e-6	
Node 2422: 20: 184.177 Hz	-1.05953e-6	-4.33743e-6	3.65557e-6	
Node 2422: 21: 197.232 Hz	-9.84926e-7	-4.069e-6	3.44032e-6	
Node 2422: 22: 200.0 Hz	-9.70309e-7	-4.0176e-6	3.41289e-6	
Node 2422: 23: 204.712 Hz	-9.4589e-7	-3.93442e-6	3.38087e-6	
Node 2422: 24: 212.011 Hz	-9.08899e-7	-3.81661e-6	3.36593e-6	
Node 2422: 25: 214.284 Hz	-8.97582e-7	-3.78273e-6	3.36924e-6	
Node 2422: 26: 217.891 Hz	-8.79869e-7	-3.73176e-6	3.3815e-6	
Node 2422: 27: 225.0 Hz	-8.46148e-7	-3.64134e-6	3.42799e-6	
Node 2422: 28: 250.0 Hz	-7.49776e-7	-3.41661e-6	3.73923e-6	
Node 2422: 29: 253.857 Hz	-7.38838e-7	-3.3912e-6	3.79622e-6	
Node 2422: 30: 256.009 Hz	-7.33202e-7	-3.37761e-6	3.82802e-6	
Node 2422: 31: 271.668 Hz	-7.01163e-7	-3.28318e-6	4.04548e-6	
Node 2422: 32: 275.0 Hz	-6.96032e-7	-3.26241e-6	4.08586e-6	
Node 2422: 33: 278.879 Hz	-6.90614e-7	-3.23723e-6	4.12909e-6	
Node 2422: 34: 291.043 Hz	-6.763e-7	-3.14824e-6	4.23319e-6	
Node 2422: 35: 300.0 Hz	-6.67029e-7	-3.07066e-6	4.27487e-6	
Node 2422: 36: 302.006 Hz	-6.64981e-7	-3.05179e-6	4.27988e-6	
Node 2422: 37: 309.966 Hz	-6.56713e-7	-2.97177e-6	4.2842e-6	
Node 2422: 38: 314.893 Hz	-6.51378e-7	-2.91847e-6	4.27475e-6	
Node 2422: 39: 325.0 Hz	-6.39724e-7	-2.80204e-6	4.22867e-6	
Node 2422: 40: 332.746 Hz	-6.30153e-7	-2.70851e-6	4.17202e-6	
Node 2422: 41: 350.0 Hz	-6.07582e-7	-2.49758e-6	3.99575e-6	
Node 2422: 42: 352.215 Hz	-6.04645e-7	-2.471e-6	3.96938e-6	
Node 2422: 43: 367.211 Hz	-5.85213e-7	-2.29844e-6	3.77708e-6	
Node 2422: 44: 375.0 Hz	-5.75731e-7	-2.21521e-6	3.67104e-6	
Node 2422: 45: 400.0 Hz	-5.50077e-7	-1.98222e-6	3.32294e-6	
Node 2422: 46: 417.262 Hz	-5.37599e-7	-1.84933e-6	3.0857e-6	
Node 2422: 47: 425.0 Hz	-5.33489e-7	-1.79571e-6	2.98133e-6	
Node 2422: 48: 441.484 Hz	-5.27683e-7	1.69065e-6	-2.7633e-6	
Node 2422: 49: 450.0 Hz	-5.26127e-7	1.63998e-6	-2.65283e-6	
Node 2422: 50: 475.0 Hz	-5.2587e-7	1.49886e-6	-2.33597e-6	
Node 2422: 51: 490.708 Hz	-5.2752e-7	1.41251e-6	-2.14248e-6	
Node 2422: 52: 500.0 Hz	-5.28502e-7	1.3615e-6	-2.03036e-6	
Node 2422: 53: 508.204 Hz	-5.29088e-7	1.31639e-6	-1.93306e-6	
Node 2422: 54: 522.299 Hz	-5.28909e-7	1.23883e-6	-1.77027e-6	
Node 2422: 55: 523.017 Hz	-5.28846e-7	1.23488e-6	-1.76214e-6	
Node 2422: 56: 525.0 Hz	-5.28643e-7	1.22398e-6	-1.73979e-6	
Node 2422: 57: 550.0 Hz	-5.21445e-7	1.08808e-6	-1.47066e-6	
Node 2422: 58: 575.0 Hz	-5.04132e-7	9.58244e-7	-1.22871e-6	
Node 2422: 59: 581.332 Hz	-4.98075e-7	9.26869e-7	-1.17216e-6	
Node 2422: 60: 600.0 Hz	-4.76627e-7	8.38761e-7	-1.0168e-6	
Node 2422: 61: 602.059 Hz	-4.73965e-7	8.29475e-7	-1.0007e-6	
Node 2422: 62: 613.672 Hz	-4.58017e-7	7.78779e-7	-9.13661e-7	
Node 2422: 63: 618.756 Hz	-4.506e-7	7.57498e-7	-8.77539e-7	
Node 2422: 64: 625.0 Hz	-4.41196e-7	7.32127e-7	-8.34789e-7	
Node 2422: 65: 650.0 Hz	-4.01513e-7	6.38814e-7	-6.80576e-7	
Node 2422: 66: 651.206 Hz	-3.99562e-7	6.34636e-7	-6.7379e-7	
Node 2422: 67: 668.491 Hz	-3.71775e-7	5.77797e-7	-5.82711e-7	
Node 2422: 68: 675.0 Hz	-3.61546e-7	5.57796e-7	-5.51281e-7	
Node 2422: 69: 697.65 Hz	-3.27876e-7	4.93552e-7	-4.53172e-7	
Node 2422: 70: 700.0 Hz	-3.24597e-7	4.87327e-7	-4.43939e-7	
Node 2422: 71: 723.929 Hz	-2.93954e-7	4.28079e-7	-3.59186e-7	
Node 2422: 72: 725.0 Hz	-2.92704e-7	4.25593e-7	-3.55767e-7	
Node 2422: 73: 727.004 Hz	-2.90394e-7	4.20973e-7	-3.49449e-7	
Node 2422: 74: 750.0 Hz	-2.66466e-7	3.71104e-7	-2.84193e-7	
Node 2422: 75: 754.821 Hz	-2.62022e-7	3.61335e-7	-2.72095e-7	
Node 2422: 76: 771.47 Hz	-2.48032e-7	3.29289e-7	-2.34149e-7	
Node 2422: 77: 775.0 Hz	-2.45311e-7	3.2282e-7	-2.26824e-7	
Node 2422: 78: 791.948 Hz	-2.33266e-7	2.93269e-7	-1.94875e-7	
Node 2422: 79: 797.615 Hz	-2.29566e-7	2.83929e-7	-1.85304e-7	
Node 2422: 80: 800.0 Hz	-2.28052e-7	2.80078e-7	-1.81433e-7	
Node 2422: 81: 825.0 Hz	-2.13431e-7	2.42454e-7	-1.4597e-7	
Node 2422: 82: 826.491 Hz	-2.12619e-7	2.40364e-7	-1.44127e-7	
Node 2422: 83: 850.0 Hz	-2.00463e-7	2.09613e-7	-1.1859e-7	
Node 2422: 84: 857.624 Hz	-1.96732e-7	2.005e-7	-1.11595e-7	
Node 2422: 85: 875.0 Hz	-1.88522e-7	1.8122e-7	-9.76717e-8	
Node 2422: 86: 894.221 Hz	-1.7983e-7	1.6218e-7	-8.5099e-8	
Node 2422: 87: 900.0 Hz	-1.77286e-7	1.56898e-7	-8.18196e-8	
Node 2422: 88: 925.0 Hz	-1.66629e-7	1.36227e-7	-6.986e-8	
Node 2422: 89: 944.918 Hz	-1.58533e-7	1.22078e-7	-6.24683e-8	
Node 2422: 90: 950.0 Hz	-1.56524e-7	1.18767e-7	-6.08299e-8	
Node 2422: 91: 975.0 Hz	-1.46983e-7	1.04083e-7	-5.39614e-8	
Node 2422: 92: 1000.0 Hz	-1.38024e-7	9.17647e-8	-4.86624e-8	
Node 3478: 1: 0.0 Hz	1.24521e-6	7.38073e-6	-2.99406e-6	
Node 3478: 2: 25.0 Hz	1.4451e-6	8.21473e-6	-3.02482e-6	
Node 3478: 3: 28.3646 Hz	1.50898e-6	8.47462e-6	-3.03428e-6	
Node 3478: 4: 50.0 Hz	2.21297e-6	1.1069e-5	-3.19733e-6	
Node 3478: 5: 50.1598 Hz	2.21963e-6	1.10902e-5	-3.2001e-6	
Node 3478: 6: 67.9919 Hz	2.59821e-6	1.12594e-5	-3.7939e-6	
Node 3478: 7: 69.454 Hz	2.57179e-6	1.10008e-5	-3.85391e-6	
Node 3478: 8: 75.0 Hz	2.40637e-6	9.79169e-6	-4.05855e-6	
Node 3478: 9: 80.5485 Hz	2.18894e-6	8.4799e-6	-4.21787e-6	
Node 3478: 10: 89.394 Hz	1.8493e-6	6.69213e-6	-4.38696e-6	
Node 3478: 11: 100.0 Hz	1.51722e-6	5.25999e-6	-4.4581e-6	
Node 3478: 12: 120.237 Hz	1.04174e-6	-3.93988e-6	-4.07649e-6	
Node 3478: 13: 125.0 Hz	9.52944e-7	-3.74803e-6	-3.90833e-6	
Node 3478: 14: 129.311 Hz	-8.81626e-7	-3.58985e-6	3.75053e-6	
Node 3478: 15: 142.442 Hz	-7.19813e-7	-3.178e-6	3.30996e-6	
Node 3478: 16: 146.936 Hz	-6.81921e-7	-3.06038e-6	3.18252e-6	
Node 3478: 17: 150.0 Hz	-6.60315e-7	-2.98682e-6	3.10187e-6	
Node 3478: 18: 166.486 Hz	-5.88287e-7	-2.6688e-6	2.72674e-6	
Node 3478: 19: 175.0 Hz	-5.72154e-7	-2.54138e-6	2.56533e-6	
Node 3478: 20: 184.177 Hz	-5.66386e-7	-2.42159e-6	2.42765e-6	
Node 3478: 21: 197.232 Hz	-5.75075e-7	-2.27693e-6	2.32373e-6	
Node 3478: 22: 200.0 Hz	-5.79097e-7	-2.25021e-6	2.31727e-6	
Node 3478: 23: 204.712 Hz	-5.87501e-7	-2.20818e-6	2.31857e-6	
Node 3478: 24: 212.011 Hz	-6.04122e-7	-2.15234e-6	2.34862e-6	
Node 3478: 25: 214.284 Hz	-6.10137e-7	-2.1374e-6	2.36411e-6	
Node 3478: 26: 217.891 Hz	-6.20458e-7	-2.1162e-6	2.39382e-6	
Node 3478: 27: 225.0 Hz	-6.43461e-7	-2.08368e-6	2.46758e-6	
Node 3478: 28: 250.0 Hz	-7.47984e-7	-2.06416e-6	2.80303e-6	
Node 3478: 29: 253.857 Hz	-7.66541e-7	-2.07243e-6	2.8558e-6	
Node 3478: 30: 256.009 Hz	-7.77062e-7	-2.07805e-6	2.88461e-6	
Node 3478: 31: 271.668 Hz	-8.55011e-7	-2.13465e-6	3.07172e-6	
Node 3478: 32: 275.0 Hz	-8.71392e-7	-2.14887e-6	3.10475e-6	
Node 3478: 33: 278.879 Hz	-8.90109e-7	-2.16572e-6	3.13951e-6	
Node 3478: 34: 291.043 Hz	-9.44952e-7	-2.21702e-6	3.21993e-6	
Node 3478: 35: 300.0 Hz	-9.80064e-7	-2.24943e-6	3.24922e-6	
Node 3478: 36: 302.006 Hz	-9.87186e-7	-2.25574e-6	3.25222e-6	
Node 3478: 37: 309.966 Hz	-1.01254e-6	-2.27669e-6	3.25158e-6	
Node 3478: 38: 314.893 Hz	-1.02584e-6	-2.28617e-6	3.24155e-6	
Node 3478: 39: 325.0 Hz	-1.04738e-6	-2.29711e-6	3.20013e-6	
Node 3478: 40: 332.746 Hz	-1.05896e-6	-2.29817e-6	3.15195e-6	
Node 3478: 41: 350.0 Hz	-1.07167e-6	-2.28215e-6	3.00677e-6	
Node 3478: 42: 352.215 Hz	-1.07221e-6	-2.27869e-6	2.98535e-6	
Node 3478: 43: 367.211 Hz	-1.07102e-6	-2.25013e-6	2.8303e-6	
Node 3478: 44: 375.0 Hz	-1.06776e-6	-2.23309e-6	2.7454e-6	
Node 3478: 45: 400.0 Hz	-1.04966e-6	-2.17579e-6	2.46829e-6	
Node 3478: 46: 417.262 Hz	-1.03264e-6	-2.13599e-6	2.28022e-6	
Node 3478: 47: 425.0 Hz	-1.02404e-6	-2.11778e-6	2.1976e-6	
Node 3478: 48: 441.484 Hz	1.00365e-6	2.0767e-6	-2.02516e-6	
Node 3478: 49: 450.0 Hz	9.91907e-7	2.05351e-6	-1.93785e-6	
Node 3478: 50: 475.0 Hz	9.52017e-7	1.97367e-6	-1.68769e-6	
Node 3478: 51: 490.708 Hz	9.22549e-7	1.91261e-6	-1.53514e-6	
Node 3478: 52: 500.0 Hz	9.03554e-7	1.87235e-6	-1.44683e-6	
Node 3478: 53: 508.204 Hz	8.85893e-7	1.8344e-6	-1.37026e-6	
Node 3478: 54: 522.299 Hz	8.53855e-7	1.76463e-6	-1.24232e-6	
Node 3478: 55: 523.017 Hz	8.52171e-7	1.76094e-6	-1.23593e-6	
Node 3478: 56: 525.0 Hz	8.47504e-7	1.75071e-6	-1.21839e-6	
Node 3478: 57: 550.0 Hz	7.86534e-7	1.61658e-6	-1.00763e-6	
Node 3478: 58: 575.0 Hz	7.23898e-7	1.48074e-6	-8.19324e-7	
Node 3478: 59: 581.332 Hz	7.08122e-7	1.44726e-6	-7.75544e-7	
Node 3478: 60: 600.0 Hz	6.62383e-7	1.35254e-6	-6.55891e-7	
Node 3478: 61: 602.059 Hz	6.57432e-7	1.34252e-6	-6.43554e-7	
Node 3478: 62: 613.672 Hz	6.29925e-7	1.28774e-6	-5.7709e-7	
Node 3478: 63: 618.756 Hz	6.18127e-7	1.26471e-6	-5.49639e-7	
Node 3478: 64: 625.0 Hz	6.03858e-7	1.23722e-6	-5.17264e-7	
Node 3478: 65: 650.0 Hz	5.49318e-7	1.1355e-6	-4.01685e-7	
Node 3478: 66: 651.206 Hz	5.46796e-7	1.1309e-6	-3.96651e-7	
Node 3478: 67: 668.491 Hz	5.11757e-7	1.06766e-6	-3.29566e-7	
Node 3478: 68: 675.0 Hz	4.99099e-7	1.04498e-6	-3.06656e-7	
Node 3478: 69: 697.65 Hz	4.57272e-7	9.69743e-7	-2.36111e-7	
Node 3478: 70: 700.0 Hz	4.53124e-7	9.62203e-7	-2.29559e-7	
Node 3478: 71: 723.929 Hz	4.12852e-7	8.87536e-7	-1.70282e-7	
Node 3478: 72: 725.0 Hz	4.11131e-7	8.84271e-7	-1.67929e-7	
Node 3478: 73: 727.004 Hz	4.07928e-7	8.78177e-7	-1.63588e-7	
Node 3478: 74: 750.0 Hz	3.72852e-7	8.09673e-7	-1.19517e-7	
Node 3478: 75: 754.821 Hz	3.6588e-7	7.95638e-7	-1.11529e-7	
Node 3478: 76: 771.47 Hz	3.42794e-7	7.48112e-7	-8.69672e-8	
Node 3478: 77: 775.0 Hz	3.38095e-7	7.38237e-7	-8.23305e-8	
Node 3478: 78: 791.948 Hz	3.16469e-7	6.91935e-7	-6.26517e-8	
Node 3478: 79: 797.615 Hz	3.09578e-7	6.76895e-7	-5.69816e-8	
Node 3478: 80: 800.0 Hz	3.06729e-7	6.70639e-7	-5.47272e-8	
Node 3478: 81: 825.0 Hz	2.78638e-7	6.07818e-7	-3.56617e-8	
Node 3478: 82: 826.491 Hz	2.77063e-7	6.04241e-7	-3.47865e-8	
Node 3478: 83: 850.0 Hz	2.53665e-7	5.50547e-7	-2.49656e-8	
Node 3478: 84: 857.624 Hz	2.46639e-7	5.34258e-7	-2.33707e-8	
Node 3478: 85: 875.0 Hz	2.31595e-7	4.99216e-7	-2.21941e-8	
Node 3478: 86: 894.221 Hz	2.16438e-7	4.63797e-7	-2.34561e-8	
Node 3478: 87: 900.0 Hz	2.12166e-7	4.53816e-7	-2.40886e-8	
Node 3478: 88: 925.0 Hz	1.95084e-7	4.14017e-7	-2.71105e-8	
Node 3478: 89: 944.918 Hz	1.82956e-7	3.85971e-7	-2.92881e-8	
Node 3478: 90: 950.0 Hz	1.80053e-7	3.79294e-7	-2.97762e-8	
Node 3478: 91: 975.0 Hz	1.66795e-7	3.49037e-7	-3.17411e-8	
Node 3478: 92: 1000.0 Hz	1.55057e-7	3.22629e-7	-3.30262e-8	
Node 4148: 1: 0.0 Hz	8.31944e-6	6.38395e-6	7.34831e-6	
Node 4148: 2: 25.0 Hz	9.22912e-6	7.39705e-6	7.67813e-6	
Node 4148: 3: 28.3646 Hz	9.51217e-6	7.71829e-6	7.7755e-6	
Node 4148: 4: 50.0 Hz	1.23112e-5	1.1177e-5	8.53058e-6	
Node 4148: 5: 50.1598 Hz	1.23336e-5	1.12089e-5	8.53376e-6	
Node 4148: 6: 67.9919 Hz	1.23362e-5	1.28012e-5	7.66745e-6	
Node 4148: 7: 69.454 Hz	1.20301e-5	1.26399e-5	7.50011e-6	
Node 4148: 8: 75.0 Hz	1.06127e-5	1.1718e-5	6.8956e-6	
Node 4148: 9: 80.5485 Hz	9.07441e-6	1.05741e-5	6.45583e-6	
Node 4148: 10: 89.394 Hz	6.9279e-6	8.89193e-6	6.14718e-6	
Node 4148: 11: 100.0 Hz	5.0724e-6	7.4694e-6	6.07322e-6	
Node 4148: 12: 120.237 Hz	3.11798e-6	-6.15199e-6	-5.5403e-6	
Node 4148: 13: 125.0 Hz	2.86866e-6	-5.97376e-6	-5.30176e-6	
Node 4148: 14: 129.311 Hz	2.69511e-6	-5.82849e-6	5.07606e-6	
Node 4148: 15: 142.442 Hz	2.39341e-6	-5.43705e-6	4.46651e-6	
Node 4148: 16: 146.936 Hz	2.34027e-6	-5.31617e-6	4.31014e-6	
Node 4148: 17: 150.0 Hz	2.31106e-6	-5.2375e-6	4.22053e-6	
Node 4148: 18: 166.486 Hz	2.15773e-6	-4.87184e-6	3.94076e-6	
Node 4148: 19: 175.0 Hz	2.03914e-6	-4.72402e-6	3.89953e-6	
Node 4148: 20: 184.177 Hz	1.87225e-6	-4.59528e-6	3.91278e-6	
Node 4148: 21: 197.232 Hz	1.58675e-6	-4.45924e-6	4.01134e-6	
Node 4148: 22: 200.0 Hz	1.52264e-6	-4.43649e-6	4.04171e-6	
Node 4148: 23: 204.712 Hz	1.41301e-6	-4.40212e-6	4.09953e-6	
Node 4148: 24: 212.011 Hz	1.24578e-6	-4.35919e-6	4.20199e-6	
Node 4148: 25: 214.284 Hz	1.19516e-6	-4.34828e-6	4.23659e-6	
Node 4148: 26: 217.891 Hz	1.11685e-6	-4.33328e-6	4.29371e-6	
Node 4148: 27: 225.0 Hz	9.71418e-7	-4.31167e-6	4.41283e-6	
Node 4148: 28: 250.0 Hz	5.77558e-7	-4.2986e-6	4.85808e-6	
Node 4148: 29: 253.857 Hz	5.33534e-7	-4.30055e-6	4.92374e-6	
Node 4148: 30: 256.009 Hz	5.1078e-7	-4.30148e-6	4.95926e-6	
Node 4148: 31: 271.668 Hz	3.80625e-7	-4.29452e-6	5.18206e-6	
Node 4148: 32: 275.0 Hz	3.60102e-7	-4.28777e-6	5.21888e-6	
Node 4148: 33: 278.879 Hz	3.38959e-7	-4.27667e-6	5.25596e-6	
Node 4148: 34: 291.043 Hz	2.89168e-7	-4.21537e-6	5.32735e-6	
Node 4148: 35: 300.0 Hz	2.65188e-7	-4.14183e-6	5.33285e-6	
Node 4148: 36: 302.006 Hz	2.6094e-7	-4.12199e-6	5.32849e-6	
Node 4148: 37: 309.966 Hz	2.47154e-7	-4.03165e-6	5.2916e-6	
Node 4148: 38: 314.893 Hz	2.4053e-7	-3.96711e-6	5.25383e-6	
Node 4148: 39: 325.0 Hz	2.29763e-7	-3.81744e-6	5.14451e-6	
Node 4148: 40: 332.746 Hz	2.22843e-7	-3.69072e-6	5.03619e-6	
