	DX	DY	DZ	
Node 1025: 36: 183.196 Hz	5.94244e-7	4.72898e-7	-1.96587e-6	
Node 1025: 37: 191.569 Hz	7.0553e-7	5.43453e-7	-2.02269e-6	
Node 1025: 38: 200.0 Hz	8.23362e-7	6.19622e-7	-2.04897e-6	
Node 1025: 39: 209.144 Hz	9.51271e-7	7.02674e-7	-2.04219e-6	
Node 1025: 40: 217.491 Hz	1.06325e-6	7.75471e-7	-2.00776e-6	
Node 1025: 41: 224.746 Hz	1.15425e-6	8.3498e-7	-1.96059e-6	
Node 1025: 42: 225.0 Hz	1.15732e-6	8.36995e-7	-1.9587e-6	
Node 1025: 43: 232.775 Hz	1.24645e-6	8.96186e-7	-1.89501e-6	
Node 1025: 44: 247.769 Hz	1.39169e-6	9.97353e-7	-1.75097e-6	
Node 1025: 45: 249.996 Hz	1.41011e-6	1.01098e-6	-1.72828e-6	
Node 1025: 46: 250.0 Hz	1.41014e-6	1.011e-6	-1.72824e-6	
Node 1025: 47: 254.384 Hz	1.44395e-6	1.03679e-6	-1.68312e-6	
Node 1025: 48: 257.877 Hz	1.46853e-6	1.05637e-6	-1.64688e-6	
Node 1025: 49: 261.992 Hz	1.49472e-6	1.07835e-6	-1.60408e-6	
Node 1025: 50: 268.384 Hz	1.52935e-6	1.11018e-6	-1.53774e-6	
Node 1025: 51: 275.0 Hz	1.55723e-6	1.14016e-6	-1.46978e-6	
Node 1025: 52: 286.723 Hz	1.58611e-6	1.18589e-6	-1.3528e-6	
Node 1025: 53: 290.897 Hz	1.59e-6	1.19988e-6	-1.31259e-6	
Node 1025: 54: 300.0 Hz	1.58704e-6	1.22623e-6	-1.22808e-6	
Node 1025: 55: 302.805 Hz	1.58307e-6	1.23318e-6	-1.20301e-6	
Node 1025: 56: 305.502 Hz	1.57796e-6	1.23936e-6	-1.17936e-6	
Node 1025: 57: 307.079 Hz	1.5744e-6	1.24273e-6	-1.16574e-6	
Node 1025: 58: 314.94 Hz	1.55077e-6	1.25695e-6	-1.10023e-6	
Node 1025: 59: 318.341 Hz	1.53774e-6	1.26176e-6	-1.07313e-6	
Node 1025: 60: 322.948 Hz	1.51769e-6	1.26699e-6	-1.03764e-6	
Node 1025: 61: 325.0 Hz	1.50795e-6	1.26884e-6	-1.02227e-6	
Node 1025: 62: 327.561 Hz	1.49517e-6	1.27074e-6	-1.00348e-6	
Node 1025: 63: 350.0 Hz	1.36252e-6	1.26884e-6	-8.56301e-7	
Node 1025: 64: 358.727 Hz	1.30622e-6	1.25999e-6	-8.06885e-7	
Node 1025: 65: 363.981 Hz	1.2724e-6	1.25285e-6	-7.79014e-7	
Node 1025: 66: 371.469 Hz	1.22512e-6	1.24071e-6	-7.41549e-7	
Node 1025: 67: 375.0 Hz	1.2034e-6	1.23432e-6	-7.2474e-7	
Node 1025: 68: 377.132 Hz	1.19051e-6	1.23028e-6	-7.14842e-7	
Node 1025: 69: 395.201 Hz	1.08966e-6	1.19257e-6	-6.37822e-7	
Node 1025: 70: 400.0 Hz	1.06576e-6	1.18204e-6	-6.19198e-7	
Node 1025: 71: 413.426 Hz	1.00584e-6	1.1528e-6	-5.70533e-7	
Node 1025: 72: 425.0 Hz	9.62215e-7	1.12879e-6	-5.32117e-7	
Node 1025: 73: 431.201 Hz	9.41679e-7	1.11658e-6	-5.12702e-7	
Node 1025: 74: 436.68 Hz	9.25036e-7	1.10619e-6	-4.96158e-7	
Node 1025: 75: 439.133 Hz	9.18012e-7	1.10166e-6	-4.88929e-7	
Node 1025: 76: 440.071 Hz	9.15393e-7	1.09995e-6	-4.86193e-7	
Node 1025: 77: 450.0 Hz	8.89727e-7	1.08239e-6	-4.58128e-7	
Node 1025: 78: 459.204 Hz	8.68836e-7	1.06686e-6	-4.33498e-7	
Node 1025: 79: 468.186 Hz	8.50524e-7	1.0521e-6	-4.10661e-7	
Node 1025: 80: 475.0 Hz	8.37647e-7	1.04095e-6	-3.9409e-7	
Node 1025: 81: 489.777 Hz	8.1156e-7	1.01625e-6	-3.60331e-7	
Node 1025: 82: 500.0 Hz	7.94144e-7	9.98195e-7	-3.38714e-7	
Node 1025: 83: 517.326 Hz	7.64218e-7	9.64877e-7	-3.054e-7	
Node 1025: 84: 520.232 Hz	7.59051e-7	9.58908e-7	-3.00234e-7	
Node 1025: 85: 521.341 Hz	7.57064e-7	9.56598e-7	-2.98294e-7	
Node 1025: 86: 525.0 Hz	7.50451e-7	9.48866e-7	-2.92024e-7	
Node 1025: 87: 538.731 Hz	7.24751e-7	9.1828e-7	-2.70271e-7	
Node 1025: 88: 544.009 Hz	7.14496e-7	9.05904e-7	-2.62661e-7	
Node 1025: 89: 550.0 Hz	7.02621e-7	8.91488e-7	-2.54532e-7	
Node 1025: 90: 557.978 Hz	6.86462e-7	8.71756e-7	-2.44534e-7	
Node 1025: 91: 575.0 Hz	6.51054e-7	8.28172e-7	-2.26246e-7	
Node 1025: 92: 599.258 Hz	6.0023e-7	7.64845e-7	-2.06552e-7	
Node 1025: 93: 600.0 Hz	5.98699e-7	7.62922e-7	-2.06051e-7	
Node 1025: 94: 609.776 Hz	5.78788e-7	7.37795e-7	-1.99926e-7	
Node 1025: 95: 617.622 Hz	5.63241e-7	7.18022e-7	-1.95585e-7	
Node 1025: 96: 625.0 Hz	5.49051e-7	6.99837e-7	-1.91903e-7	
Node 1025: 97: 628.013 Hz	5.43388e-7	6.92539e-7	-1.90497e-7	
Node 1025: 98: 638.223 Hz	5.24827e-7	6.68442e-7	-1.86097e-7	
Node 1025: 99: 643.334 Hz	5.15917e-7	6.56769e-7	-1.84077e-7	
Node 1025: 100: 650.0 Hz	5.04697e-7	6.41964e-7	-1.81596e-7	
Node 1025: 101: 661.025 Hz	4.87149e-7	6.18562e-7	-1.77804e-7	
Node 1025: 102: 675.0 Hz	4.66696e-7	5.90889e-7	-1.73417e-7	
Node 1025: 103: 687.294 Hz	4.50273e-7	5.68381e-7	-1.6983e-7	
Node 1025: 104: 697.3 Hz	4.379e-7	5.51287e-7	-1.67041e-7	
Node 1025: 105: 700.0 Hz	4.34701e-7	5.46854e-7	-1.66304e-7	
Node 1025: 106: 709.929 Hz	4.2341e-7	5.31186e-7	-1.63636e-7	
Node 1025: 107: 722.389 Hz	4.10181e-7	5.12841e-7	-1.60359e-7	
Node 1025: 108: 725.0 Hz	4.07526e-7	5.0917e-7	-1.59679e-7	
Node 1025: 109: 736.09 Hz	3.96649e-7	4.94191e-7	-1.5681e-7	
Node 1025: 110: 743.994 Hz	3.89246e-7	4.84079e-7	-1.54777e-7	
Node 1025: 111: 750.0 Hz	3.8379e-7	4.76681e-7	-1.53234e-7	
Node 1025: 112: 754.932 Hz	3.79407e-7	4.70777e-7	-1.51968e-7	
Node 1025: 113: 762.145 Hz	3.7314e-7	4.624e-7	-1.50117e-7	
Node 1025: 114: 774.128 Hz	3.63057e-7	4.49095e-7	-1.47035e-7	
Node 1025: 115: 775.0 Hz	3.62338e-7	4.48154e-7	-1.4681e-7	
Node 1025: 116: 785.187 Hz	3.54063e-7	4.37409e-7	-1.44182e-7	
Node 1025: 117: 800.0 Hz	3.42405e-7	4.22511e-7	-1.4035e-7	
Node 1025: 118: 814.223 Hz	3.31576e-7	4.08889e-7	-1.36663e-7	
Node 1025: 119: 825.0 Hz	3.23584e-7	3.98947e-7	-1.33872e-7	
Node 1025: 120: 826.076 Hz	3.22796e-7	3.9797e-7	-1.33594e-7	
Node 1025: 121: 850.0 Hz	3.0571e-7	3.76938e-7	-1.27446e-7	
Node 1025: 122: 872.03 Hz	2.90714e-7	3.58593e-7	-1.21892e-7	
Node 1025: 123: 875.0 Hz	2.88747e-7	3.56189e-7	-1.21155e-7	
Node 1025: 124: 894.352 Hz	2.76253e-7	3.40901e-7	-1.16426e-7	
Node 1025: 125: 900.0 Hz	2.72713e-7	3.36561e-7	-1.15074e-7	
Node 1025: 126: 917.093 Hz	2.62294e-7	3.23759e-7	-1.11068e-7	
Node 1025: 127: 925.0 Hz	2.57625e-7	3.18004e-7	-1.0926e-7	
Node 1025: 128: 930.194 Hz	2.5461e-7	3.14282e-7	-1.08089e-7	
Node 1025: 129: 950.0 Hz	2.43488e-7	3.00505e-7	-1.03748e-7	
Node 1025: 130: 975.0 Hz	2.30286e-7	2.84057e-7	-9.85525e-8	
Node 1025: 131: 1000.0 Hz	2.17986e-7	2.68646e-7	-9.36755e-8	
Node 1754: 1: 0.0 Hz	1.78882e-5	7.79893e-7	1.95379e-5	
Node 1754: 2: 14.8424 Hz	1.96032e-5	2.05703e-6	2.15158e-5	
Node 1754: 3: 16.6339 Hz	2.00726e-5	2.45804e-6	2.20584e-5	
Node 1754: 4: 18.1274 Hz	2.05132e-5	2.861e-6	2.25679e-5	
Node 1754: 5: 25.0 Hz	2.30604e-5	5.8476e-6	2.54898e-5	
Node 1754: 6: 25.7088 Hz	2.33521e-5	6.28574e-6	2.58178e-5	
Node 1754: 7: 35.5784 Hz	2.56608e-5	1.30381e-5	2.78594e-5	
Node 1754: 8: 37.2406 Hz	2.53912e-5	1.35402e-5	2.73746e-5	
Node 1754: 9: 39.8727 Hz	2.44848e-5	1.35919e-5	2.61162e-5	
Node 1754: 10: 42.1489 Hz	2.32581e-5	1.29848e-5	2.46197e-5	
Node 1754: 11: 43.4527 Hz	2.24029e-5	1.24337e-5	2.3633e-5	
Node 1754: 12: 47.2364 Hz	1.95724e-5	1.04012e-5	2.05123e-5	
Node 1754: 13: 50.0 Hz	1.74778e-5	8.84502e-6	1.82723e-5	
Node 1754: 14: 51.4775 Hz	1.6429e-5	8.06504e-6	1.71617e-5	
Node 1754: 15: 61.6258 Hz	1.10584e-5	4.24366e-6	1.15335e-5	
Node 1754: 16: 62.6836 Hz	1.06414e-5	3.98462e-6	1.10998e-5	
Node 1754: 17: 73.0068 Hz	7.32502e-6	2.31073e-6	7.66962e-6	
Node 1754: 18: 75.0 Hz	6.81589e-6	2.10946e-6	7.14621e-6	
Node 1754: 19: 87.2501 Hz	4.43167e-6	1.29565e-6	4.71162e-6	
Node 1754: 20: 89.2682 Hz	4.13946e-6	1.20742e-6	4.41591e-6	
Node 1754: 21: 100.0 Hz	2.91556e-6	8.64294e-7	3.19273e-6	
Node 1754: 22: 105.754 Hz	2.43173e-6	7.42752e-7	2.72572e-6	
Node 1754: 23: 107.58 Hz	2.29701e-6	7.10707e-7	2.59945e-6	
Node 1754: 24: 125.0 Hz	1.33612e-6	5.13205e-7	1.81903e-6	
Node 1754: 25: 126.323 Hz	1.2815e-6	5.04019e-7	1.78644e-6	
Node 1754: 26: 132.804 Hz	1.04183e-6	4.6643e-7	1.67122e-6	
Node 1754: 27: 150.0 Hz	6.01414e-7	3.97948e-7	-1.64153e-6	
Node 1754: 28: 150.257 Hz	5.96962e-7	3.97032e-7	-1.64325e-6	
Node 1754: 29: 151.844 Hz	5.70985e-7	3.91361e-7	-1.65483e-6	
Node 1754: 30: 154.968 Hz	5.27934e-7	3.801e-7	-1.68201e-6	
Node 1754: 31: 164.868 Hz	4.7005e-7	3.42911e-7	-1.79484e-6	
Node 1754: 32: 172.472 Hz	5.06334e-7	3.13062e-7	-1.89382e-6	
Node 1754: 33: 175.0 Hz	5.30956e-7	3.03066e-7	-1.92662e-6	
Node 1754: 34: 178.006 Hz	5.66485e-7	2.91236e-7	-1.96463e-6	
Node 1754: 35: 182.173 Hz	6.24681e-7	2.75078e-7	-2.01442e-6	
Node 1754: 36: 183.196 Hz	6.40268e-7	2.71172e-7	-2.02599e-6	
Node 1754: 37: 191.569 Hz	7.81421e-7	2.40638e-7	-2.10762e-6	
Node 1754: 38: 200.0 Hz	9.38654e-7	2.13537e-7	-2.1611e-6	
Node 1754: 39: 209.144 Hz	1.11545e-6	1.89802e-7	-2.18253e-6	
Node 1754: 40: 217.491 Hz	1.27592e-6	1.74189e-7	-2.17045e-6	
Node 1754: 41: 224.746 Hz	1.41145e-6	1.65537e-7	-2.13929e-6	
Node 1754: 42: 225.0 Hz	1.41611e-6	1.65315e-7	-2.1379e-6	
Node 1754: 43: 232.775 Hz	1.55502e-6	1.61075e-7	-2.08748e-6	
Node 1754: 44: 247.769 Hz	1.80012e-6	1.65184e-7	-1.95868e-6	
Node 1754: 45: 249.996 Hz	1.83358e-6	1.66964e-7	-1.9372e-6	
Node 1754: 46: 250.0 Hz	1.83363e-6	1.66968e-7	-1.93717e-6	
Node 1754: 47: 254.384 Hz	1.89699e-6	1.71221e-7	-1.89371e-6	
Node 1754: 48: 257.877 Hz	1.94498e-6	1.75261e-7	-1.85815e-6	
Node 1754: 49: 261.992 Hz	1.99848e-6	1.80683e-7	-1.81544e-6	
Node 1754: 50: 268.384 Hz	2.07468e-6	-1.90329e-7	-1.74786e-6	
Node 1754: 51: 275.0 Hz	2.14405e-6	-2.01564e-7	-1.67701e-6	
Node 1754: 52: 286.723 Hz	2.24137e-6	-2.23394e-7	-1.55156e-6	
Node 1754: 53: 290.897 Hz	2.26779e-6	-2.31413e-7	-1.5075e-6	
Node 1754: 54: 300.0 Hz	2.31028e-6	-2.48655e-7	-1.41351e-6	
Node 1754: 55: 302.805 Hz	2.31926e-6	-2.53781e-7	-1.38529e-6	
Node 1754: 56: 305.502 Hz	2.32611e-6	-2.58584e-7	-1.35854e-6	
Node 1754: 57: 307.079 Hz	2.32933e-6	-2.61325e-7	-1.34309e-6	
Node 1754: 58: 314.94 Hz	2.33701e-6	-2.74101e-7	-1.26828e-6	
Node 1754: 59: 318.341 Hz	2.33624e-6	-2.79098e-7	-1.23713e-6	
Node 1754: 60: 322.948 Hz	2.33158e-6	-2.85278e-7	-1.19621e-6	
Node 1754: 61: 325.0 Hz	2.32824e-6	-2.87802e-7	-1.17845e-6	
Node 1754: 62: 327.561 Hz	2.32304e-6	-2.90744e-7	-1.15671e-6	
Node 1754: 63: 350.0 Hz	2.23786e-6	-3.0625e-7	-9.86243e-7	
Node 1754: 64: 358.727 Hz	2.19089e-6	-3.07495e-7	-9.29305e-7	
Node 1754: 65: 363.981 Hz	2.16031e-6	-3.07125e-7	-8.97343e-7	
Node 1754: 66: 371.469 Hz	2.11466e-6	-3.05348e-7	-8.546e-7	
Node 1754: 67: 375.0 Hz	2.09256e-6	-3.0407e-7	-8.35515e-7	
Node 1754: 68: 377.132 Hz	2.0791e-6	-3.0318e-7	-8.24306e-7	
Node 1754: 69: 395.201 Hz	1.96436e-6	-2.93073e-7	-7.37883e-7	
Node 1754: 70: 400.0 Hz	1.93449e-6	-2.89924e-7	-7.17204e-7	
Node 1754: 71: 413.426 Hz	1.85429e-6	-2.80977e-7	-6.63545e-7	
Node 1754: 72: 425.0 Hz	1.79044e-6	-2.73802e-7	-6.21492e-7	
Node 1754: 73: 431.201 Hz	1.75855e-6	-2.70383e-7	-6.00297e-7	
Node 1754: 74: 436.68 Hz	1.73178e-6	-2.67677e-7	-5.82243e-7	
Node 1754: 75: 439.133 Hz	1.72022e-6	-2.6657e-7	-5.74351e-7	
Node 1754: 76: 440.071 Hz	1.71587e-6	-2.66165e-7	-5.71362e-7	
Node 1754: 77: 450.0 Hz	1.67208e-6	-2.6251e-7	-5.40647e-7	
Node 1754: 78: 459.204 Hz	1.63494e-6	-2.60186e-7	-5.13518e-7	
Node 1754: 79: 468.186 Hz	1.60146e-6	-2.58896e-7	-4.88111e-7	
Node 1754: 80: 475.0 Hz	1.57757e-6	-2.58526e-7	-4.69455e-7	
Node 1754: 81: 489.777 Hz	1.52889e-6	-2.59309e-7	-4.30603e-7	
Node 1754: 82: 500.0 Hz	1.49665e-6	-2.60888e-7	-4.04877e-7	
Node 1754: 83: 517.326 Hz	1.44221e-6	-2.64853e-7	-3.63228e-7	
Node 1754: 84: 520.232 Hz	1.43292e-6	-2.6562e-7	-3.56475e-7	
Node 1754: 85: 521.341 Hz	1.42935e-6	-2.65918e-7	-3.53914e-7	
Node 1754: 86: 525.0 Hz	1.4175e-6	-2.66915e-7	-3.45536e-7	
Node 1754: 87: 538.731 Hz	1.37154e-6	-2.70744e-7	-3.15026e-7	
Node 1754: 88: 544.009 Hz	1.35315e-6	-2.72198e-7	-3.03691e-7	
Node 1754: 89: 550.0 Hz	1.33176e-6	-2.738e-7	-2.91094e-7	
Node 1754: 90: 557.978 Hz	1.3024e-6	-2.75814e-7	-2.74763e-7	
Node 1754: 91: 575.0 Hz	1.23647e-6	-2.79457e-7	-2.41646e-7	
Node 1754: 92: 599.258 Hz	1.13619e-6	-2.82599e-7	-1.98607e-7	
Node 1754: 93: 600.0 Hz	1.13304e-6	-2.82652e-7	-1.9737e-7	
Node 1754: 94: 609.776 Hz	1.09117e-6	-2.83094e-7	-1.81509e-7	
Node 1754: 95: 617.622 Hz	1.05727e-6	-2.83105e-7	-1.69393e-7	
Node 1754: 96: 625.0 Hz	1.02528e-6	-2.82834e-7	-1.58512e-7	
Node 1754: 97: 628.013 Hz	1.01221e-6	-2.82645e-7	-1.54214e-7	
Node 1754: 98: 638.223 Hz	9.68044e-7	-2.81674e-7	-1.40306e-7	
Node 1754: 99: 643.334 Hz	9.4606e-7	-2.81e-7	-1.33737e-7	
Node 1754: 100: 650.0 Hz	9.17588e-7	-2.79938e-7	-1.25581e-7	
Node 1754: 101: 661.025 Hz	8.7115e-7	-2.77744e-7	-1.13171e-7	
Node 1754: 102: 675.0 Hz	8.13813e-7	-2.74234e-7	-9.95228e-8	
Node 1754: 103: 687.294 Hz	7.65107e-7	-2.70538e-7	-8.96105e-8	
Node 1754: 104: 697.3 Hz	7.26837e-7	-2.67157e-7	-8.30854e-8	
Node 1754: 105: 700.0 Hz	7.16733e-7	-2.66192e-7	-8.15674e-8	
Node 1754: 106: 709.929 Hz	6.80436e-7	-2.6247e-7	-7.68741e-8	
Node 1754: 107: 722.389 Hz	6.36852e-7	-2.57451e-7	-7.28945e-8	
Node 1754: 108: 725.0 Hz	6.28004e-7	-2.56357e-7	-7.23131e-8	
Node 1754: 109: 736.09 Hz	5.91538e-7	-2.5156e-7	-7.07103e-8	
Node 1754: 110: 743.994 Hz	5.66655e-7	-2.48013e-7	-7.03157e-8	
Node 1754: 111: 750.0 Hz	5.48365e-7	-2.45258e-7	-7.03556e-8	
Node 1754: 112: 754.932 Hz	5.33743e-7	-2.42961e-7	-7.05697e-8	
Node 1754: 113: 762.145 Hz	5.13002e-7	-2.39553e-7	-7.11203e-8	
Node 1754: 114: 774.128 Hz	4.80209e-7	-2.33785e-7	-7.2476e-8	
Node 1754: 115: 775.0 Hz	4.77903e-7	-2.33361e-7	-7.25895e-8	
Node 1754: 116: 785.187 Hz	4.51757e-7	-2.28376e-7	-7.40001e-8	
Node 1754: 117: 800.0 Hz	4.16289e-7	-2.21053e-7	-7.61419e-8	
Node 1754: 118: 814.223 Hz	3.84968e-7	-2.1399e-7	-7.80674e-8	
Node 1754: 119: 825.0 Hz	3.6294e-7	-2.0865e-7	-7.93438e-8	
Node 1754: 120: 826.076 Hz	3.60819e-7	-2.08118e-7	-7.94608e-8	
Node 1754: 121: 850.0 Hz	3.17128e-7	-1.96408e-7	-8.15126e-8	
Node 1754: 122: 872.03 Hz	2.82363e-7	-1.85914e-7	-8.24534e-8	
Node 1754: 123: 875.0 Hz	2.78045e-7	-1.84526e-7	-8.25137e-8	
Node 1754: 124: 894.352 Hz	2.5189e-7	-1.7567e-7	-8.25558e-8	
Node 1754: 125: 900.0 Hz	2.4487e-7	-1.7315e-7	-8.2462e-8	
Node 1754: 126: 917.093 Hz	2.25173e-7	-1.65717e-7	-8.19242e-8	
Node 1754: 127: 925.0 Hz	2.168e-7	-1.6238e-7	-8.15602e-8	
Node 1754: 128: 930.194 Hz	2.11539e-7	-1.60224e-7	-8.1286e-8	
Node 1754: 129: 950.0 Hz	1.9309e-7	-1.52271e-7	-8.002e-8	
Node 1754: 130: 975.0 Hz	1.73064e-7	-1.42846e-7	-7.80295e-8	
Node 1754: 131: 1000.0 Hz	1.56128e-7	-1.34101e-7	-7.57418e-8	
Node 3364: 1: 0.0 Hz	1.98655e-5	1.2072e-6	1.4124e-5	
Node 3364: 2: 14.8424 Hz	2.16405e-5	2.21532e-6	1.57102e-5	
Node 3364: 3: 16.6339 Hz	2.21273e-5	2.53282e-6	1.61478e-5	
Node 3364: 4: 18.1274 Hz	2.25871e-5	2.84964e-6	1.65587e-5	
Node 3364: 5: 25.0 Hz	2.54144e-5	5.12398e-6	1.88713e-5	
Node 3364: 6: 25.7088 Hz	2.57781e-5	5.44697e-6	1.91176e-5	
Node 3364: 7: 35.5784 Hz	3.14311e-5	9.90862e-6	1.94778e-5	
Node 3364: 8: 37.2406 Hz	3.19841e-5	1.00991e-5	1.87182e-5	
Node 3364: 9: 39.8727 Hz	3.20884e-5	9.86827e-6	1.72308e-5	
Node 3364: 10: 42.1489 Hz	3.12924e-5	9.24601e-6	1.57996e-5	
Node 3364: 11: 43.4527 Hz	3.04853e-5	8.77403e-6	1.49544e-5	
Node 3364: 12: 47.2364 Hz	2.71373e-5	7.22956e-6	1.25181e-5	
Node 3364: 13: 50.0 Hz	2.42911e-5	6.15655e-6	1.08594e-5	
Node 3364: 14: 51.4775 Hz	2.27895e-5	5.64464e-6	1.00422e-5	
Node 3364: 15: 61.6258 Hz	1.46863e-5	3.29062e-6	5.88882e-6	
Node 3364: 16: 62.6836 Hz	1.40681e-5	3.12813e-6	5.58236e-6	
Node 3364: 17: 73.0068 Hz	9.51052e-6	1.95694e-6	3.39238e-6	
Node 3364: 18: 75.0 Hz	8.86342e-6	1.79607e-6	3.09444e-6	
Node 3364: 19: 87.2501 Hz	5.93601e-6	1.10466e-6	1.82304e-6	
Node 3364: 20: 89.2682 Hz	5.58485e-6	1.02634e-6	1.6873e-6	
Node 3364: 21: 100.0 Hz	4.12968e-6	7.1066e-7	1.23791e-6	
Node 3364: 22: 105.754 Hz	3.56264e-6	5.91201e-7	1.15311e-6	
Node 3364: 23: 107.58 Hz	3.40566e-6	5.58555e-7	1.14346e-6	
Node 3364: 24: 125.0 Hz	2.29467e-6	3.35484e-7	1.28412e-6	
Node 3364: 25: 126.323 Hz	2.23152e-6	3.23291e-7	1.30361e-6	
Node 3364: 26: 132.804 Hz	1.95204e-6	2.69665e-7	1.4043e-6	
Node 3364: 27: 150.0 Hz	1.37931e-6	1.55654e-7	-1.67483e-6	
Node 3364: 28: 150.257 Hz	1.372e-6	1.54098e-7	-1.67868e-6	
Node 3364: 29: 151.844 Hz	1.3274e-6	1.44532e-7	-1.70228e-6	
Node 3364: 30: 154.968 Hz	1.24223e-6	1.25936e-7	-1.74767e-6	
Node 3364: 31: 164.868 Hz	9.90039e-7	7.04163e-8	-1.88019e-6	
Node 3364: 32: 172.472 Hz	8.10185e-7	4.37383e-8	-1.96656e-6	
Node 3364: 33: 175.0 Hz	7.5277e-7	4.44126e-8	-1.99151e-6	
Node 3364: 34: 178.006 Hz	6.86237e-7	5.25062e-8	-2.01835e-6	
Node 3364: 35: 182.173 Hz	5.97763e-7	7.16873e-8	-2.05003e-6	
Node 3364: 36: 183.196 Hz	5.76844e-7	7.71681e-8	-2.05676e-6	
Node 3364: 37: 191.569 Hz	4.24075e-7	1.2655e-7	-2.09503e-6	
Node 3364: 38: 200.0 Hz	3.31243e-7	1.78841e-7	-2.1018e-6	
Node 3364: 39: 209.144 Hz	3.4827e-7	2.34989e-7	-2.07421e-6	
Node 3364: 40: 217.491 Hz	4.4721e-7	2.84573e-7	-2.02209e-6	
Node 3364: 41: 224.746 Hz	5.56804e-7	3.26041e-7	-1.9611e-6	
Node 3364: 42: 225.0 Hz	5.60768e-7	3.27466e-7	-1.95876e-6	
Node 3364: 43: 232.775 Hz	6.81468e-7	3.70071e-7	-1.88216e-6	
Node 3364: 44: 247.769 Hz	8.96068e-7	4.46835e-7	-1.71879e-6	
Node 3364: 45: 249.996 Hz	9.24946e-7	4.57594e-7	-1.69384e-6	
Node 3364: 46: 250.0 Hz	9.24993e-7	4.57611e-7	-1.6938e-6	
Node 3364: 47: 254.384 Hz	9.79315e-7	4.78262e-7	-1.64466e-6	
Node 3364: 48: 257.877 Hz	1.02015e-6	4.94198e-7	-1.60564e-6	
Node 3364: 49: 261.992 Hz	1.06542e-6	5.12352e-7	-1.56003e-6	
Node 3364: 50: 268.384 Hz	1.12955e-6	-5.39171e-7	-1.49032e-6	
Node 3364: 51: 275.0 Hz	1.18783e-6	-5.65084e-7	-1.42017e-6	
Node 3364: 52: 286.723 Hz	1.27031e-6	-6.06173e-7	-1.30246e-6	
Node 3364: 53: 290.897 Hz	1.29314e-6	-6.19273e-7	-1.26296e-6	
Node 3364: 54: 300.0 Hz	1.33094e-6	-6.4498e-7	-1.18168e-6	
