	DX	DY	DZ	
Node 60: 27: 225.0 Hz	1.92113e-6	6.71042e-6	-2.00217e-6	
Node 60: 28: 250.0 Hz	1.40339e-6	6.37218e-6	-1.24834e-6	
Node 60: 29: 253.857 Hz	1.34564e-6	6.32672e-6	-1.16571e-6	
Node 60: 30: 256.009 Hz	1.31569e-6	6.3021e-6	-1.12283e-6	
Node 60: 31: 271.668 Hz	1.14297e-6	6.14002e-6	-8.70004e-7	
Node 60: 32: 275.0 Hz	1.11572e-6	6.10958e-6	-8.27642e-7	
Node 60: 33: 278.879 Hz	1.08785e-6	6.076e-6	-7.8257e-7	
Node 60: 34: 291.043 Hz	1.02527e-6	5.98353e-6	-6.67028e-7	
Node 60: 35: 300.0 Hz	1.00057e-6	5.92741e-6	-6.0342e-7	
Node 60: 36: 302.006 Hz	9.97236e-7	5.91613e-6	-5.91394e-7	
Node 60: 37: 309.966 Hz	9.91022e-7	5.87569e-6	-5.51143e-7	
Node 60: 38: 314.893 Hz	9.92266e-7	5.85378e-6	-5.31989e-7	
Node 60: 39: 325.0 Hz	1.00508e-6	5.81502e-6	-5.05833e-7	
Node 60: 40: 332.746 Hz	1.02264e-6	5.78965e-6	-4.97162e-7	
Node 60: 41: 350.0 Hz	1.07912e-6	5.73994e-6	-5.09063e-7	
Node 60: 42: 352.215 Hz	1.08766e-6	5.73372e-6	-5.13243e-7	
Node 60: 43: 367.211 Hz	1.1503e-6	5.68896e-6	-5.53135e-7	
Node 60: 44: 375.0 Hz	1.18499e-6	5.66238e-6	-5.79682e-7	
Node 60: 45: 400.0 Hz	1.29774e-6	-5.55246e-6	-6.75933e-7	
Node 60: 46: 417.262 Hz	1.37073e-6	-5.45165e-6	-7.41788e-7	
Node 60: 47: 425.0 Hz	1.40087e-6	-5.40029e-6	-7.69199e-7	
Node 60: 48: 441.484 Hz	1.45814e-6	-5.28087e-6	-8.20974e-7	
Node 60: 49: 450.0 Hz	1.48353e-6	-5.21536e-6	-8.43471e-7	
Node 60: 50: 475.0 Hz	1.53997e-6	-5.01781e-6	-8.8992e-7	
Node 60: 51: 490.708 Hz	1.56161e-6	-4.8964e-6	-9.03254e-7	
Node 60: 52: 500.0 Hz	1.56971e-6	-4.8275e-6	-9.05479e-7	
Node 60: 53: 508.204 Hz	1.57418e-6	-4.76899e-6	-9.04144e-7	
Node 60: 54: 522.299 Hz	1.57653e-6	-4.67421e-6	-8.95262e-7	
Node 60: 55: 523.017 Hz	1.57649e-6	-4.66958e-6	-8.94605e-7	
Node 60: 56: 525.0 Hz	1.57628e-6	-4.65691e-6	-8.92695e-7	
Node 60: 57: 550.0 Hz	1.56445e-6	-4.50974e-6	-8.58202e-7	
Node 60: 58: 575.0 Hz	1.53763e-6	-4.38339e-6	-8.10037e-7	
Node 60: 59: 581.332 Hz	1.52865e-6	-4.35408e-6	-7.96564e-7	
Node 60: 60: 600.0 Hz	1.49715e-6	-4.27257e-6	-7.55383e-7	
Node 60: 61: 602.059 Hz	1.49322e-6	-4.26397e-6	-7.50772e-7	
Node 60: 62: 613.672 Hz	1.46936e-6	-4.21655e-6	-7.24732e-7	
Node 60: 63: 618.756 Hz	1.45801e-6	-4.19632e-6	-7.1338e-7	
Node 60: 64: 625.0 Hz	1.44335e-6	-4.17181e-6	-6.99532e-7	
Node 60: 65: 650.0 Hz	1.37692e-6	-4.07594e-6	-6.45803e-7	
Node 60: 66: 651.206 Hz	1.37342e-6	-4.07136e-6	-6.433e-7	
Node 60: 67: 668.491 Hz	1.32068e-6	-4.00514e-6	-6.08475e-7	
Node 60: 68: 675.0 Hz	1.29967e-6	-3.97978e-6	-5.95896e-7	
Node 60: 69: 697.65 Hz	1.22273e-6	-3.88798e-6	-5.54459e-7	
Node 60: 70: 700.0 Hz	1.21448e-6	-3.87805e-6	-5.50365e-7	
Node 60: 71: 723.929 Hz	1.12865e-6	-3.77122e-6	-5.10792e-7	
Node 60: 72: 725.0 Hz	1.12476e-6	-3.76617e-6	-5.09108e-7	
Node 60: 73: 727.004 Hz	1.11748e-6	-3.75666e-6	-5.05975e-7	
Node 60: 74: 750.0 Hz	1.03398e-6	-3.64122e-6	-4.71761e-7	
Node 60: 75: 754.821 Hz	1.01662e-6	-3.61552e-6	-4.64976e-7	
Node 60: 76: 771.47 Hz	9.57514e-7	-3.52285e-6	-4.42515e-7	
Node 60: 77: 775.0 Hz	9.45201e-7	-3.50245e-6	-4.37941e-7	
Node 60: 78: 791.948 Hz	8.87438e-7	-3.40115e-6	-4.1685e-7	
Node 60: 79: 797.615 Hz	8.68686e-7	-3.36614e-6	-4.10109e-7	
Node 60: 80: 800.0 Hz	8.6089e-7	-3.35126e-6	-4.07318e-7	
Node 60: 81: 825.0 Hz	7.82778e-7	-3.19066e-6	-3.79608e-7	
Node 60: 82: 826.491 Hz	7.7834e-7	-3.18086e-6	-3.78041e-7	
Node 60: 83: 850.0 Hz	7.11874e-7	-3.0245e-6	-3.5454e-7	
Node 60: 84: 857.624 Hz	6.91757e-7	-2.97334e-6	-3.4738e-7	
Node 60: 85: 875.0 Hz	6.48539e-7	-2.85678e-6	-3.31847e-7	
Node 60: 86: 894.221 Hz	6.04909e-7	-2.72907e-6	-3.15852e-7	
Node 60: 87: 900.0 Hz	5.92618e-7	-2.69112e-6	-3.1127e-7	
Node 60: 88: 925.0 Hz	5.43607e-7	-2.53039e-6	-2.9257e-7	
Node 60: 89: 944.918 Hz	5.09039e-7	-2.40731e-6	-2.78868e-7	
Node 60: 90: 950.0 Hz	5.00803e-7	-2.37671e-6	-2.75529e-7	
Node 60: 91: 975.0 Hz	4.63429e-7	-2.2314e-6	-2.59957e-7	
Node 60: 92: 1000.0 Hz	4.30722e-7	-2.09518e-6	-2.45689e-7	
Node 2422: 1: 0.0 Hz	3.53178e-5	5.52426e-5	9.15476e-6	
Node 2422: 2: 25.0 Hz	3.84341e-5	6.20853e-5	9.30951e-6	
Node 2422: 3: 28.3646 Hz	3.93907e-5	6.42316e-5	9.35687e-6	
Node 2422: 4: 50.0 Hz	4.82695e-5	8.62132e-5	1.01604e-5	
Node 2422: 5: 50.1598 Hz	4.8332e-5	8.63999e-5	1.0174e-5	
Node 2422: 6: 67.9919 Hz	4.5273e-5	9.04322e-5	1.31386e-5	
Node 2422: 7: 69.454 Hz	4.39071e-5	8.85596e-5	1.34466e-5	
Node 2422: 8: 75.0 Hz	3.79911e-5	7.94081e-5	1.45268e-5	
Node 2422: 9: 80.5485 Hz	3.20157e-5	6.90154e-5	1.54264e-5	
Node 2422: 10: 89.394 Hz	2.43776e-5	5.39489e-5	1.6524e-5	
Node 2422: 11: 100.0 Hz	1.87412e-5	4.01432e-5	1.7299e-5	
Node 2422: 12: 120.237 Hz	1.35353e-5	2.31511e-5	1.61345e-5	
Node 2422: 13: 125.0 Hz	1.25865e-5	-2.0439e-5	-1.53321e-5	
Node 2422: 14: 129.311 Hz	1.17416e-5	-1.83405e-5	-1.45083e-5	
Node 2422: 15: 142.442 Hz	9.33679e-6	-1.36877e-5	-1.1866e-5	
Node 2422: 16: 146.936 Hz	8.61352e-6	-1.25664e-5	-1.102e-5	
Node 2422: 17: 150.0 Hz	8.1574e-6	-1.19058e-5	-1.04752e-5	
Node 2422: 18: 166.486 Hz	6.23826e-6	-9.40873e-6	-8.01578e-6	
Node 2422: 19: 175.0 Hz	5.56815e-6	-8.61279e-6	-7.01773e-6	
Node 2422: 20: 184.177 Hz	5.03275e-6	-8.0064e-6	-6.10211e-6	
Node 2422: 21: 197.232 Hz	4.49124e-6	-7.45136e-6	-5.02891e-6	
Node 2422: 22: 200.0 Hz	4.39676e-6	7.36481e-6	4.83093e-6	
Node 2422: 23: 204.712 Hz	4.24551e-6	7.23359e-6	4.51501e-6	
Node 2422: 24: 212.011 Hz	4.02722e-6	7.05729e-6	4.07417e-6	
Node 2422: 25: 214.284 Hz	3.96197e-6	7.00645e-6	3.94805e-6	
Node 2422: 26: 217.891 Hz	3.86051e-6	6.92788e-6	3.75803e-6	
Node 2422: 27: 225.0 Hz	3.66783e-6	6.77608e-6	3.41728e-6	
Node 2422: 28: 250.0 Hz	3.11098e-6	6.22715e-6	2.50758e-6	
Node 2422: 29: 253.857 Hz	3.04947e-6	6.14125e-6	2.39886e-6	
Node 2422: 30: 256.009 Hz	3.01854e-6	6.0936e-6	2.34115e-6	
Node 2422: 31: 271.668 Hz	2.8678e-6	5.75913e-6	1.97644e-6	
Node 2422: 32: 275.0 Hz	2.85202e-6	5.69184e-6	1.90969e-6	
Node 2422: 33: 278.879 Hz	2.84029e-6	5.61565e-6	1.83614e-6	
Node 2422: 34: 291.043 Hz	2.84469e-6	5.39249e-6	1.63118e-6	
Node 2422: 35: 300.0 Hz	2.88102e-6	5.24385e-6	1.50198e-6	
Node 2422: 36: 302.006 Hz	2.89226e-6	5.21233e-6	1.47529e-6	
Node 2422: 37: 309.966 Hz	2.94604e-6	5.09326e-6	1.37695e-6	
Node 2422: 38: 314.893 Hz	2.9855e-6	5.02403e-6	1.32184e-6	
Node 2422: 39: 325.0 Hz	3.07744e-6	4.8912e-6	1.22188e-6	
Node 2422: 40: 332.746 Hz	3.15506e-6	4.79623e-6	1.15681e-6	
Node 2422: 41: 350.0 Hz	3.33958e-6	4.59815e-6	1.0471e-6	
Node 2422: 42: 352.215 Hz	3.36378e-6	4.57347e-6	1.03649e-6	
Node 2422: 43: 367.211 Hz	3.52682e-6	4.40687e-6	9.84654e-7	
Node 2422: 44: 375.0 Hz	3.60948e-6	4.31901e-6	9.70736e-7	
Node 2422: 45: 400.0 Hz	3.8552e-6	-4.02132e-6	-9.75553e-7	
Node 2422: 46: 417.262 Hz	4.00073e-6	-3.79886e-6	-1.00989e-6	
Node 2422: 47: 425.0 Hz	4.05839e-6	-3.69515e-6	-1.02985e-6	
Node 2422: 48: 441.484 Hz	4.16468e-6	-3.46874e-6	-1.07606e-6	
Node 2422: 49: 450.0 Hz	4.21072e-6	-3.35041e-6	-1.09977e-6	
Node 2422: 50: 475.0 Hz	4.3126e-6	-3.00779e-6	-1.15875e-6	
Node 2422: 51: 490.708 Hz	4.35366e-6	-2.80328e-6	-1.18277e-6	
Node 2422: 52: 500.0 Hz	4.37075e-6	-2.68839e-6	-1.19129e-6	
Node 2422: 53: 508.204 Hz	4.38188e-6	-2.59137e-6	-1.1952e-6	
Node 2422: 54: 522.299 Hz	4.39325e-6	-2.43523e-6	-1.19428e-6	
Node 2422: 55: 523.017 Hz	4.39358e-6	-2.42764e-6	-1.19398e-6	
Node 2422: 56: 525.0 Hz	4.3944e-6	-2.4069e-6	-1.19305e-6	
Node 2422: 57: 550.0 Hz	4.39112e-6	-2.16939e-6	-1.1678e-6	
Node 2422: 58: 575.0 Hz	4.3649e-6	-1.97494e-6	-1.12279e-6	
Node 2422: 59: 581.332 Hz	4.35481e-6	-1.93198e-6	-1.10914e-6	
Node 2422: 60: 600.0 Hz	4.31717e-6	-1.81864e-6	-1.06521e-6	
Node 2422: 61: 602.059 Hz	4.31231e-6	-1.80728e-6	-1.06009e-6	
Node 2422: 62: 613.672 Hz	4.28236e-6	-1.74707e-6	-1.03048e-6	
Node 2422: 63: 618.756 Hz	4.26792e-6	-1.72267e-6	-1.01718e-6	
Node 2422: 64: 625.0 Hz	4.24913e-6	-1.69424e-6	-1.00064e-6	
Node 2422: 65: 650.0 Hz	4.16289e-6	-1.59535e-6	-9.32961e-7	
Node 2422: 66: 651.206 Hz	4.15831e-6	-1.59112e-6	-9.29666e-7	
Node 2422: 67: 668.491 Hz	4.08894e-6	-1.5349e-6	-8.8244e-7	
Node 2422: 68: 675.0 Hz	4.06107e-6	-1.51564e-6	-8.64724e-7	
Node 2422: 69: 697.65 Hz	3.95725e-6	-1.45481e-6	-8.03802e-7	
Node 2422: 70: 700.0 Hz	3.9459e-6	-1.44893e-6	-7.97567e-7	
Node 2422: 71: 723.929 Hz	3.82456e-6	-1.39204e-6	-7.35296e-7	
Node 2422: 72: 725.0 Hz	3.81889e-6	-1.38958e-6	-7.32567e-7	
Node 2422: 73: 727.004 Hz	3.80823e-6	-1.38499e-6	-7.27473e-7	
Node 2422: 74: 750.0 Hz	3.68118e-6	-1.33296e-6	-6.70523e-7	
Node 2422: 75: 754.821 Hz	3.65349e-6	-1.32206e-6	-6.58958e-7	
Node 2422: 76: 771.47 Hz	3.55536e-6	-1.28405e-6	-6.20124e-7	
Node 2422: 77: 775.0 Hz	3.53409e-6	-1.27589e-6	-6.12122e-7	
Node 2422: 78: 791.948 Hz	3.43e-6	-1.23606e-6	-5.74912e-7	
Node 2422: 79: 797.615 Hz	3.39455e-6	-1.22248e-6	-5.62931e-7	
Node 2422: 80: 800.0 Hz	3.37956e-6	-1.21673e-6	-5.57962e-7	
Node 2422: 81: 825.0 Hz	3.22007e-6	-1.15518e-6	-5.08494e-7	
Node 2422: 82: 826.491 Hz	3.21046e-6	-1.15145e-6	-5.05698e-7	
Node 2422: 83: 850.0 Hz	3.05849e-6	-1.09189e-6	-4.6395e-7	
Node 2422: 84: 857.624 Hz	3.00924e-6	-1.07241e-6	-4.5135e-7	
Node 2422: 85: 875.0 Hz	2.89766e-6	-1.028e-6	-4.24315e-7	
Node 2422: 86: 894.221 Hz	2.77614e-6	-9.79272e-7	-3.97043e-7	
Node 2422: 87: 900.0 Hz	2.74013e-6	-9.64779e-7	-3.8936e-7	
Node 2422: 88: 925.0 Hz	2.58792e-6	-9.03356e-7	-3.58697e-7	
Node 2422: 89: 944.918 Hz	2.47146e-6	-8.56301e-7	-3.37027e-7	
Node 2422: 90: 950.0 Hz	2.44251e-6	-8.44607e-7	-3.31857e-7	
Node 2422: 91: 975.0 Hz	2.30482e-6	-7.89117e-7	-3.08345e-7	
Node 2422: 92: 1000.0 Hz	2.17535e-6	-7.37207e-7	-2.87687e-7	
Node 3478: 1: 0.0 Hz	1.18621e-5	3.1322e-5	-8.36868e-6	
Node 3478: 2: 25.0 Hz	1.29931e-5	3.55214e-5	-8.80897e-6	
Node 3478: 3: 28.3646 Hz	1.33417e-5	3.6844e-5	-8.94017e-6	
Node 3478: 4: 50.0 Hz	1.6656e-5	5.06401e-5	-1.00853e-5	
Node 3478: 5: 50.1598 Hz	1.66806e-5	5.07609e-5	-1.0093e-5	
Node 3478: 6: 67.9919 Hz	1.60268e-5	5.46424e-5	-9.97606e-6	
Node 3478: 7: 69.454 Hz	1.55835e-5	5.365e-5	-9.89302e-6	
Node 3478: 8: 75.0 Hz	1.3628e-5	4.85999e-5	-9.62746e-6	
Node 3478: 9: 80.5485 Hz	1.16235e-5	4.26962e-5	-9.53606e-6	
Node 3478: 10: 89.394 Hz	9.04794e-6	3.39872e-5	-9.75269e-6	
Node 3478: 11: 100.0 Hz	7.16673e-6	2.58851e-5	-1.02041e-5	
Node 3478: 12: 120.237 Hz	5.48505e-6	1.568e-5	-9.87788e-6	
Node 3478: 13: 125.0 Hz	5.16975e-6	-1.40185e-5	-9.4719e-6	
Node 3478: 14: 129.311 Hz	4.88143e-6	-1.27269e-5	-9.03259e-6	
Node 3478: 15: 142.442 Hz	4.01843e-6	-9.84885e-6	-7.53804e-6	
Node 3478: 16: 146.936 Hz	3.74458e-6	-9.15325e-6	-7.03912e-6	
Node 3478: 17: 150.0 Hz	3.56741e-6	-8.74338e-6	-6.713e-6	
Node 3478: 18: 166.486 Hz	2.7608e-6	-7.20053e-6	-5.18409e-6	
Node 3478: 19: 175.0 Hz	2.43596e-6	-6.72071e-6	-4.52758e-6	
Node 3478: 20: 184.177 Hz	2.14428e-6	-6.37225e-6	-3.8981e-6	
Node 3478: 21: 197.232 Hz	1.81266e-6	-6.09039e-6	-3.11853e-6	
Node 3478: 22: 200.0 Hz	1.75249e-6	6.05285e-6	-2.9694e-6	
Node 3478: 23: 204.712 Hz	1.65674e-6	6.00065e-6	-2.72823e-6	
Node 3478: 24: 212.011 Hz	1.5228e-6	5.93949e-6	-2.38627e-6	
Node 3478: 25: 214.284 Hz	1.4842e-6	5.92338e-6	-2.28763e-6	
Node 3478: 26: 217.891 Hz	1.4256e-6	5.89926e-6	-2.13873e-6	
Node 3478: 27: 225.0 Hz	1.31869e-6	5.85332e-6	-1.87229e-6	
Node 3478: 28: 250.0 Hz	1.01555e-6	5.6653e-6	-1.19313e-6	
Node 3478: 29: 253.857 Hz	9.77527e-7	5.6325e-6	-1.11842e-6	
Node 3478: 30: 256.009 Hz	9.57251e-7	5.61404e-6	-1.07958e-6	
Node 3478: 31: 271.668 Hz	8.29225e-7	5.48117e-6	-8.49044e-7	
Node 3478: 32: 275.0 Hz	8.06236e-7	5.45417e-6	-8.09955e-7	
Node 3478: 33: 278.879 Hz	7.8128e-7	5.42365e-6	-7.68106e-7	
Node 3478: 34: 291.043 Hz	7.15042e-7	5.3356e-6	-6.58793e-7	
Node 3478: 35: 300.0 Hz	6.77231e-7	5.27901e-6	-5.96186e-7	
Node 3478: 36: 302.006 Hz	6.69958e-7	5.26731e-6	-5.83976e-7	
Node 3478: 37: 309.966 Hz	6.45161e-7	5.22426e-6	-5.41547e-7	
Node 3478: 38: 314.893 Hz	6.32906e-7	5.20014e-6	-5.19904e-7	
Node 3478: 39: 325.0 Hz	6.14557e-7	5.15589e-6	-4.86105e-7	
Node 3478: 40: 332.746 Hz	6.06114e-7	5.12573e-6	-4.69613e-7	
Node 3478: 41: 350.0 Hz	6.02116e-7	5.0649e-6	-4.60637e-7	
Node 3478: 42: 352.215 Hz	6.02875e-7	5.05729e-6	-4.62032e-7	
Node 3478: 43: 367.211 Hz	6.141e-7	5.00391e-6	-4.83943e-7	
Node 3478: 44: 375.0 Hz	6.23403e-7	4.97357e-6	-5.02216e-7	
Node 3478: 45: 400.0 Hz	6.63556e-7	-4.85595e-6	5.78342e-7	
Node 3478: 46: 417.262 Hz	6.95853e-7	-4.75372e-6	6.3582e-7	
Node 3478: 47: 425.0 Hz	7.10512e-7	-4.70257e-6	6.60758e-7	
Node 3478: 48: 441.484 Hz	7.40718e-7	-4.58479e-6	7.09529e-7	
Node 3478: 49: 450.0 Hz	7.55312e-7	-4.52052e-6	7.31521e-7	
Node 3478: 50: 475.0 Hz	7.92219e-7	-4.32726e-6	7.79668e-7	
Node 3478: 51: 490.708 Hz	8.10088e-7	-4.20897e-6	7.95851e-7	
Node 3478: 52: 500.0 Hz	8.18624e-7	-4.1423e-6	8.00197e-7	
Node 3478: 53: 508.204 Hz	8.2492e-7	-4.08615e-6	8.0093e-7	
Node 3478: 54: 522.299 Hz	8.33103e-7	-3.99669e-6	7.95894e-7	
Node 3478: 55: 523.017 Hz	8.33433e-7	-3.99239e-6	7.95439e-7	
Node 3478: 56: 525.0 Hz	8.34301e-7	-3.98064e-6	7.94092e-7	
Node 3478: 57: 550.0 Hz	8.39982e-7	-3.84958e-6	7.66851e-7	
Node 3478: 58: 575.0 Hz	8.36077e-7	-3.74885e-6	7.25787e-7	
Node 3478: 59: 581.332 Hz	8.33549e-7	-3.72756e-6	7.14036e-7	
Node 3478: 60: 600.0 Hz	8.22371e-7	-3.67286e-6	6.77692e-7	
Node 3478: 61: 602.059 Hz	8.20793e-7	-3.66746e-6	6.7359e-7	
Node 3478: 62: 613.672 Hz	8.10607e-7	-3.63885e-6	6.50328e-7	
Node 3478: 63: 618.756 Hz	8.05462e-7	-3.62716e-6	6.40138e-7	
Node 3478: 64: 625.0 Hz	7.98578e-7	-3.61333e-6	6.27671e-7	
Node 3478: 65: 650.0 Hz	7.65037e-7	-3.56109e-6	5.78948e-7	
Node 3478: 66: 651.206 Hz	7.6319e-7	-3.5586e-6	5.76664e-7	
Node 3478: 67: 668.491 Hz	7.34657e-7	-3.52189e-6	5.44759e-7	
Node 3478: 68: 675.0 Hz	7.22994e-7	-3.50727e-6	5.33169e-7	
Node 3478: 69: 697.65 Hz	6.79229e-7	-3.45075e-6	4.94705e-7	
Node 3478: 70: 700.0 Hz	6.74453e-7	-3.44427e-6	4.9088e-7	
Node 3478: 71: 723.929 Hz	6.24106e-7	-3.37034e-6	4.53623e-7	
Node 3478: 72: 725.0 Hz	6.21799e-7	-3.36667e-6	4.52026e-7	
Node 3478: 73: 727.004 Hz	6.17472e-7	-3.35972e-6	4.49052e-7	
Node 3478: 74: 750.0 Hz	5.67431e-7	-3.2717e-6	4.16362e-7	
Node 3478: 75: 754.821 Hz	5.56936e-7	-3.25133e-6	4.09832e-7	
Node 3478: 76: 771.47 Hz	5.21016e-7	-3.17611e-6	3.88118e-7	
Node 3478: 77: 775.0 Hz	5.13498e-7	-3.15923e-6	3.83679e-7	
Node 3478: 78: 791.948 Hz	4.78093e-7	-3.07405e-6	3.63156e-7	
Node 3478: 79: 797.615 Hz	4.66556e-7	-3.04416e-6	3.56581e-7	
Node 3478: 80: 800.0 Hz	4.61753e-7	-3.0314e-6	3.53858e-7	
Node 3478: 81: 825.0 Hz	4.13485e-7	-2.89178e-6	3.26821e-7	
Node 3478: 82: 826.491 Hz	4.10735e-7	-2.88318e-6	3.25294e-7	
Node 3478: 83: 850.0 Hz	3.69512e-7	-2.7447e-6	3.02465e-7	
Node 3478: 84: 857.624 Hz	3.57028e-7	-2.69903e-6	2.9555e-7	
Node 3478: 85: 875.0 Hz	3.30228e-7	-2.59446e-6	2.80638e-7	
Node 3478: 86: 894.221 Hz	3.0325e-7	-2.47923e-6	2.65447e-7	
Node 3478: 87: 900.0 Hz	2.95674e-7	-2.44488e-6	2.61132e-7	
Node 3478: 88: 925.0 Hz	2.65634e-7	-2.29899e-6	2.4371e-7	
Node 3478: 89: 944.918 Hz	2.44681e-7	-2.1869e-6	2.31158e-7	
Node 3478: 90: 950.0 Hz	2.39727e-7	-2.15901e-6	2.28128e-7	
Node 3478: 91: 975.0 Hz	2.1749e-7	-2.02636e-6	2.1415e-7	
Node 3478: 92: 1000.0 Hz	1.98436e-7	-1.90183e-6	2.01566e-7	
Node 4148: 1: 0.0 Hz	4.50518e-5	4.02885e-5	2.68602e-6	
Node 4148: 2: 25.0 Hz	4.96753e-5	4.51039e-5	4.06046e-6	
Node 4148: 3: 28.3646 Hz	5.11088e-5	4.66113e-5	4.51227e-6	
Node 4148: 4: 50.0 Hz	6.50439e-5	6.19092e-5	1.01689e-5	
Node 4148: 5: 50.1598 Hz	6.51517e-5	6.20372e-5	1.02316e-5	
Node 4148: 6: 67.9919 Hz	6.3804e-5	6.40903e-5	1.66706e-5	
Node 4148: 7: 69.454 Hz	6.20973e-5	6.26849e-5	1.69191e-5	
Node 4148: 8: 75.0 Hz	5.43572e-5	5.59277e-5	1.73486e-5	
Node 4148: 9: 80.5485 Hz	4.61082e-5	4.83461e-5	1.71975e-5	
Node 4148: 10: 89.394 Hz	3.47662e-5	3.74323e-5	1.64507e-5	
Node 4148: 11: 100.0 Hz	2.51226e-5	2.74852e-5	1.5291e-5	
Node 4148: 12: 120.237 Hz	1.47435e-5	1.53458e-5	1.20521e-5	
Node 4148: 13: 125.0 Hz	1.3171e-5	-1.34328e-5	-1.11052e-5	
Node 4148: 14: 129.311 Hz	1.19221e-5	-1.19632e-5	-1.02428e-5	
Node 4148: 15: 142.442 Hz	8.90498e-6	-8.76953e-6	-7.83945e-6	
Node 4148: 16: 146.936 Hz	8.09853e-6	-8.02544e-6	-7.14422e-6	
Node 4148: 17: 150.0 Hz	7.6077e-6	-7.59519e-6	-6.7118e-6	
Node 4148: 18: 166.486 Hz	5.73389e-6	-6.05069e-6	-4.90992e-6	
Node 4148: 19: 175.0 Hz	5.21826e-6	-5.59663e-6	-4.25928e-6	
Node 4148: 20: 184.177 Hz	4.91153e-6	-5.26706e-6	-3.71041e-6	
Node 4148: 21: 197.232 Hz	4.70434e-6	-4.97459e-6	-3.12335e-6	
Node 4148: 22: 200.0 Hz	4.67136e-6	4.92809e-6	3.02023e-6	
Node 4148: 23: 204.712 Hz	4.61285e-6	4.85525e-6	2.8576e-6	
Node 4148: 24: 212.011 Hz	4.50501e-6	4.74961e-6	2.63199e-6	
Node 4148: 25: 214.284 Hz	4.46557e-6	4.71688e-6	2.5671e-6	
Node 4148: 26: 217.891 Hz	4.39676e-6	4.66405e-6	2.46855e-6	
Node 4148: 27: 225.0 Hz	4.23975e-6	4.5546e-6	2.2881e-6	
Node 4148: 28: 250.0 Hz	3.56237e-6	4.10978e-6	1.76731e-6	
Node 4148: 29: 253.857 Hz	3.45712e-6	4.03692e-6	1.70067e-6	
Node 4148: 30: 256.009 Hz	3.39977e-6	3.99633e-6	1.66497e-6	
Node 4148: 31: 271.668 Hz	3.02646e-6	3.70881e-6	1.43568e-6	
Node 4148: 32: 275.0 Hz	2.95921e-6	3.6505e-6	1.39343e-6	
Node 4148: 33: 278.879 Hz	2.88699e-6	3.58427e-6	1.34695e-6	
Node 4148: 34: 291.043 Hz	2.70406e-6	3.38891e-6	1.21887e-6	
Node 4148: 35: 300.0 Hz	2.61105e-6	3.25725e-6	1.14038e-6	
Node 4148: 36: 302.006 Hz	2.59482e-6	3.22913e-6	1.12451e-6	
Node 4148: 37: 309.966 Hz	2.5459e-6	3.12204e-6	1.06737e-6	
Node 4148: 38: 314.893 Hz	2.52712e-6	3.05908e-6	1.03652e-6	
Node 4148: 39: 325.0 Hz	2.51251e-6	2.93656e-6	9.83546e-7	
Node 4148: 40: 332.746 Hz	2.51968e-6	2.84739e-6	9.51944e-7	
Node 4148: 41: 350.0 Hz	2.57713e-6	2.65721e-6	9.07785e-7	
