	DX	DY	DZ	
Node 60: 53: 508.204 Hz	-8.09009e-7	1.90468e-6	-3.88007e-7	
Node 60: 54: 522.299 Hz	-8.1653e-7	1.77462e-6	-3.79857e-7	
Node 60: 55: 523.017 Hz	-8.16773e-7	1.76835e-6	-3.79494e-7	
Node 60: 56: 525.0 Hz	-8.1737e-7	1.75122e-6	-3.78516e-7	
Node 60: 57: 550.0 Hz	-8.15755e-7	1.55813e-6	-3.68979e-7	
Node 60: 58: 575.0 Hz	-7.97483e-7	1.40563e-6	-3.63535e-7	
Node 60: 59: 581.332 Hz	-7.90349e-7	1.37288e-6	-3.62622e-7	
Node 60: 60: 600.0 Hz	-7.63898e-7	1.28856e-6	-3.60644e-7	
Node 60: 61: 602.059 Hz	-7.60516e-7	1.28029e-6	-3.60472e-7	
Node 60: 62: 613.672 Hz	-7.39847e-7	1.23704e-6	-3.59586e-7	
Node 60: 63: 618.756 Hz	-7.30001e-7	1.21981e-6	-3.59216e-7	
Node 60: 64: 625.0 Hz	-7.17298e-7	1.19992e-6	-3.5875e-7	
Node 60: 65: 650.0 Hz	-6.60699e-7	-1.13208e-6	-3.56293e-7	
Node 60: 66: 651.206 Hz	-6.57775e-7	-1.1292e-6	-3.56136e-7	
Node 60: 67: 668.491 Hz	-6.14432e-7	-1.09099e-6	-3.53288e-7	
Node 60: 68: 675.0 Hz	-5.97567e-7	-1.07781e-6	-3.5189e-7	
Node 60: 69: 697.65 Hz	-5.37693e-7	-1.03525e-6	-3.45392e-7	
Node 60: 70: 700.0 Hz	-5.3144e-7	-1.03104e-6	-3.44563e-7	
Node 60: 71: 723.929 Hz	4.68314e-7	-9.89127e-7	3.34431e-7	
Node 60: 72: 725.0 Hz	4.65533e-7	-9.87269e-7	3.33907e-7	
Node 60: 73: 727.004 Hz	4.60341e-7	-9.8379e-7	3.3291e-7	
Node 60: 74: 750.0 Hz	4.02454e-7	-9.43547e-7	3.20091e-7	
Node 60: 75: 754.821 Hz	3.90785e-7	-9.34972e-7	3.17109e-7	
Node 60: 76: 771.47 Hz	3.5198e-7	-9.04839e-7	3.06158e-7	
Node 60: 77: 775.0 Hz	3.44071e-7	-8.98339e-7	3.03722e-7	
Node 60: 78: 791.948 Hz	3.07766e-7	-8.66596e-7	2.91595e-7	
Node 60: 79: 797.615 Hz	2.9626e-7	-8.55792e-7	2.87412e-7	
Node 60: 80: 800.0 Hz	2.91516e-7	-8.5122e-7	2.85637e-7	
Node 60: 81: 825.0 Hz	2.45287e-7	-8.02564e-7	2.66703e-7	
Node 60: 82: 826.491 Hz	2.42732e-7	-7.9963e-7	2.65564e-7	
Node 60: 83: 850.0 Hz	2.05382e-7	-7.53215e-7	2.47684e-7	
Node 60: 84: 857.624 Hz	1.94424e-7	-7.38184e-7	2.41963e-7	
Node 60: 85: 875.0 Hz	1.71449e-7	-7.0419e-7	2.29173e-7	
Node 60: 86: 894.221 Hz	1.49074e-7	-6.67329e-7	2.15547e-7	
Node 60: 87: 900.0 Hz	1.42928e-7	-6.56452e-7	2.11575e-7	
Node 60: 88: 925.0 Hz	1.19157e-7	-6.10775e-7	1.95132e-7	
Node 60: 89: 944.918 Hz	1.03164e-7	-5.76227e-7	1.8294e-7	
Node 60: 90: 950.0 Hz	9.94571e-8	-5.67699e-7	1.79961e-7	
Node 60: 91: 975.0 Hz	8.31879e-8	-5.27532e-7	1.66084e-7	
Node 60: 92: 1000.0 Hz	6.97722e-8	-4.90394e-7	1.53464e-7	
Node 2422: 1: 0.0 Hz	2.39647e-5	4.40538e-5	2.33641e-6	
Node 2422: 2: 25.0 Hz	2.63914e-5	4.92612e-5	2.3718e-6	
Node 2422: 3: 28.3646 Hz	2.71423e-5	5.08902e-5	2.3837e-6	
Node 2422: 4: 50.0 Hz	3.44062e-5	6.73714e-5	2.7824e-6	
Node 2422: 5: 50.1598 Hz	3.4462e-5	6.75086e-5	2.79106e-6	
Node 2422: 6: 67.9919 Hz	3.37054e-5	6.94523e-5	4.73857e-6	
Node 2422: 7: 69.454 Hz	3.28197e-5	6.79021e-5	4.93683e-6	
Node 2422: 8: 75.0 Hz	2.88377e-5	6.04858e-5	5.63463e-6	
Node 2422: 9: 80.5485 Hz	2.46688e-5	5.21967e-5	6.23388e-6	
Node 2422: 10: 89.394 Hz	1.91644e-5	4.02949e-5	7.04127e-6	
Node 2422: 11: 100.0 Hz	1.49347e-5	2.94769e-5	7.82718e-6	
Node 2422: 12: 120.237 Hz	1.09991e-5	1.6371e-5	8.19545e-6	
Node 2422: 13: 125.0 Hz	-1.032e-5	1.43342e-5	7.98228e-6	
Node 2422: 14: 129.311 Hz	-9.71746e-6	1.27828e-5	7.7062e-6	
Node 2422: 15: 142.442 Hz	-7.95996e-6	9.48865e-6	6.55662e-6	
Node 2422: 16: 146.936 Hz	-7.40536e-6	8.74581e-6	6.10985e-6	
Node 2422: 17: 150.0 Hz	-7.046e-6	8.32127e-6	5.80072e-6	
Node 2422: 18: 166.486 Hz	-5.40896e-6	6.78221e-6	4.18977e-6	
Node 2422: 19: 175.0 Hz	-4.7603e-6	6.26547e-6	3.45695e-6	
Node 2422: 20: 184.177 Hz	-4.19418e-6	5.8094e-6	2.7791e-6	
Node 2422: 21: 197.232 Hz	-3.57976e-6	5.27682e-6	2.02271e-6	
Node 2422: 22: 200.0 Hz	-3.47221e-6	5.17791e-6	1.89132e-6	
Node 2422: 23: 204.712 Hz	-3.3036e-6	5.01944e-6	1.68823e-6	
Node 2422: 24: 212.011 Hz	-3.07269e-6	4.79683e-6	1.41954e-6	
Node 2422: 25: 214.284 Hz	-3.0071e-6	4.73282e-6	1.34602e-6	
Node 2422: 26: 217.891 Hz	-2.90831e-6	4.6362e-6	1.23818e-6	
Node 2422: 27: 225.0 Hz	-2.7302e-6	4.46296e-6	1.05402e-6	
Node 2422: 28: 250.0 Hz	-2.24039e-6	4.03182e-6	6.31755e-7	
Node 2422: 29: 253.857 Hz	-2.1813e-6	3.99032e-6	5.90581e-7	
Node 2422: 30: 256.009 Hz	-2.15014e-6	3.97006e-6	5.69901e-7	
Node 2422: 31: 271.668 Hz	-1.96167e-6	3.88231e-6	4.63691e-7	
Node 2422: 32: 275.0 Hz	-1.92998e-6	3.87612e-6	4.49993e-7	
Node 2422: 33: 278.879 Hz	-1.89667e-6	3.87375e-6	4.37384e-7	
Node 2422: 34: 291.043 Hz	-1.81589e-6	3.89464e-6	4.16861e-7	
Node 2422: 35: 300.0 Hz	-1.77754e-6	3.92994e-6	4.14552e-7	
Node 2422: 36: 302.006 Hz	-1.77119e-6	3.9393e-6	4.14933e-7	
Node 2422: 37: 309.966 Hz	-1.75339e-6	3.97912e-6	4.18187e-7	
Node 2422: 38: 314.893 Hz	-1.74784e-6	4.00435e-6	4.20813e-7	
Node 2422: 39: 325.0 Hz	-1.74798e-6	4.052e-6	-4.25468e-7	
Node 2422: 40: 332.746 Hz	-1.75718e-6	4.08041e-6	-4.27103e-7	
Node 2422: 41: 350.0 Hz	-1.7999e-6	4.10169e-6	-4.22124e-7	
Node 2422: 42: 352.215 Hz	-1.80717e-6	4.09928e-6	-4.20609e-7	
Node 2422: 43: 367.211 Hz	-1.86409e-6	4.04836e-6	-4.05966e-7	
Node 2422: 44: 375.0 Hz	-1.89751e-6	3.99769e-6	-3.95997e-7	
Node 2422: 45: 400.0 Hz	-2.01041e-6	3.73215e-6	-3.59048e-7	
Node 2422: 46: 417.262 Hz	-2.08257e-6	3.47596e-6	-3.33683e-7	
Node 2422: 47: 425.0 Hz	-2.11084e-6	3.34806e-6	-3.23228e-7	
Node 2422: 48: 441.484 Hz	-2.15937e-6	3.06013e-6	-3.0375e-7	
Node 2422: 49: 450.0 Hz	-2.17727e-6	2.90771e-6	-2.95397e-7	
Node 2422: 50: 475.0 Hz	-2.19883e-6	2.46928e-6	-2.77886e-7	
Node 2422: 51: 490.708 Hz	-2.18864e-6	2.21379e-6	-2.7167e-7	
Node 2422: 52: 500.0 Hz	-2.17441e-6	2.07314e-6	-2.69343e-7	
Node 2422: 53: 508.204 Hz	-2.15709e-6	1.95616e-6	-2.67925e-7	
Node 2422: 54: 522.299 Hz	-2.11767e-6	1.77164e-6	-2.66487e-7	
Node 2422: 55: 523.017 Hz	-2.11535e-6	1.7628e-6	-2.66439e-7	
Node 2422: 56: 525.0 Hz	-2.10881e-6	1.73867e-6	-2.66314e-7	
Node 2422: 57: 550.0 Hz	-2.00978e-6	1.46916e-6	-2.65422e-7	
Node 2422: 58: 575.0 Hz	-1.88643e-6	1.25885e-6	-2.64526e-7	
Node 2422: 59: 581.332 Hz	-1.85247e-6	1.21388e-6	-2.64157e-7	
Node 2422: 60: 600.0 Hz	-1.74823e-6	1.09832e-6	-2.62566e-7	
Node 2422: 61: 602.059 Hz	-1.73647e-6	1.08701e-6	-2.62338e-7	
Node 2422: 62: 613.672 Hz	-1.66959e-6	1.02799e-6	-2.60833e-7	
Node 2422: 63: 618.756 Hz	-1.64015e-6	1.00455e-6	-2.60049e-7	
Node 2422: 64: 625.0 Hz	-1.604e-6	9.77609e-7	-2.58973e-7	
Node 2422: 65: 650.0 Hz	-1.46117e-6	-8.87488e-7	-2.53296e-7	
Node 2422: 66: 651.206 Hz	-1.45442e-6	-8.83771e-7	-2.52962e-7	
Node 2422: 67: 668.491 Hz	-1.35972e-6	-8.35773e-7	-2.47536e-7	
Node 2422: 68: 675.0 Hz	-1.32521e-6	-8.19978e-7	-2.45173e-7	
Node 2422: 69: 697.65 Hz	-1.21077e-6	-7.72723e-7	-2.35588e-7	
Node 2422: 70: 700.0 Hz	-1.19942e-6	-7.68396e-7	-2.34476e-7	
Node 2422: 71: 723.929 Hz	1.08973e-6	7.289e-7	2.22031e-7	
Node 2422: 72: 725.0 Hz	1.08507e-6	7.27293e-7	2.2143e-7	
Node 2422: 73: 727.004 Hz	1.0764e-6	7.24315e-7	2.20297e-7	
Node 2422: 74: 750.0 Hz	9.81856e-7	6.92419e-7	2.06591e-7	
Node 2422: 75: 754.821 Hz	9.63141e-7	6.86132e-7	2.03586e-7	
Node 2422: 76: 771.47 Hz	9.01211e-7	6.65074e-7	1.92991e-7	
Node 2422: 77: 775.0 Hz	8.88591e-7	6.60702e-7	1.90717e-7	
Node 2422: 78: 791.948 Hz	8.30303e-7	6.39961e-7	1.79768e-7	
Node 2422: 79: 797.615 Hz	8.11614e-7	6.33077e-7	1.7612e-7	
Node 2422: 80: 800.0 Hz	8.03865e-7	6.30183e-7	1.7459e-7	
Node 2422: 81: 825.0 Hz	7.26503e-7	5.99846e-7	1.58881e-7	
Node 2422: 82: 826.491 Hz	7.22102e-7	5.98033e-7	1.57969e-7	
Node 2422: 83: 850.0 Hz	6.5572e-7	5.69383e-7	1.44074e-7	
Node 2422: 84: 857.624 Hz	6.3537e-7	5.60081e-7	1.39786e-7	
Node 2422: 85: 875.0 Hz	5.91067e-7	5.38928e-7	1.30454e-7	
Node 2422: 86: 894.221 Hz	5.45354e-7	5.15736e-7	1.2087e-7	
Node 2422: 87: 900.0 Hz	5.32271e-7	5.08831e-7	1.18141e-7	
Node 2422: 88: 925.0 Hz	4.79106e-7	4.7949e-7	1.07138e-7	
Node 2422: 89: 944.918 Hz	4.40603e-7	4.5689e-7	9.9263e-8	
Node 2422: 90: 950.0 Hz	4.31306e-7	4.51254e-7	9.73733e-8	
Node 2422: 91: 975.0 Hz	3.88543e-7	4.24386e-7	8.87379e-8	
Node 2422: 92: 1000.0 Hz	3.50433e-7	3.99048e-7	8.11095e-8	
Node 3478: 1: 0.0 Hz	8.34655e-6	2.7052e-5	-3.27361e-6	
Node 3478: 2: 25.0 Hz	9.21647e-6	3.02065e-5	-3.57179e-6	
Node 3478: 3: 28.3646 Hz	9.48608e-6	3.11924e-5	-3.66293e-6	
Node 3478: 4: 50.0 Hz	1.21149e-5	4.11266e-5	-4.54055e-6	
Node 3478: 5: 50.1598 Hz	1.21355e-5	4.12087e-5	-4.54757e-6	
Node 3478: 6: 67.9919 Hz	1.19921e-5	4.21608e-5	-4.73753e-6	
Node 3478: 7: 69.454 Hz	1.16899e-5	4.11962e-5	-4.69328e-6	
Node 3478: 8: 75.0 Hz	1.032e-5	3.66093e-5	-4.52348e-6	
Node 3478: 9: 80.5485 Hz	8.87906e-6	3.15037e-5	-4.43553e-6	
Node 3478: 10: 89.394 Hz	6.98172e-6	2.41817e-5	-4.56453e-6	
Node 3478: 11: 100.0 Hz	5.54815e-6	1.75142e-5	-5.0126e-6	
Node 3478: 12: 120.237 Hz	4.24852e-6	9.44277e-6	-5.59943e-6	
Node 3478: 13: 125.0 Hz	-4.01433e-6	8.22402e-6	5.55313e-6	
Node 3478: 14: 129.311 Hz	-3.80058e-6	7.32326e-6	5.44851e-6	
Node 3478: 15: 142.442 Hz	-3.14776e-6	5.59599e-6	4.86259e-6	
Node 3478: 16: 146.936 Hz	-2.93356e-6	5.2738e-6	4.604e-6	
Node 3478: 17: 150.0 Hz	-2.79279e-6	5.10697e-6	4.41853e-6	
Node 3478: 18: 166.486 Hz	-2.13291e-6	4.5953e-6	3.3849e-6	
Node 3478: 19: 175.0 Hz	-1.86433e-6	4.41397e-6	2.88385e-6	
Node 3478: 20: 184.177 Hz	-1.62813e-6	4.21518e-6	2.40488e-6	
Node 3478: 21: 197.232 Hz	-1.37252e-6	3.92401e-6	1.85098e-6	
Node 3478: 22: 200.0 Hz	-1.32829e-6	3.86328e-6	1.75217e-6	
Node 3478: 23: 204.712 Hz	-1.25961e-6	3.76219e-6	1.5975e-6	
Node 3478: 24: 212.011 Hz	-1.16752e-6	3.61324e-6	1.38846e-6	
Node 3478: 25: 214.284 Hz	-1.14194e-6	3.56911e-6	1.3302e-6	
Node 3478: 26: 217.891 Hz	-1.10401e-6	3.50155e-6	1.24376e-6	
Node 3478: 27: 225.0 Hz	-1.03781e-6	3.37794e-6	1.09299e-6	
Node 3478: 28: 250.0 Hz	-8.75039e-7	3.06059e-6	7.25151e-7	
Node 3478: 29: 253.857 Hz	-8.5772e-7	3.02949e-6	6.86506e-7	
Node 3478: 30: 256.009 Hz	-8.4882e-7	3.01428e-6	6.6674e-7	
Node 3478: 31: 271.668 Hz	-7.98651e-7	2.94819e-6	5.58319e-7	
Node 3478: 32: 275.0 Hz	-7.9086e-7	2.94357e-6	5.42571e-7	
Node 3478: 33: 278.879 Hz	-7.82861e-7	2.94191e-6	5.27121e-7	
Node 3478: 34: 291.043 Hz	-7.64001e-7	2.95889e-6	4.96212e-7	
Node 3478: 35: 300.0 Hz	-7.54668e-7	2.98765e-6	4.86815e-7	
Node 3478: 36: 302.006 Hz	-7.5296e-7	2.99537e-6	4.85843e-7	
Node 3478: 37: 309.966 Hz	-7.47192e-7	3.02881e-6	4.84836e-7	
Node 3478: 38: 314.893 Hz	-7.44234e-7	3.05061e-6	4.85777e-7	
Node 3478: 39: 325.0 Hz	-7.39049e-7	3.09403e-6	-4.89173e-7	
Node 3478: 40: 332.746 Hz	-7.35517e-7	3.12291e-6	-4.91537e-7	
Node 3478: 41: 350.0 Hz	-7.2811e-7	3.16097e-6	-4.91525e-7	
Node 3478: 42: 352.215 Hz	-7.2718e-7	3.16251e-6	-4.90834e-7	
Node 3478: 43: 367.211 Hz	-7.21075e-7	3.14965e-6	-4.81964e-7	
Node 3478: 44: 375.0 Hz	-7.18139e-7	3.12642e-6	-4.74802e-7	
Node 3478: 45: 400.0 Hz	-7.10804e-7	2.97975e-6	-4.44234e-7	
Node 3478: 46: 417.262 Hz	-7.08116e-7	2.82583e-6	-4.20169e-7	
Node 3478: 47: 425.0 Hz	-7.07514e-7	2.74692e-6	-4.09371e-7	
Node 3478: 48: 441.484 Hz	-7.07112e-7	2.56592e-6	-3.87191e-7	
Node 3478: 49: 450.0 Hz	-7.07147e-7	2.46862e-6	-3.76411e-7	
Node 3478: 50: 475.0 Hz	-7.06593e-7	2.18411e-6	-3.48325e-7	
Node 3478: 51: 490.708 Hz	-7.04499e-7	2.01542e-6	-3.33733e-7	
Node 3478: 52: 500.0 Hz	-7.02207e-7	1.92166e-6	-3.26249e-7	
Node 3478: 53: 508.204 Hz	-6.99389e-7	1.8432e-6	-3.20336e-7	
Node 3478: 54: 522.299 Hz	-6.9257e-7	1.71853e-6	-3.11624e-7	
Node 3478: 55: 523.017 Hz	-6.92151e-7	1.71252e-6	-3.11227e-7	
Node 3478: 56: 525.0 Hz	-6.90957e-7	1.69613e-6	-3.10152e-7	
Node 3478: 57: 550.0 Hz	-6.70993e-7	1.51164e-6	-2.99197e-7	
Node 3478: 58: 575.0 Hz	-6.41731e-7	1.36558e-6	-2.92118e-7	
Node 3478: 59: 581.332 Hz	-6.32883e-7	1.334e-6	-2.90773e-7	
Node 3478: 60: 600.0 Hz	-6.03663e-7	1.2518e-6	-2.87503e-7	
Node 3478: 61: 602.059 Hz	-6.00172e-7	1.24363e-6	-2.87188e-7	
Node 3478: 62: 613.672 Hz	-5.79572e-7	1.2005e-6	-2.85503e-7	
Node 3478: 63: 618.756 Hz	-5.70102e-7	1.18305e-6	-2.84792e-7	
Node 3478: 64: 625.0 Hz	-5.5813e-7	1.16269e-6	-2.83915e-7	
Node 3478: 65: 650.0 Hz	-5.0711e-7	-1.09074e-6	-2.80001e-7	
Node 3478: 66: 651.206 Hz	-5.0455e-7	-1.08758e-6	-2.79783e-7	
Node 3478: 67: 668.491 Hz	-4.67215e-7	-1.04469e-6	-2.76219e-7	
Node 3478: 68: 675.0 Hz	-4.52948e-7	-1.02946e-6	-2.74631e-7	
Node 3478: 69: 697.65 Hz	-4.03175e-7	-9.78986e-7	-2.67881e-7	
Node 3478: 70: 700.0 Hz	-3.98044e-7	-9.73907e-7	-2.67066e-7	
Node 3478: 71: 723.929 Hz	3.46804e-7	-9.23023e-7	2.5753e-7	
Node 3478: 72: 725.0 Hz	3.44567e-7	-9.20766e-7	2.57052e-7	
Node 3478: 73: 727.004 Hz	3.40397e-7	-9.16544e-7	2.56147e-7	
Node 3478: 74: 750.0 Hz	2.9425e-7	-8.68138e-7	2.44793e-7	
Node 3478: 75: 754.821 Hz	2.85021e-7	-8.57969e-7	2.42212e-7	
Node 3478: 76: 771.47 Hz	2.54496e-7	-8.22752e-7	2.3287e-7	
Node 3478: 77: 775.0 Hz	2.48305e-7	-8.15268e-7	2.30818e-7	
Node 3478: 78: 791.948 Hz	2.20018e-7	-7.79297e-7	2.20712e-7	
Node 3478: 79: 797.615 Hz	2.11099e-7	-7.67274e-7	2.17264e-7	
Node 3478: 80: 800.0 Hz	2.07428e-7	-7.62219e-7	2.15806e-7	
Node 3478: 81: 825.0 Hz	1.71861e-7	-7.09564e-7	2.00432e-7	
Node 3478: 82: 826.491 Hz	1.69906e-7	-7.06453e-7	1.99516e-7	
Node 3478: 83: 850.0 Hz	1.41491e-7	-6.58106e-7	1.85262e-7	
Node 3478: 84: 857.624 Hz	1.33213e-7	-6.42779e-7	1.80744e-7	
Node 3478: 85: 875.0 Hz	1.15954e-7	-6.08651e-7	1.70712e-7	
Node 3478: 86: 894.221 Hz	9.92908e-8	-5.72414e-7	1.60121e-7	
Node 3478: 87: 900.0 Hz	9.47417e-8	-5.61862e-7	1.57051e-7	
Node 3478: 88: 925.0 Hz	7.72821e-8	-5.1819e-7	1.44417e-7	
Node 3478: 89: 944.918 Hz	6.56755e-8	-4.8579e-7	1.35122e-7	
Node 3478: 90: 950.0 Hz	6.30042e-8	-4.7787e-7	1.32859e-7	
Node 3478: 91: 975.0 Hz	5.13773e-8	-4.40954e-7	1.22362e-7	
Node 3478: 92: 1000.0 Hz	4.19314e-8	-4.07354e-7	1.12872e-7	
Node 4148: 1: 0.0 Hz	3.76772e-5	2.91247e-5	3.51113e-6	
Node 4148: 2: 25.0 Hz	4.12467e-5	3.28266e-5	4.48081e-6	
Node 4148: 3: 28.3646 Hz	4.23475e-5	3.39896e-5	4.799e-6	
Node 4148: 4: 50.0 Hz	5.27775e-5	4.59817e-5	8.64656e-6	
Node 4148: 5: 50.1598 Hz	5.28541e-5	4.60847e-5	8.68737e-6	
Node 4148: 6: 67.9919 Hz	5.03707e-5	4.87196e-5	1.23439e-5	
Node 4148: 7: 69.454 Hz	4.88984e-5	4.77574e-5	1.24128e-5	
Node 4148: 8: 75.0 Hz	4.23841e-5	4.29921e-5	1.23192e-5	
Node 4148: 9: 80.5485 Hz	3.56058e-5	3.75309e-5	1.18606e-5	
Node 4148: 10: 89.394 Hz	2.65082e-5	2.95811e-5	1.08934e-5	
Node 4148: 11: 100.0 Hz	1.91069e-5	2.22929e-5	9.70603e-6	
Node 4148: 12: 120.237 Hz	1.23251e-5	1.33107e-5	7.04989e-6	
Node 4148: 13: 125.0 Hz	1.15844e-5	-1.18506e-5	6.33859e-6	
Node 4148: 14: 129.311 Hz	1.10909e-5	-1.07011e-5	5.69715e-6	
Node 4148: 15: 142.442 Hz	1.02741e-5	-8.00735e-6	3.90323e-6	
Node 4148: 16: 146.936 Hz	1.01238e-5	-7.29675e-6	3.37461e-6	
Node 4148: 17: 150.0 Hz	1.00327e-5	-6.85806e-6	3.04275e-6	
Node 4148: 18: 166.486 Hz	9.42435e-6	-4.98909e-6	1.65854e-6	
Node 4148: 19: 175.0 Hz	8.94549e-6	-4.29405e-6	1.19969e-6	
Node 4148: 20: 184.177 Hz	8.32745e-6	-3.72708e-6	8.84808e-7	
Node 4148: 21: 197.232 Hz	7.38284e-6	-3.20085e-6	6.98698e-7	
Node 4148: 22: 200.0 Hz	7.18486e-6	-3.12392e-6	6.86475e-7	
Node 4148: 23: 204.712 Hz	6.85496e-6	-3.01512e-6	6.78352e-7	
Node 4148: 24: 212.011 Hz	6.36714e-6	-2.89212e-6	6.84594e-7	
Node 4148: 25: 214.284 Hz	6.22188e-6	-2.86305e-6	6.88992e-7	
Node 4148: 26: 217.891 Hz	5.99835e-6	-2.82435e-6	6.9706e-7	
Node 4148: 27: 225.0 Hz	5.58394e-6	-2.77045e-6	7.14248e-7	
Node 4148: 28: 250.0 Hz	4.41644e-6	-2.74783e-6	7.59571e-7	
Node 4148: 29: 253.857 Hz	4.27712e-6	-2.76327e-6	7.63099e-7	
Node 4148: 30: 256.009 Hz	4.20409e-6	-2.77392e-6	7.64591e-7	
Node 4148: 31: 271.668 Hz	3.77127e-6	-2.89268e-6	7.64142e-7	
Node 4148: 32: 275.0 Hz	3.70061e-6	-2.92657e-6	7.61291e-7	
Node 4148: 33: 278.879 Hz	3.62729e-6	-2.96934e-6	7.56705e-7	
Node 4148: 34: 291.043 Hz	3.45525e-6	-3.12279e-6	7.3371e-7	
Node 4148: 35: 300.0 Hz	3.37851e-6	-3.249e-6	7.0946e-7	
Node 4148: 36: 302.006 Hz	3.3664e-6	-3.27817e-6	7.0337e-7	
Node 4148: 37: 309.966 Hz	3.33438e-6	-3.3952e-6	6.77662e-7	
Node 4148: 38: 314.893 Hz	3.32599e-6	-3.46744e-6	6.6115e-7	
Node 4148: 39: 325.0 Hz	-3.33101e-6	3.61085e-6	-6.28447e-7	
Node 4148: 40: 332.746 Hz	-3.35084e-6	3.71276e-6	-6.06863e-7	
Node 4148: 41: 350.0 Hz	-3.4273e-6	3.89975e-6	-5.79175e-7	
