	DX	DY	DZ	
Node 1025: 84: 520.232 Hz	-3.93021e-7	1.71263e-7	-1.87426e-7	
Node 1025: 85: 521.341 Hz	-3.9269e-7	1.71559e-7	-1.87081e-7	
Node 1025: 86: 525.0 Hz	-3.91583e-7	1.72474e-7	-1.85969e-7	
Node 1025: 87: 538.731 Hz	3.87101e-7	1.75114e-7	-1.82097e-7	
Node 1025: 88: 544.009 Hz	3.85193e-7	1.75801e-7	-1.80711e-7	
Node 1025: 89: 550.0 Hz	3.82872e-7	1.76365e-7	-1.79189e-7	
Node 1025: 90: 557.978 Hz	3.79494e-7	1.76766e-7	-1.77229e-7	
Node 1025: 91: 575.0 Hz	3.7106e-7	1.76331e-7	-1.73204e-7	
Node 1025: 92: 599.258 Hz	3.55967e-7	1.72863e-7	-1.67544e-7	
Node 1025: 93: 600.0 Hz	3.5545e-7	1.72707e-7	-1.67369e-7	
Node 1025: 94: 609.776 Hz	3.48341e-7	1.70397e-7	-1.65026e-7	
Node 1025: 95: 617.622 Hz	3.42267e-7	1.68207e-7	-1.63098e-7	
Node 1025: 96: 625.0 Hz	3.36283e-7	1.65889e-7	-1.61238e-7	
Node 1025: 97: 628.013 Hz	3.3377e-7	1.64873e-7	-1.60463e-7	
Node 1025: 98: 638.223 Hz	3.24985e-7	1.61149e-7	-1.57765e-7	
Node 1025: 99: 643.334 Hz	3.20448e-7	1.59129e-7	-1.5637e-7	
Node 1025: 100: 650.0 Hz	3.14414e-7	1.56352e-7	-1.54504e-7	
Node 1025: 101: 661.025 Hz	3.04193e-7	1.51432e-7	-1.51294e-7	
Node 1025: 102: 675.0 Hz	2.90938e-7	1.44695e-7	-1.47001e-7	
Node 1025: 103: 687.294 Hz	2.79133e-7	1.38401e-7	-1.43019e-7	
Node 1025: 104: 697.3 Hz	2.69507e-7	1.33093e-7	-1.39645e-7	
Node 1025: 105: 700.0 Hz	2.66914e-7	1.31639e-7	-1.38716e-7	
Node 1025: 106: 709.929 Hz	2.5742e-7	1.26238e-7	-1.35234e-7	
Node 1025: 107: 722.389 Hz	2.45648e-7	1.19394e-7	-1.3074e-7	
Node 1025: 108: 725.0 Hz	2.43208e-7	1.17959e-7	-1.29783e-7	
Node 1025: 109: 736.09 Hz	2.32968e-7	1.11885e-7	-1.25674e-7	
Node 1025: 110: 743.994 Hz	-2.25809e-7	1.076e-7	-1.22711e-7	
Node 1025: 111: 750.0 Hz	-2.20456e-7	1.04382e-7	-1.20446e-7	
Node 1025: 112: 754.932 Hz	-2.1612e-7	1.0177e-7	-1.1858e-7	
Node 1025: 113: 762.145 Hz	-2.09881e-7	9.80066e-8	-1.15849e-7	
Node 1025: 114: 774.128 Hz	-1.998e-7	9.19283e-8	-1.1132e-7	
Node 1025: 115: 775.0 Hz	-1.99081e-7	9.14953e-8	-1.10991e-7	
Node 1025: 116: 785.187 Hz	-1.90829e-7	8.65408e-8	-1.07172e-7	
Node 1025: 117: 800.0 Hz	-1.79335e-7	7.96991e-8	-1.01702e-7	
Node 1025: 118: 814.223 Hz	-1.68877e-7	7.35643e-8	-9.65822e-8	
Node 1025: 119: 825.0 Hz	-1.61335e-7	6.92101e-8	-9.28104e-8	
Node 1025: 120: 826.076 Hz	-1.606e-7	6.87893e-8	-9.24393e-8	
Node 1025: 121: 850.0 Hz	-1.45097e-7	6.00903e-8	-8.44824e-8	
Node 1025: 122: 872.03 Hz	-1.32206e-7	5.31529e-8	-7.76896e-8	
Node 1025: 123: 875.0 Hz	-1.30566e-7	5.22925e-8	-7.68151e-8	
Node 1025: 124: 894.352 Hz	-1.20426e-7	4.70935e-8	-7.13598e-8	
Node 1025: 125: 900.0 Hz	-1.1764e-7	4.57033e-8	-6.9847e-8	
Node 1025: 126: 917.093 Hz	-1.09658e-7	4.18197e-8	-6.5484e-8	
Node 1025: 127: 925.0 Hz	-1.06186e-7	4.01777e-8	-6.35732e-8	
Node 1025: 128: 930.194 Hz	-1.03978e-7	3.91489e-8	-6.23541e-8	
Node 1025: 129: 950.0 Hz	-9.60609e-8	3.55631e-8	-5.79599e-8	
Node 1025: 130: 975.0 Hz	-8.71201e-8	3.17142e-8	-5.29569e-8	
Node 1025: 131: 1000.0 Hz	-7.92245e-8	2.84999e-8	-4.85062e-8	
Node 1754: 1: 0.0 Hz	5.19435e-6	9.39824e-6	4.42036e-6	
Node 1754: 2: 14.8424 Hz	5.89251e-6	1.04709e-5	5.12623e-6	
Node 1754: 3: 16.6339 Hz	6.08882e-6	1.07671e-5	5.32614e-6	
Node 1754: 4: 18.1274 Hz	6.27603e-6	1.10462e-5	5.51747e-6	
Node 1754: 5: 25.0 Hz	7.46004e-6	1.26868e-5	6.74927e-6	
Node 1754: 6: 25.7088 Hz	7.61564e-6	1.28788e-5	6.91487e-6	
Node 1754: 7: 35.5784 Hz	1.0112e-5	1.48298e-5	9.79549e-6	
Node 1754: 8: 37.2406 Hz	1.03966e-5	1.49238e-5	1.01869e-5	
Node 1754: 9: 39.8727 Hz	1.0577e-5	1.48988e-5	1.05381e-5	
Node 1754: 10: 42.1489 Hz	1.04296e-5	1.4636e-5	1.05317e-5	
Node 1754: 11: 43.4527 Hz	1.02247e-5	1.43652e-5	1.0403e-5	
Node 1754: 12: 47.2364 Hz	9.25362e-6	1.31531e-5	9.62858e-6	
Node 1754: 13: 50.0 Hz	8.3347e-6	1.20516e-5	8.82496e-6	
Node 1754: 14: 51.4775 Hz	7.81411e-6	1.14546e-5	8.35489e-6	
Node 1754: 15: 61.6258 Hz	4.41566e-6	-8.12356e-6	5.10247e-6	
Node 1754: 16: 62.6836 Hz	4.11477e-6	-7.86049e-6	4.80103e-6	
Node 1754: 17: 73.0068 Hz	1.95259e-6	-5.82304e-6	2.60829e-6	
Node 1754: 18: 75.0 Hz	1.68386e-6	-5.51441e-6	2.34453e-6	
Node 1754: 19: 87.2501 Hz	6.81302e-7	-4.04121e-6	1.53464e-6	
Node 1754: 20: 89.2682 Hz	5.84894e-7	-3.85721e-6	1.48941e-6	
Node 1754: 21: 100.0 Hz	2.34458e-7	-3.09619e-6	1.4044e-6	
Node 1754: 22: 105.754 Hz	1.23023e-7	-2.80564e-6	1.40115e-6	
Node 1754: 23: 107.58 Hz	9.78071e-8	-2.72563e-6	1.40194e-6	
Node 1754: 24: 125.0 Hz	1.61976e-7	-2.12602e-6	1.42435e-6	
Node 1754: 25: 126.323 Hz	1.72681e-7	-2.08659e-6	1.42657e-6	
Node 1754: 26: 132.804 Hz	2.20365e-7	1.89579e-6	-1.43773e-6	
Node 1754: 27: 150.0 Hz	3.10223e-7	1.38561e-6	-1.46842e-6	
Node 1754: 28: 150.257 Hz	3.11222e-7	1.37802e-6	-1.46892e-6	
Node 1754: 29: 151.844 Hz	3.17215e-7	1.33123e-6	-1.472e-6	
Node 1754: 30: 154.968 Hz	3.28163e-7	1.24028e-6	-1.47829e-6	
Node 1754: 31: 164.868 Hz	3.56934e-7	9.67922e-7	-1.49998e-6	
Node 1754: 32: 172.472 Hz	3.74448e-7	7.82047e-7	-1.51655e-6	
Node 1754: 33: 175.0 Hz	3.79505e-7	7.2547e-7	-1.52138e-6	
Node 1754: 34: 178.006 Hz	3.8499e-7	6.61713e-7	-1.52629e-6	
Node 1754: 35: 182.173 Hz	3.91539e-7	5.79629e-7	-1.53108e-6	
Node 1754: 36: 183.196 Hz	3.9294e-7	5.60573e-7	-1.5318e-6	
Node 1754: 37: 191.569 Hz	4.00689e-7	4.20381e-7	-1.52921e-6	
Node 1754: 38: 200.0 Hz	4.00257e-7	3.05664e-7	-1.50749e-6	
Node 1754: 39: 209.144 Hz	3.88358e-7	2.07893e-7	-1.45892e-6	
Node 1754: 40: 217.491 Hz	3.66299e-7	1.40209e-7	-1.39242e-6	
Node 1754: 41: 224.746 Hz	3.38758e-7	9.70878e-8	-1.32005e-6	
Node 1754: 42: 225.0 Hz	3.37661e-7	9.58451e-8	-1.31731e-6	
Node 1754: 43: 232.775 Hz	3.00323e-7	6.74238e-8	-1.22825e-6	
Node 1754: 44: 247.769 Hz	2.12369e-7	6.28729e-8	-1.03997e-6	
Node 1754: 45: 249.996 Hz	1.98159e-7	6.54562e-8	-1.01152e-6	
Node 1754: 46: 250.0 Hz	1.98135e-7	6.54608e-8	-1.01148e-6	
Node 1754: 47: 254.384 Hz	1.69725e-7	7.10823e-8	-9.55887e-7	
Node 1754: 48: 257.877 Hz	1.46853e-7	7.56182e-8	-9.12259e-7	
Node 1754: 49: 261.992 Hz	1.1988e-7	8.06651e-8	-8.6196e-7	
Node 1754: 50: 268.384 Hz	7.84384e-8	8.74591e-8	-7.86823e-7	
Node 1754: 51: 275.0 Hz	3.6846e-8	9.29578e-8	-7.13649e-7	
Node 1754: 52: 286.723 Hz	-3.15794e-8	9.92065e-8	-5.97056e-7	
Node 1754: 53: 290.897 Hz	-5.39168e-8	1.0058e-7	-5.59727e-7	
Node 1754: 54: 300.0 Hz	-9.84774e-8	1.02592e-7	-4.85793e-7	
Node 1754: 55: 302.805 Hz	-1.11021e-7	1.03045e-7	-4.65004e-7	
Node 1754: 56: 305.502 Hz	-1.22549e-7	1.03447e-7	-4.45863e-7	
Node 1754: 57: 307.079 Hz	-1.29049e-7	1.03675e-7	-4.35045e-7	
Node 1754: 58: 314.94 Hz	-1.58825e-7	1.04881e-7	-3.85059e-7	
Node 1754: 59: 318.341 Hz	-1.70389e-7	1.05507e-7	-3.65347e-7	
Node 1754: 60: 322.948 Hz	-1.84824e-7	1.06519e-7	-3.4037e-7	
Node 1754: 61: 325.0 Hz	-1.90816e-7	1.07043e-7	-3.29846e-7	
Node 1754: 62: 327.561 Hz	-1.97926e-7	1.07764e-7	-3.1721e-7	
Node 1754: 63: 350.0 Hz	-2.44578e-7	1.1744e-7	-2.26941e-7	
Node 1754: 64: 358.727 Hz	-2.56248e-7	1.22473e-7	-2.00015e-7	
Node 1754: 65: 363.981 Hz	-2.61832e-7	1.25668e-7	-1.85581e-7	
Node 1754: 66: 371.469 Hz	-2.6813e-7	1.30284e-7	-1.67053e-7	
Node 1754: 67: 375.0 Hz	-2.70485e-7	1.32444e-7	-1.59075e-7	
Node 1754: 68: 377.132 Hz	-2.71731e-7	1.33732e-7	-1.54477e-7	
Node 1754: 69: 395.201 Hz	-2.77727e-7	1.43771e-7	-1.21376e-7	
Node 1754: 70: 400.0 Hz	-2.78179e-7	1.46069e-7	-1.14135e-7	
Node 1754: 71: 413.426 Hz	-2.77598e-7	1.51473e-7	-9.67598e-8	
Node 1754: 72: 425.0 Hz	-2.75526e-7	1.54832e-7	-8.47267e-8	
Node 1754: 73: 431.201 Hz	-2.74036e-7	1.56128e-7	-7.92354e-8	
Node 1754: 74: 436.68 Hz	-2.72577e-7	1.56984e-7	-7.48726e-8	
Node 1754: 75: 439.133 Hz	-2.71895e-7	1.5728e-7	-7.30573e-8	
Node 1754: 76: 440.071 Hz	-2.7163e-7	1.5738e-7	-7.23845e-8	
Node 1754: 77: 450.0 Hz	-2.68757e-7	1.5797e-7	-6.5934e-8	
Node 1754: 78: 459.204 Hz	-2.66081e-7	1.5779e-7	-6.09248e-8	
Node 1754: 79: 468.186 Hz	-2.63554e-7	1.56981e-7	-5.67884e-8	
Node 1754: 80: 475.0 Hz	-2.61722e-7	1.55976e-7	-5.40694e-8	
Node 1754: 81: 489.777 Hz	-2.58014e-7	1.52735e-7	-4.91824e-8	
Node 1754: 82: 500.0 Hz	-2.55609e-7	1.49728e-7	-4.6453e-8	
Node 1754: 83: 517.326 Hz	-2.51583e-7	1.43426e-7	-4.27507e-8	
Node 1754: 84: 520.232 Hz	-2.50887e-7	1.4224e-7	-4.22244e-8	
Node 1754: 85: 521.341 Hz	-2.50618e-7	1.41779e-7	-4.20298e-8	
Node 1754: 86: 525.0 Hz	-2.49718e-7	1.40227e-7	-4.14122e-8	
Node 1754: 87: 538.731 Hz	2.46079e-7	-1.34014e-7	3.93954e-8	
Node 1754: 88: 544.009 Hz	2.44541e-7	-1.31491e-7	3.87346e-8	
Node 1754: 89: 550.0 Hz	2.42681e-7	-1.28558e-7	3.80543e-8	
Node 1754: 90: 557.978 Hz	2.39992e-7	-1.2456e-7	3.72551e-8	
Node 1754: 91: 575.0 Hz	2.33348e-7	-1.15832e-7	3.59128e-8	
Node 1754: 92: 599.258 Hz	2.21534e-7	-1.03414e-7	3.47015e-8	
Node 1754: 93: 600.0 Hz	2.21129e-7	-1.03041e-7	3.46752e-8	
Node 1754: 94: 609.776 Hz	2.15549e-7	-9.81902e-8	3.43761e-8	
Node 1754: 95: 617.622 Hz	2.10762e-7	-9.43927e-8	3.41942e-8	
Node 1754: 96: 625.0 Hz	2.06028e-7	-9.09107e-8	3.40623e-8	
Node 1754: 97: 628.013 Hz	2.04033e-7	-8.9515e-8	3.40178e-8	
Node 1754: 98: 638.223 Hz	1.97034e-7	-8.49058e-8	3.39002e-8	
Node 1754: 99: 643.334 Hz	1.93403e-7	-8.26693e-8	3.38568e-8	
Node 1754: 100: 650.0 Hz	1.88558e-7	-7.98246e-8	3.38115e-8	
Node 1754: 101: 661.025 Hz	1.80319e-7	-7.52971e-8	3.37541e-8	
Node 1754: 102: 675.0 Hz	1.69587e-7	-6.98653e-8	3.36889e-8	
Node 1754: 103: 687.294 Hz	1.60012e-7	-6.53544e-8	3.36153e-8	
Node 1754: 104: 697.3 Hz	1.52212e-7	-6.18553e-8	3.35308e-8	
Node 1754: 105: 700.0 Hz	1.50114e-7	-6.0936e-8	3.3503e-8	
Node 1754: 106: 709.929 Hz	1.42452e-7	-5.76434e-8	3.33794e-8	
Node 1754: 107: 722.389 Hz	1.3301e-7	-5.36974e-8	3.31703e-8	
Node 1754: 108: 725.0 Hz	1.31063e-7	-5.28959e-8	3.31182e-8	
Node 1754: 109: 736.09 Hz	1.22943e-7	-4.95853e-8	3.28633e-8	
Node 1754: 110: 743.994 Hz	1.17321e-7	-4.7317e-8	-3.26478e-8	
Node 1754: 111: 750.0 Hz	1.13151e-7	-4.56433e-8	-3.24652e-8	
Node 1754: 112: 754.932 Hz	1.09797e-7	-4.43008e-8	-3.23033e-8	
Node 1754: 113: 762.145 Hz	1.0501e-7	-4.23889e-8	-3.20474e-8	
Node 1754: 114: 774.128 Hz	9.73847e-8	-3.93471e-8	-3.15746e-8	
Node 1754: 115: 775.0 Hz	9.68461e-8	-3.91322e-8	-3.1538e-8	
Node 1754: 116: 785.187 Hz	9.07243e-8	-3.66883e-8	-3.10898e-8	
Node 1754: 117: 800.0 Hz	8.23854e-8	-3.33493e-8	-3.0377e-8	
Node 1754: 118: 814.223 Hz	7.50094e-8	-3.0381e-8	-2.96365e-8	
Node 1754: 119: 825.0 Hz	6.98269e-8	-2.82847e-8	-2.90468e-8	
Node 1754: 120: 826.076 Hz	6.93282e-8	-2.80825e-8	-2.89868e-8	
Node 1754: 121: 850.0 Hz	5.91007e-8	-2.39129e-8	-2.76157e-8	
Node 1754: 122: 872.03 Hz	5.10498e-8	-2.05988e-8	-2.63197e-8	
Node 1754: 123: 875.0 Hz	5.00577e-8	-2.01883e-8	-2.61445e-8	
Node 1754: 124: 894.352 Hz	4.4093e-8	-1.77108e-8	-2.50086e-8	
Node 1754: 125: 900.0 Hz	4.25072e-8	-1.70492e-8	-2.46804e-8	
Node 1754: 126: 917.093 Hz	3.80993e-8	-1.52038e-8	-2.37013e-8	
Node 1754: 127: 925.0 Hz	3.62463e-8	-1.44252e-8	-2.32571e-8	
Node 1754: 128: 930.194 Hz	3.50888e-8	-1.39379e-8	-2.29686e-8	
Node 1754: 129: 950.0 Hz	3.10775e-8	-1.22443e-8	-2.18963e-8	
Node 1754: 130: 975.0 Hz	2.68206e-8	-1.04386e-8	-2.06106e-8	
Node 1754: 131: 1000.0 Hz	2.33168e-8	-8.94651e-9	-1.94058e-8	
Node 3364: 1: 0.0 Hz	1.10455e-5	5.81786e-6	3.67715e-7	
Node 3364: 2: 14.8424 Hz	1.22801e-5	6.59751e-6	4.74961e-7	
Node 3364: 3: 16.6339 Hz	1.26223e-5	6.8154e-6	5.03117e-7	
Node 3364: 4: 18.1274 Hz	1.29463e-5	7.02181e-6	5.30134e-7	
Node 3364: 5: 25.0 Hz	1.49289e-5	8.25451e-6	7.52077e-7	
Node 3364: 6: 25.7088 Hz	1.51786e-5	8.40096e-6	7.94416e-7	
Node 3364: 7: 35.5784 Hz	1.8721e-5	9.83343e-6	2.19209e-6	
Node 3364: 8: 37.2406 Hz	1.90516e-5	9.84627e-6	2.49609e-6	
Node 3364: 9: 39.8727 Hz	1.91573e-5	9.7139e-6	2.89476e-6	
Node 3364: 10: 42.1489 Hz	1.87589e-5	9.4329e-6	3.12193e-6	
Node 3364: 11: 43.4527 Hz	1.83274e-5	9.19808e-6	3.19928e-6	
Node 3364: 12: 47.2364 Hz	1.64367e-5	8.25681e-6	3.23905e-6	
Node 3364: 13: 50.0 Hz	1.47369e-5	7.42152e-6	3.15026e-6	
Node 3364: 14: 51.4775 Hz	1.38068e-5	6.95941e-6	3.0813e-6	
Node 3364: 15: 61.6258 Hz	8.38181e-6	4.15677e-6	2.55521e-6	
Node 3364: 16: 62.6836 Hz	7.95296e-6	3.92996e-6	2.50827e-6	
Node 3364: 17: 73.0068 Hz	4.96309e-6	2.43723e-6	2.15393e-6	
Node 3364: 18: 75.0 Hz	4.57216e-6	2.27372e-6	2.10133e-6	
Node 3364: 19: 87.2501 Hz	2.83574e-6	1.73172e-6	1.82639e-6	
Node 3364: 20: 89.2682 Hz	2.62514e-6	1.68432e-6	1.7879e-6	
Node 3364: 21: 100.0 Hz	1.76406e-6	1.49312e-6	1.6342e-6	
Node 3364: 22: 105.754 Hz	1.44718e-6	1.40856e-6	1.59208e-6	
Node 3364: 23: 107.58 Hz	1.36204e-6	1.38296e-6	1.58405e-6	
Node 3364: 24: 125.0 Hz	7.57228e-7	1.15488e-6	1.58715e-6	
Node 3364: 25: 126.323 Hz	7.19381e-7	1.13797e-6	1.59042e-6	
Node 3364: 26: 132.804 Hz	5.39777e-7	1.05422e-6	-1.60714e-6	
Node 3364: 27: 150.0 Hz	1.19244e-7	8.24171e-7	-1.63955e-6	
Node 3364: 28: 150.257 Hz	1.15433e-7	8.20762e-7	-1.63988e-6	
Node 3364: 29: 151.844 Hz	9.86122e-8	7.99828e-7	-1.64186e-6	
Node 3364: 30: 154.968 Hz	1.09138e-7	7.59455e-7	-1.64561e-6	
Node 3364: 31: 164.868 Hz	2.95045e-7	6.42994e-7	-1.65816e-6	
Node 3364: 32: 172.472 Hz	4.39706e-7	5.70592e-7	-1.6693e-6	
Node 3364: 33: 175.0 Hz	4.83637e-7	5.50466e-7	-1.67297e-6	
Node 3364: 34: 178.006 Hz	5.32824e-7	5.2925e-7	-1.67696e-6	
Node 3364: 35: 182.173 Hz	5.95365e-7	5.04767e-7	-1.68129e-6	
Node 3364: 36: 183.196 Hz	6.09713e-7	4.99624e-7	-1.68204e-6	
Node 3364: 37: 191.569 Hz	7.12195e-7	4.69767e-7	-1.68134e-6	
Node 3364: 38: 200.0 Hz	7.89437e-7	4.58861e-7	-1.66349e-6	
Node 3364: 39: 209.144 Hz	8.46701e-7	4.62209e-7	-1.61957e-6	
Node 3364: 40: 217.491 Hz	8.78988e-7	4.726e-7	-1.55652e-6	
Node 3364: 41: 224.746 Hz	8.95266e-7	4.83252e-7	-1.48609e-6	
Node 3364: 42: 225.0 Hz	8.9568e-7	4.83618e-7	-1.4834e-6	
Node 3364: 43: 232.775 Hz	9.0443e-7	4.93782e-7	-1.39519e-6	
Node 3364: 44: 247.769 Hz	9.08441e-7	5.03833e-7	-1.20593e-6	
Node 3364: 45: 249.996 Hz	9.08389e-7	5.03994e-7	-1.17715e-6	
Node 3364: 46: 250.0 Hz	9.08389e-7	5.03994e-7	-1.1771e-6	
Node 3364: 47: 254.384 Hz	9.08135e-7	5.03262e-7	-1.12081e-6	
Node 3364: 48: 257.877 Hz	9.07875e-7	5.01703e-7	-1.07659e-6	
Node 3364: 49: 261.992 Hz	9.07573e-7	4.98796e-7	-1.02561e-6	
Node 3364: 50: 268.384 Hz	9.07175e-7	4.92131e-7	-9.4951e-7	
Node 3364: 51: 275.0 Hz	9.06773e-7	4.8274e-7	-8.75545e-7	
Node 3364: 52: 286.723 Hz	-9.05209e-7	4.60868e-7	-7.58165e-7	
