	DX	DY	DZ	
Node 60: 23: 204.712 Hz	1.93322e-6	-2.11873e-6	-2.16619e-6	
Node 60: 24: 212.011 Hz	1.77337e-6	-2.14562e-6	-2.10501e-6	
Node 60: 25: 214.284 Hz	1.72973e-6	-2.15618e-6	-2.10144e-6	
Node 60: 26: 217.891 Hz	1.66608e-6	-2.17447e-6	-2.10859e-6	
Node 60: 27: 225.0 Hz	1.55954e-6	-2.21483e-6	-2.15954e-6	
Node 60: 28: 250.0 Hz	-1.34649e-6	-2.39537e-6	2.50068e-6	
Node 60: 29: 253.857 Hz	-1.33052e-6	-2.42918e-6	2.55397e-6	
Node 60: 30: 256.009 Hz	-1.323e-6	-2.44875e-6	2.58246e-6	
Node 60: 31: 271.668 Hz	-1.29016e-6	-2.60349e-6	2.75353e-6	
Node 60: 32: 275.0 Hz	-1.28644e-6	-2.63818e-6	2.78029e-6	
Node 60: 33: 278.879 Hz	-1.28284e-6	-2.67865e-6	2.80675e-6	
Node 60: 34: 291.043 Hz	-1.27329e-6	-2.80178e-6	2.85631e-6	
Node 60: 35: 300.0 Hz	-1.2649e-6	-2.88307e-6	2.86111e-6	
Node 60: 36: 302.006 Hz	-1.26264e-6	-2.89964e-6	2.85873e-6	
Node 60: 37: 309.966 Hz	-1.25208e-6	-2.95826e-6	2.83794e-6	
Node 60: 38: 314.893 Hz	-1.24422e-6	-2.98829e-6	2.81688e-6	
Node 60: 39: 325.0 Hz	-1.22532e-6	-3.03384e-6	2.75771e-6	
Node 60: 40: 332.746 Hz	-1.20902e-6	-3.05418e-6	2.70138e-6	
Node 60: 41: 350.0 Hz	-1.17145e-6	-3.05869e-6	2.55818e-6	
Node 60: 42: 352.215 Hz	-1.16684e-6	-3.05576e-6	2.53915e-6	
Node 60: 43: 367.211 Hz	-1.13913e-6	-3.01985e-6	2.41347e-6	
Node 60: 44: 375.0 Hz	-1.12783e-6	-2.99245e-6	2.35276e-6	
Node 60: 45: 400.0 Hz	-1.10826e-6	-2.88059e-6	2.19139e-6	
Node 60: 46: 417.262 Hz	-1.10786e-6	-2.79264e-6	2.11178e-6	
Node 60: 47: 425.0 Hz	-1.11007e-6	-2.75237e-6	2.08343e-6	
Node 60: 48: 441.484 Hz	-1.1172e-6	-2.66734e-6	2.03432e-6	
Node 60: 49: 450.0 Hz	-1.12113e-6	-2.62475e-6	2.01309e-6	
Node 60: 50: 475.0 Hz	-1.12802e-6	-2.50958e-6	1.95625e-6	
Node 60: 51: 490.708 Hz	-1.12577e-6	-2.44722e-6	1.91823e-6	
Node 60: 52: 500.0 Hz	1.12139e-6	2.41446e-6	-1.89329e-6	
Node 60: 53: 508.204 Hz	1.11553e-6	2.3881e-6	-1.86945e-6	
Node 60: 54: 522.299 Hz	1.10116e-6	2.34812e-6	-1.82434e-6	
Node 60: 55: 523.017 Hz	1.10029e-6	2.34625e-6	-1.82191e-6	
Node 60: 56: 525.0 Hz	1.09781e-6	2.34118e-6	-1.81513e-6	
Node 60: 57: 550.0 Hz	1.05869e-6	2.28585e-6	-1.7225e-6	
Node 60: 58: 575.0 Hz	1.00772e-6	2.24161e-6	-1.62151e-6	
Node 60: 59: 581.332 Hz	9.93408e-7	2.23132e-6	-1.59545e-6	
Node 60: 60: 600.0 Hz	9.48803e-7	2.2017e-6	-1.51901e-6	
Node 60: 61: 602.059 Hz	9.43702e-7	2.19844e-6	-1.51068e-6	
Node 60: 62: 613.672 Hz	9.14393e-7	2.17986e-6	-1.46422e-6	
Node 60: 63: 618.756 Hz	9.01321e-7	2.17156e-6	-1.44423e-6	
Node 60: 64: 625.0 Hz	8.85106e-7	2.1612e-6	-1.42002e-6	
Node 60: 65: 650.0 Hz	8.18991e-7	2.11706e-6	-1.32714e-6	
Node 60: 66: 651.206 Hz	8.15773e-7	2.11481e-6	-1.32284e-6	
Node 60: 67: 668.491 Hz	7.696e-7	2.08098e-6	-1.26286e-6	
Node 60: 68: 675.0 Hz	7.52246e-7	2.06747e-6	-1.24112e-6	
Node 60: 69: 697.65 Hz	6.92409e-7	2.01685e-6	-1.16887e-6	
Node 60: 70: 700.0 Hz	6.86272e-7	2.01127e-6	-1.16166e-6	
Node 60: 71: 723.929 Hz	6.2488e-7	1.95065e-6	-1.09113e-6	
Node 60: 72: 725.0 Hz	6.22186e-7	1.94778e-6	-1.08809e-6	
Node 60: 73: 727.004 Hz	6.17158e-7	1.94237e-6	-1.08242e-6	
Node 60: 74: 750.0 Hz	5.60896e-7	1.87686e-6	1.01976e-6	
Node 60: 75: 754.821 Hz	5.49464e-7	1.86236e-6	1.00714e-6	
Node 60: 76: 771.47 Hz	5.11069e-7	1.81038e-6	9.6487e-7	
Node 60: 77: 775.0 Hz	5.03155e-7	1.799e-6	9.56164e-7	
Node 60: 78: 791.948 Hz	4.66349e-7	1.74284e-6	9.15562e-7	
Node 60: 79: 797.615 Hz	4.54495e-7	1.72355e-6	9.02417e-7	
Node 60: 80: 800.0 Hz	4.49578e-7	1.71537e-6	8.9695e-7	
Node 60: 81: 825.0 Hz	4.00618e-7	1.62765e-6	8.41858e-7	
Node 60: 82: 826.491 Hz	3.9785e-7	1.62233e-6	8.38697e-7	
Node 60: 83: 850.0 Hz	3.56541e-7	1.53785e-6	7.90672e-7	
Node 60: 84: 857.624 Hz	3.44086e-7	1.51036e-6	7.75811e-7	
Node 60: 85: 875.0 Hz	3.17403e-7	1.44796e-6	7.43194e-7	
Node 60: 86: 894.221 Hz	2.90591e-7	1.37994e-6	7.09086e-7	
Node 60: 87: 900.0 Hz	2.83066e-7	1.35979e-6	6.99221e-7	
Node 60: 88: 925.0 Hz	2.53229e-7	1.27474e-6	6.58541e-7	
Node 60: 89: 944.918 Hz	2.32412e-7	1.2099e-6	6.28343e-7	
Node 60: 90: 950.0 Hz	2.27489e-7	1.19382e-6	6.20938e-7	
Node 60: 91: 975.0 Hz	2.05387e-7	1.11767e-6	5.86193e-7	
Node 60: 92: 1000.0 Hz	1.86453e-7	1.04658e-6	5.54087e-7	
Node 2422: 1: 0.0 Hz	1.90718e-5	2.7432e-5	1.02581e-5	
Node 2422: 2: 25.0 Hz	2.0668e-5	3.07875e-5	1.04548e-5	
Node 2422: 3: 28.3646 Hz	2.11562e-5	3.18399e-5	1.05135e-5	
Node 2422: 4: 50.0 Hz	2.56168e-5	4.25978e-5	1.12506e-5	
Node 2422: 5: 50.1598 Hz	2.56472e-5	4.26888e-5	1.12606e-5	
Node 2422: 6: 67.9919 Hz	2.37857e-5	4.44941e-5	1.3172e-5	
Node 2422: 7: 69.454 Hz	2.3065e-5	4.35515e-5	1.33696e-5	
Node 2422: 8: 75.0 Hz	1.99958e-5	3.89633e-5	1.40781e-5	
Node 2422: 9: 80.5485 Hz	1.69797e-5	3.37564e-5	1.46878e-5	
Node 2422: 10: 89.394 Hz	1.33155e-5	2.61642e-5	1.54329e-5	
Node 2422: 11: 100.0 Hz	1.08836e-5	-1.90689e-5	-1.58502e-5	
Node 2422: 12: 120.237 Hz	8.67746e-6	-9.85965e-6	-1.41822e-5	
Node 2422: 13: 125.0 Hz	8.16778e-6	-8.3251e-6	-1.33261e-5	
Node 2422: 14: 129.311 Hz	7.68386e-6	-7.1321e-6	-1.2477e-5	
Node 2422: 15: 142.442 Hz	6.21258e-6	-4.53197e-6	-9.86478e-6	
Node 2422: 16: 146.936 Hz	5.75381e-6	-3.94324e-6	-9.055e-6	
Node 2422: 17: 150.0 Hz	5.46197e-6	-3.61319e-6	-8.54026e-6	
Node 2422: 18: 166.486 Hz	4.2151e-6	-2.60637e-6	-6.30246e-6	
Node 2422: 19: 175.0 Hz	3.77122e-6	-2.45014e-6	-5.45911e-6	
Node 2422: 20: 184.177 Hz	3.41176e-6	-2.44042e-6	-4.74598e-6	
Node 2422: 21: 197.232 Hz	3.04347e-6	-2.55751e-6	-4.03176e-6	
Node 2422: 22: 200.0 Hz	2.97894e-6	-2.58862e-6	-3.92072e-6	
Node 2422: 23: 204.712 Hz	2.87563e-6	-2.64097e-6	-3.76094e-6	
Node 2422: 24: 212.011 Hz	2.72659e-6	-2.71493e-6	-3.57999e-6	
Node 2422: 25: 214.284 Hz	2.68201e-6	-2.73541e-6	-3.53853e-6	
Node 2422: 26: 217.891 Hz	2.61258e-6	-2.76516e-6	-3.4857e-6	
Node 2422: 27: 225.0 Hz	2.47989e-6	-2.81425e-6	-3.42235e-6	
Node 2422: 28: 250.0 Hz	-2.07301e-6	-2.92783e-6	3.46888e-6	
Node 2422: 29: 253.857 Hz	-2.02205e-6	-2.94328e-6	3.49381e-6	
Node 2422: 30: 256.009 Hz	-1.99526e-6	-2.95204e-6	3.50818e-6	
Node 2422: 31: 271.668 Hz	-1.83611e-6	-3.01829e-6	3.60504e-6	
Node 2422: 32: 275.0 Hz	-1.81008e-6	-3.03218e-6	3.62073e-6	
Node 2422: 33: 278.879 Hz	-1.78299e-6	-3.04765e-6	3.63563e-6	
Node 2422: 34: 291.043 Hz	-1.71816e-6	-3.08697e-6	3.65446e-6	
Node 2422: 35: 300.0 Hz	-1.68718e-6	-3.10173e-6	3.63841e-6	
Node 2422: 36: 302.006 Hz	-1.68193e-6	-3.10291e-6	3.63129e-6	
Node 2422: 37: 309.966 Hz	-1.66647e-6	-3.09901e-6	3.59093e-6	
Node 2422: 38: 314.893 Hz	-1.6609e-6	-3.08942e-6	3.55696e-6	
Node 2422: 39: 325.0 Hz	-1.65802e-6	-3.0525e-6	3.46927e-6	
Node 2422: 40: 332.746 Hz	-1.66288e-6	-3.00944e-6	3.3894e-6	
Node 2422: 41: 350.0 Hz	-1.69252e-6	-2.87602e-6	3.19069e-6	
Node 2422: 42: 352.215 Hz	-1.69794e-6	-2.85595e-6	3.16445e-6	
Node 2422: 43: 367.211 Hz	-1.74209e-6	-2.7086e-6	2.99095e-6	
Node 2422: 44: 375.0 Hz	-1.76892e-6	-2.62677e-6	2.9068e-6	
Node 2422: 45: 400.0 Hz	-1.86215e-6	-2.35687e-6	2.6809e-6	
Node 2422: 46: 417.262 Hz	-1.92385e-6	-2.1739e-6	2.56821e-6	
Node 2422: 47: 425.0 Hz	-1.94883e-6	-2.09451e-6	2.52814e-6	
Node 2422: 48: 441.484 Hz	-1.99413e-6	-1.93294e-6	2.45984e-6	
Node 2422: 49: 450.0 Hz	-2.01264e-6	-1.85432e-6	2.43136e-6	
Node 2422: 50: 475.0 Hz	-2.04589e-6	-1.64676e-6	2.36045e-6	
Node 2422: 51: 490.708 Hz	-2.05106e-6	-1.53626e-6	2.31673e-6	
Node 2422: 52: 500.0 Hz	2.04903e-6	1.47847e-6	-2.28881e-6	
Node 2422: 53: 508.204 Hz	2.04448e-6	1.43204e-6	-2.26234e-6	
Node 2422: 54: 522.299 Hz	2.03156e-6	1.36181e-6	-2.2124e-6	
Node 2422: 55: 523.017 Hz	2.03075e-6	1.35853e-6	-2.2097e-6	
Node 2422: 56: 525.0 Hz	2.02845e-6	1.34963e-6	-2.20217e-6	
Node 2422: 57: 550.0 Hz	1.99261e-6	1.25381e-6	-2.09871e-6	
Node 2422: 58: 575.0 Hz	1.94866e-6	1.18135e-6	-1.98381e-6	
Node 2422: 59: 581.332 Hz	1.93683e-6	1.16559e-6	-1.95376e-6	
Node 2422: 60: 600.0 Hz	1.9011e-6	1.12337e-6	-1.86453e-6	
Node 2422: 61: 602.059 Hz	1.89711e-6	1.11903e-6	-1.8547e-6	
Node 2422: 62: 613.672 Hz	1.87449e-6	1.09542e-6	-1.79951e-6	
Node 2422: 63: 618.756 Hz	1.86456e-6	1.08549e-6	-1.77555e-6	
Node 2422: 64: 625.0 Hz	1.85235e-6	1.07357e-6	-1.74634e-6	
Node 2422: 65: 650.0 Hz	1.80358e-6	1.02807e-6	-1.63234e-6	
Node 2422: 66: 651.206 Hz	1.80123e-6	1.02594e-6	-1.62698e-6	
Node 2422: 67: 668.491 Hz	1.7677e-6	9.95771e-7	-1.5515e-6	
Node 2422: 68: 675.0 Hz	1.75509e-6	9.84529e-7	-1.52379e-6	
Node 2422: 69: 697.65 Hz	1.71105e-6	9.45487e-7	-1.43037e-6	
Node 2422: 70: 700.0 Hz	1.70645e-6	9.41421e-7	-1.42094e-6	
Node 2422: 71: 723.929 Hz	1.65882e-6	8.99563e-7	-1.32782e-6	
Node 2422: 72: 725.0 Hz	1.65664e-6	8.97665e-7	-1.32377e-6	
Node 2422: 73: 727.004 Hz	1.65257e-6	8.94105e-7	-1.31622e-6	
Node 2422: 74: 750.0 Hz	-1.60454e-6	8.52579e-7	-1.23228e-6	
Node 2422: 75: 754.821 Hz	-1.59415e-6	8.43705e-7	-1.2153e-6	
Node 2422: 76: 771.47 Hz	-1.55731e-6	8.12611e-7	-1.15835e-6	
Node 2422: 77: 775.0 Hz	-1.5493e-6	8.05934e-7	-1.14662e-6	
Node 2422: 78: 791.948 Hz	-1.50991e-6	7.73532e-7	-1.09195e-6	
Node 2422: 79: 797.615 Hz	-1.49639e-6	7.62589e-7	-1.0743e-6	
Node 2422: 80: 800.0 Hz	-1.49066e-6	7.57972e-7	-1.06696e-6	
Node 2422: 81: 825.0 Hz	-1.42897e-6	7.09329e-7	-9.93443e-7	
Node 2422: 82: 826.491 Hz	-1.42521e-6	7.06425e-7	-9.89252e-7	
Node 2422: 83: 850.0 Hz	-1.36508e-6	6.60866e-7	-9.26037e-7	
Node 2422: 84: 857.624 Hz	-1.34532e-6	6.46264e-7	-9.06674e-7	
Node 2422: 85: 875.0 Hz	-1.3001e-6	6.13485e-7	-8.64552e-7	
Node 2422: 86: 894.221 Hz	-1.25013e-6	5.78296e-7	-8.21096e-7	
Node 2422: 87: 900.0 Hz	-1.23519e-6	5.67977e-7	-8.08646e-7	
Node 2422: 88: 925.0 Hz	-1.1714e-6	5.2494e-7	-7.57884e-7	
Node 2422: 89: 944.918 Hz	-1.12195e-6	4.92682e-7	-7.20804e-7	
Node 2422: 90: 950.0 Hz	-1.10958e-6	4.84756e-7	-7.11788e-7	
Node 2422: 91: 975.0 Hz	-1.05032e-6	4.47606e-7	-6.69876e-7	
Node 2422: 92: 1000.0 Hz	-9.94033e-7	4.13517e-7	-6.31691e-7	
Node 3478: 1: 0.0 Hz	6.88017e-6	1.57303e-5	-8.01984e-6	
Node 3478: 2: 25.0 Hz	7.45725e-6	1.77795e-5	-8.30391e-6	
Node 3478: 3: 28.3646 Hz	7.63371e-6	1.84244e-5	-8.38745e-6	
Node 3478: 4: 50.0 Hz	9.24856e-6	2.51193e-5	-9.09953e-6	
Node 3478: 5: 50.1598 Hz	9.25962e-6	2.51774e-5	-9.10427e-6	
Node 3478: 6: 67.9919 Hz	8.62092e-6	2.68485e-5	-9.14075e-6	
Node 3478: 7: 69.454 Hz	8.36641e-6	2.6336e-5	-9.11458e-6	
Node 3478: 8: 75.0 Hz	7.28491e-6	2.37613e-5	-9.05899e-6	
Node 3478: 9: 80.5485 Hz	6.23066e-6	2.07712e-5	-9.10533e-6	
Node 3478: 10: 89.394 Hz	4.97727e-6	1.63468e-5	-9.32942e-6	
Node 3478: 11: 100.0 Hz	4.1873e-6	-1.21508e-5	-9.54118e-6	
Node 3478: 12: 120.237 Hz	3.4712e-6	-6.55533e-6	-8.5807e-6	
Node 3478: 13: 125.0 Hz	3.28472e-6	-5.59816e-6	-8.06556e-6	
Node 3478: 14: 129.311 Hz	3.10251e-6	-4.84802e-6	-7.54988e-6	
Node 3478: 15: 142.442 Hz	2.52896e-6	-3.19042e-6	-5.94128e-6	
Node 3478: 16: 146.936 Hz	2.34502e-6	-2.80842e-6	-5.43579e-6	
Node 3478: 17: 150.0 Hz	2.22658e-6	-2.59225e-6	-5.11242e-6	
Node 3478: 18: 166.486 Hz	1.70209e-6	-1.91366e-6	-3.68079e-6	
Node 3478: 19: 175.0 Hz	1.50396e-6	-1.80267e-6	-3.12839e-6	
Node 3478: 20: 184.177 Hz	1.3382e-6	-1.79879e-6	-2.66197e-6	
Node 3478: 21: 197.232 Hz	1.17224e-6	-1.9026e-6	-2.22903e-6	
Node 3478: 22: 200.0 Hz	1.14572e-6	-1.93153e-6	-2.17245e-6	
Node 3478: 23: 204.712 Hz	1.10643e-6	-1.98192e-6	-2.10349e-6	
Node 3478: 24: 212.011 Hz	1.05834e-6	-2.05796e-6	-2.05905e-6	
Node 3478: 25: 214.284 Hz	1.04616e-6	-2.08037e-6	-2.05874e-6	
Node 3478: 26: 217.891 Hz	1.02927e-6	-2.11437e-6	-2.06931e-6	
Node 3478: 27: 225.0 Hz	1.00383e-6	-2.17547e-6	-2.12168e-6	
Node 3478: 28: 250.0 Hz	-9.75414e-7	-2.35084e-6	2.44097e-6	
Node 3478: 29: 253.857 Hz	-9.76645e-7	-2.3767e-6	2.49001e-6	
Node 3478: 30: 256.009 Hz	-9.77694e-7	-2.39131e-6	2.51619e-6	
Node 3478: 31: 271.668 Hz	-9.88834e-7	-2.50203e-6	2.67224e-6	
Node 3478: 32: 275.0 Hz	-9.91109e-7	-2.52619e-6	2.69629e-6	
Node 3478: 33: 278.879 Hz	-9.93336e-7	-2.55418e-6	2.71982e-6	
Node 3478: 34: 291.043 Hz	-9.957e-7	-2.63769e-6	2.76175e-6	
Node 3478: 35: 300.0 Hz	-9.91548e-7	-2.69068e-6	2.76229e-6	
Node 3478: 36: 302.006 Hz	-9.89856e-7	-2.70112e-6	2.7591e-6	
Node 3478: 37: 309.966 Hz	-9.80407e-7	-2.73646e-6	2.73552e-6	
Node 3478: 38: 314.893 Hz	-9.72485e-7	-2.753e-6	2.71305e-6	
Node 3478: 39: 325.0 Hz	-9.52004e-7	-2.7734e-6	2.65162e-6	
Node 3478: 40: 332.746 Hz	-9.3336e-7	-2.77685e-6	2.59402e-6	
Node 3478: 41: 350.0 Hz	-8.87501e-7	-2.75097e-6	2.44894e-6	
Node 3478: 42: 352.215 Hz	-8.81544e-7	-2.7448e-6	2.42975e-6	
Node 3478: 43: 367.211 Hz	-8.43095e-7	-2.69035e-6	2.30313e-6	
Node 3478: 44: 375.0 Hz	-8.25228e-7	-2.65531e-6	2.24205e-6	
Node 3478: 45: 400.0 Hz	-7.81439e-7	-2.52542e-6	2.07984e-6	
Node 3478: 46: 417.262 Hz	-7.6341e-7	-2.42865e-6	2.00008e-6	
Node 3478: 47: 425.0 Hz	-7.58037e-7	-2.38493e-6	1.97183e-6	
Node 3478: 48: 441.484 Hz	-7.50643e-7	-2.29304e-6	1.9234e-6	
Node 3478: 49: 450.0 Hz	-7.48269e-7	-2.24698e-6	1.9028e-6	
Node 3478: 50: 475.0 Hz	-7.42923e-7	-2.1215e-6	1.84883e-6	
Node 3478: 51: 490.708 Hz	-7.38332e-7	-2.05275e-6	1.81329e-6	
Node 3478: 52: 500.0 Hz	7.34521e-7	2.01644e-6	-1.79e-6	
Node 3478: 53: 508.204 Hz	7.30328e-7	1.9872e-6	-1.76769e-6	
Node 3478: 54: 522.299 Hz	7.21167e-7	1.94314e-6	-1.72533e-6	
Node 3478: 55: 523.017 Hz	7.20633e-7	1.9411e-6	-1.72303e-6	
Node 3478: 56: 525.0 Hz	7.19124e-7	1.93556e-6	-1.71664e-6	
Node 3478: 57: 550.0 Hz	6.96047e-7	1.87735e-6	-1.62889e-6	
Node 3478: 58: 575.0 Hz	6.66454e-7	1.83642e-6	-1.53239e-6	
Node 3478: 59: 581.332 Hz	6.58124e-7	1.82801e-6	-1.50738e-6	
Node 3478: 60: 600.0 Hz	6.31997e-7	1.80625e-6	-1.43376e-6	
Node 3478: 61: 602.059 Hz	6.28991e-7	1.80405e-6	-1.42572e-6	
Node 3478: 62: 613.672 Hz	6.11632e-7	1.79215e-6	-1.38081e-6	
Node 3478: 63: 618.756 Hz	6.0384e-7	1.78711e-6	-1.36146e-6	
Node 3478: 64: 625.0 Hz	5.9413e-7	1.781e-6	-1.33799e-6	
Node 3478: 65: 650.0 Hz	5.53989e-7	1.75605e-6	-1.24775e-6	
Node 3478: 66: 651.206 Hz	5.52012e-7	1.75479e-6	-1.24356e-6	
Node 3478: 67: 668.491 Hz	5.2339e-7	1.73569e-6	-1.18513e-6	
Node 3478: 68: 675.0 Hz	5.1251e-7	1.72788e-6	-1.16392e-6	
Node 3478: 69: 697.65 Hz	4.74471e-7	1.69732e-6	-1.09336e-6	
Node 3478: 70: 700.0 Hz	4.70525e-7	1.69381e-6	-1.08632e-6	
Node 3478: 71: 723.929 Hz	4.30587e-7	1.65399e-6	-1.01737e-6	
Node 3478: 72: 725.0 Hz	4.28816e-7	1.65203e-6	-1.0144e-6	
Node 3478: 73: 727.004 Hz	4.25506e-7	1.64832e-6	-1.00886e-6	
Node 3478: 74: 750.0 Hz	3.88128e-7	1.60171e-6	-9.47611e-7	
Node 3478: 75: 754.821 Hz	3.80459e-7	1.59102e-6	-9.35287e-7	
Node 3478: 76: 771.47 Hz	3.54533e-7	1.55176e-6	-8.94053e-7	
Node 3478: 77: 775.0 Hz	3.49159e-7	1.54299e-6	-8.85569e-7	
Node 3478: 78: 791.948 Hz	3.24035e-7	1.49893e-6	-8.46073e-7	
Node 3478: 79: 797.615 Hz	3.15901e-7	1.48352e-6	-8.33313e-7	
Node 3478: 80: 800.0 Hz	3.12521e-7	1.47695e-6	-8.2801e-7	
Node 3478: 81: 825.0 Hz	2.78703e-7	1.40535e-6	-7.74739e-7	
Node 3478: 82: 826.491 Hz	2.76783e-7	1.40095e-6	-7.71693e-7	
Node 3478: 83: 850.0 Hz	2.48027e-7	1.33029e-6	-7.25573e-7	
Node 3478: 84: 857.624 Hz	2.39325e-7	1.30705e-6	-7.11366e-7	
Node 3478: 85: 875.0 Hz	2.20638e-7	1.25392e-6	-6.80304e-7	
Node 3478: 86: 894.221 Hz	2.01805e-7	1.19552e-6	-6.48002e-7	
Node 3478: 87: 900.0 Hz	1.96511e-7	1.17814e-6	-6.38695e-7	
Node 3478: 88: 925.0 Hz	1.75487e-7	1.10448e-6	-6.00486e-7	
Node 3478: 89: 944.918 Hz	1.60794e-7	1.04806e-6	-5.72295e-7	
Node 3478: 90: 950.0 Hz	1.57317e-7	1.03404e-6	-5.65404e-7	
Node 3478: 91: 975.0 Hz	1.41699e-7	9.67524e-7	-5.33182e-7	
Node 3478: 92: 1000.0 Hz	1.28314e-7	9.05301e-7	-5.0356e-7	
Node 4148: 1: 0.0 Hz	2.28141e-5	2.06281e-5	4.00968e-6	
Node 4148: 2: 25.0 Hz	2.51269e-5	2.29809e-5	3.79906e-6	
Node 4148: 3: 28.3646 Hz	2.58434e-5	2.37157e-5	3.77661e-6	
Node 4148: 4: 50.0 Hz	3.27817e-5	3.10877e-5	5.76793e-6	
Node 4148: 5: 50.1598 Hz	3.2835e-5	3.1148e-5	5.80923e-6	
Node 4148: 6: 67.9919 Hz	3.20242e-5	3.16257e-5	1.18474e-5	
Node 4148: 7: 69.454 Hz	3.11564e-5	3.08764e-5	1.22505e-5	
Node 4148: 8: 75.0 Hz	2.72368e-5	2.73377e-5	1.33977e-5	
Node 4148: 9: 80.5485 Hz	2.30773e-5	2.34118e-5	1.4019e-5	
Node 4148: 10: 89.394 Hz	1.73861e-5	1.77604e-5	1.43325e-5	
Node 4148: 11: 100.0 Hz	1.25905e-5	-1.25242e-5	-1.4057e-5	
Node 4148: 12: 120.237 Hz	7.50743e-6	-5.81999e-6	-1.16455e-5	
Node 4148: 13: 125.0 Hz	6.73738e-6	-4.72922e-6	-1.07913e-5	
Node 4148: 14: 129.311 Hz	6.12275e-6	-3.89587e-6	-9.9948e-6	
Node 4148: 15: 142.442 Hz	4.62758e-6	-2.21889e-6	-7.74653e-6	
Node 4148: 16: 146.936 Hz	4.22889e-6	-1.9217e-6	-7.10383e-6	
Node 4148: 17: 150.0 Hz	3.988e-6	-1.79054e-6	-6.71e-6	
Node 4148: 18: 166.486 Hz	3.10682e-6	-1.752e-6	-5.17555e-6	
Node 4148: 19: 175.0 Hz	2.89534e-6	-1.92094e-6	-4.70524e-6	
Node 4148: 20: 184.177 Hz	2.79237e-6	-2.11693e-6	-4.3758e-6	
Node 4148: 21: 197.232 Hz	2.74124e-6	-2.35791e-6	-4.12713e-6	
Node 4148: 22: 200.0 Hz	2.73172e-6	-2.40032e-6	-4.09783e-6	
Node 4148: 23: 204.712 Hz	2.71079e-6	-2.46504e-6	-4.06177e-6	
Node 4148: 24: 212.011 Hz	2.66119e-6	-2.54745e-6	-4.03358e-6	
Node 4148: 25: 214.284 Hz	2.64081e-6	-2.56907e-6	-4.03036e-6	
Node 4148: 26: 217.891 Hz	2.60355e-6	-2.59992e-6	-4.02971e-6	
Node 4148: 27: 225.0 Hz	2.5135e-6	-2.65043e-6	-4.04175e-6	
Node 4148: 28: 250.0 Hz	2.08951e-6	-2.77589e-6	4.16076e-6	
Node 4148: 29: 253.857 Hz	2.01968e-6	-2.79304e-6	4.18161e-6	
Node 4148: 30: 256.009 Hz	1.98111e-6	-2.80249e-6	4.19272e-6	
Node 4148: 31: 271.668 Hz	1.71802e-6	-2.86448e-6	4.25112e-6	
Node 4148: 32: 275.0 Hz	1.66754e-6	-2.8748e-6	4.25621e-6	
Node 4148: 33: 278.879 Hz	1.61178e-6	-2.88479e-6	4.25799e-6	
Node 4148: 34: 291.043 Hz	1.45962e-6	-2.89776e-6	4.23136e-6	
Node 4148: 35: 300.0 Hz	1.3711e-6	-2.88519e-6	4.17862e-6	
Node 4148: 36: 302.006 Hz	1.35408e-6	-2.87949e-6	4.16301e-6	
Node 4148: 37: 309.966 Hz	1.29664e-6	-2.84615e-6	4.08818e-6	
Node 4148: 38: 314.893 Hz	1.269e-6	-2.81702e-6	4.03247e-6	
Node 4148: 39: 325.0 Hz	1.23024e-6	-2.73829e-6	3.89977e-6	
Node 4148: 40: 332.746 Hz	1.21547e-6	-2.66272e-6	3.78556e-6	
