35.5784
39.8727
43.4527
61.6258
89.2682
150.257
209.144
257.877
302.805
318.341
363.981
371.469
395.201
413.426
436.68
439.133
459.204
521.341
538.731
557.978
599.258
609.776
628.013
643.334
687.294
697.3
736.09
