	DX	DY	DZ	
Node 60: 27: 225.0 Hz	1.70411e-6	5.15253e-6	-5.49167e-6	
Node 60: 28: 250.0 Hz	-1.1253e-6	-4.58851e-6	5.0309e-6	
Node 60: 29: 253.857 Hz	-1.04616e-6	-4.50176e-6	4.96889e-6	
Node 60: 30: 256.009 Hz	-1.00293e-6	-4.45309e-6	4.93481e-6	
Node 60: 31: 271.668 Hz	-7.05587e-7	-4.09252e-6	4.68961e-6	
Node 60: 32: 275.0 Hz	-6.45869e-7	-4.01451e-6	4.63646e-6	
Node 60: 33: 278.879 Hz	-5.77865e-7	-3.92346e-6	4.57356e-6	
Node 60: 34: 291.043 Hz	-3.75494e-7	-3.63933e-6	4.36709e-6	
Node 60: 35: 300.0 Hz	-2.38986e-7	-3.43714e-6	4.20533e-6	
Node 60: 36: 302.006 Hz	-2.10403e-7	-3.39339e-6	4.16806e-6	
Node 60: 37: 309.966 Hz	-1.1073e-7	-3.2275e-6	4.01704e-6	
Node 60: 38: 314.893 Hz	-7.7847e-8	-3.13237e-6	3.92171e-6	
Node 60: 39: 325.0 Hz	-1.4197e-7	-2.95937e-6	3.72431e-6	
Node 60: 40: 332.746 Hz	-2.24526e-7	-2.84929e-6	3.57384e-6	
Node 60: 41: 350.0 Hz	-3.97092e-7	-2.67469e-6	3.25256e-6	
Node 60: 42: 352.215 Hz	-4.17267e-7	-2.65862e-6	3.21344e-6	
Node 60: 43: 367.211 Hz	-5.42012e-7	-2.57835e-6	2.96556e-6	
Node 60: 44: 375.0 Hz	-5.99378e-7	-2.55076e-6	2.84976e-6	
Node 60: 45: 400.0 Hz	-7.56641e-7	-2.48576e-6	2.54227e-6	
Node 60: 46: 417.262 Hz	-8.4813e-7	-2.43748e-6	2.38384e-6	
Node 60: 47: 425.0 Hz	-8.86177e-7	-2.41168e-6	2.32503e-6	
Node 60: 48: 441.484 Hz	-9.63182e-7	-2.34693e-6	2.22001e-6	
Node 60: 49: 450.0 Hz	-1.00145e-6	-2.30849e-6	2.17437e-6	
Node 60: 50: 475.0 Hz	-1.11006e-6	-2.17927e-6	2.06198e-6	
Node 60: 51: 490.708 Hz	-1.17569e-6	-2.08842e-6	-2.00034e-6	
Node 60: 52: 500.0 Hz	-1.21325e-6	-2.03212e-6	-1.96512e-6	
Node 60: 53: 508.204 Hz	-1.24537e-6	-1.98117e-6	-1.93429e-6	
Node 60: 54: 522.299 Hz	-1.29758e-6	-1.89157e-6	-1.88133e-6	
Node 60: 55: 523.017 Hz	-1.30013e-6	-1.88694e-6	-1.87862e-6	
Node 60: 56: 525.0 Hz	-1.30708e-6	-1.87417e-6	-1.87115e-6	
Node 60: 57: 550.0 Hz	-1.38514e-6	-1.71155e-6	-1.77674e-6	
Node 60: 58: 575.0 Hz	-1.44138e-6	-1.55004e-6	-1.68387e-6	
Node 60: 59: 581.332 Hz	-1.45165e-6	-1.50997e-6	-1.66096e-6	
Node 60: 60: 600.0 Hz	-1.4721e-6	-1.39504e-6	-1.59543e-6	
Node 60: 61: 602.059 Hz	-1.47345e-6	-1.38272e-6	-1.5884e-6	
Node 60: 62: 613.672 Hz	-1.47775e-6	-1.31474e-6	-1.54953e-6	
Node 60: 63: 618.756 Hz	-1.47789e-6	-1.28587e-6	-1.53292e-6	
Node 60: 64: 625.0 Hz	-1.47665e-6	-1.25121e-6	-1.51285e-6	
Node 60: 65: 650.0 Hz	-1.45723e-6	-1.122e-6	-1.43578e-6	
Node 60: 66: 651.206 Hz	-1.45575e-6	-1.11618e-6	-1.43218e-6	
Node 60: 67: 668.491 Hz	-1.42988e-6	-1.03688e-6	-1.38157e-6	
Node 60: 68: 675.0 Hz	-1.41807e-6	-1.00904e-6	-1.36293e-6	
Node 60: 69: 697.65 Hz	-1.36987e-6	-9.20275e-7	-1.29947e-6	
Node 60: 70: 700.0 Hz	-1.36435e-6	-9.11744e-7	-1.29299e-6	
Node 60: 71: 723.929 Hz	-1.304e-6	-8.31217e-7	-1.22795e-6	
Node 60: 72: 725.0 Hz	-1.30116e-6	-8.2786e-7	-1.22508e-6	
Node 60: 73: 727.004 Hz	-1.29582e-6	-8.21627e-7	-1.2197e-6	
Node 60: 74: 750.0 Hz	-1.23285e-6	-7.54498e-7	-1.15877e-6	
Node 60: 75: 754.821 Hz	-1.21938e-6	-7.41336e-7	-1.14616e-6	
Node 60: 76: 771.47 Hz	-1.17262e-6	-6.97962e-7	-1.1031e-6	
Node 60: 77: 775.0 Hz	-1.1627e-6	-6.89148e-7	-1.09407e-6	
Node 60: 78: 791.948 Hz	-1.11532e-6	-6.48522e-7	-1.05123e-6	
Node 60: 79: 797.615 Hz	-1.09962e-6	-6.35526e-7	-1.03711e-6	
Node 60: 80: 800.0 Hz	-1.09304e-6	-6.30143e-7	-1.0312e-6	
Node 60: 81: 825.0 Hz	-1.02542e-6	-5.76599e-7	-9.70546e-7	
Node 60: 82: 826.491 Hz	-1.02148e-6	-5.73568e-7	-9.67007e-7	
Node 60: 83: 850.0 Hz	-9.60806e-7	-5.28108e-7	-9.12498e-7	
Node 60: 84: 857.624 Hz	-9.41795e-7	-5.1429e-7	-8.95371e-7	
Node 60: 85: 875.0 Hz	-8.99765e-7	-4.84432e-7	-8.574e-7	
Node 60: 86: 894.221 Hz	-8.55457e-7	-4.53973e-7	-8.17199e-7	
Node 60: 87: 900.0 Hz	-8.42591e-7	-4.45321e-7	-8.05491e-7	
Node 60: 88: 925.0 Hz	-7.89377e-7	-4.10454e-7	-7.56895e-7	
Node 60: 89: 944.918 Hz	-7.49789e-7	-3.85453e-7	-7.20563e-7	
Node 60: 90: 950.0 Hz	-7.40078e-7	-3.79441e-7	-7.11628e-7	
Node 60: 91: 975.0 Hz	-6.94553e-7	-3.51861e-7	-6.69617e-7	
Node 60: 92: 1000.0 Hz	-6.52601e-7	-3.27297e-7	-6.30727e-7	
Node 2422: 1: 0.0 Hz	3.00175e-5	5.20543e-5	3.06757e-6	
Node 2422: 2: 25.0 Hz	3.29093e-5	5.84038e-5	3.13517e-6	
Node 2422: 3: 28.3646 Hz	3.38019e-5	6.03936e-5	3.15603e-6	
Node 2422: 4: 50.0 Hz	4.23122e-5	8.0691e-5	3.68097e-6	
Node 2422: 5: 50.1598 Hz	4.23757e-5	8.08623e-5	3.69178e-6	
Node 2422: 6: 67.9919 Hz	4.07411e-5	8.41857e-5	6.16874e-6	
Node 2422: 7: 69.454 Hz	3.96e-5	8.24047e-5	6.42698e-6	
Node 2422: 8: 75.0 Hz	3.45377e-5	7.37656e-5	7.34469e-6	
Node 2422: 9: 80.5485 Hz	2.92878e-5	6.4018e-5	8.14335e-6	
Node 2422: 10: 89.394 Hz	2.23625e-5	4.99792e-5	9.23176e-6	
Node 2422: 11: 100.0 Hz	1.69725e-5	3.72659e-5	1.03085e-5	
Node 2422: 12: 120.237 Hz	1.18568e-5	2.20146e-5	1.10207e-5	
Node 2422: 13: 125.0 Hz	1.10138e-5	1.9616e-5	1.0856e-5	
Node 2422: 14: 129.311 Hz	1.02888e-5	1.77543e-5	1.06277e-5	
Node 2422: 15: 142.442 Hz	8.28879e-6	1.35452e-5	9.72248e-6	
Node 2422: 16: 146.936 Hz	7.69012e-6	1.24933e-5	9.40809e-6	
Node 2422: 17: 150.0 Hz	7.31014e-6	1.18615e-5	9.20339e-6	
Node 2422: 18: 166.486 Hz	5.6554e-6	9.3442e-6	8.26673e-6	
Node 2422: 19: 175.0 Hz	5.03137e-6	8.46829e-6	7.87282e-6	
Node 2422: 20: 184.177 Hz	4.49703e-6	7.75046e-6	7.49338e-6	
Node 2422: 21: 197.232 Hz	3.91414e-6	7.01888e-6	7.01707e-6	
Node 2422: 22: 200.0 Hz	3.80893e-6	6.89478e-6	6.92494e-6	
Node 2422: 23: 204.712 Hz	3.63965e-6	6.70082e-6	6.77497e-6	
Node 2422: 24: 212.011 Hz	3.39503e-6	6.43176e-6	6.55926e-6	
Node 2422: 25: 214.284 Hz	3.3219e-6	6.35332e-6	6.49604e-6	
Node 2422: 26: 217.891 Hz	3.208e-6	6.23225e-6	6.39934e-6	
Node 2422: 27: 225.0 Hz	2.98941e-6	6.00084e-6	6.22089e-6	
Node 2422: 28: 250.0 Hz	-2.27733e-6	-5.18567e-6	5.68459e-6	
Node 2422: 29: 253.857 Hz	-2.17814e-6	-5.05556e-6	5.60869e-6	
Node 2422: 30: 256.009 Hz	-2.12446e-6	-4.98243e-6	5.56655e-6	
Node 2422: 31: 271.668 Hz	-1.77609e-6	-4.44255e-6	5.25697e-6	
Node 2422: 32: 275.0 Hz	-1.71284e-6	-4.32696e-6	5.18905e-6	
Node 2422: 33: 278.879 Hz	-1.64462e-6	-4.19279e-6	5.10863e-6	
Node 2422: 34: 291.043 Hz	-1.47092e-6	-3.77986e-6	4.84583e-6	
Node 2422: 35: 300.0 Hz	-1.38396e-6	-3.49105e-6	4.64246e-6	
Node 2422: 36: 302.006 Hz	-1.36926e-6	-3.42903e-6	4.59598e-6	
Node 2422: 37: 309.966 Hz	-1.32741e-6	-3.19506e-6	4.40923e-6	
Node 2422: 38: 314.893 Hz	-1.31386e-6	-3.06144e-6	4.29264e-6	
Node 2422: 39: 325.0 Hz	-1.31141e-6	-2.81823e-6	4.05437e-6	
Node 2422: 40: 332.746 Hz	-1.32811e-6	-2.66181e-6	3.87559e-6	
Node 2422: 41: 350.0 Hz	-1.40242e-6	-2.40251e-6	3.50185e-6	
Node 2422: 42: 352.215 Hz	-1.41431e-6	-2.37694e-6	3.45708e-6	
Node 2422: 43: 367.211 Hz	-1.50142e-6	-2.23678e-6	3.17688e-6	
Node 2422: 44: 375.0 Hz	-1.54878e-6	-2.17975e-6	3.0479e-6	
Node 2422: 45: 400.0 Hz	-1.69808e-6	-2.0216e-6	2.70967e-6	
Node 2422: 46: 417.262 Hz	-1.7937e-6	-1.91001e-6	2.53557e-6	
Node 2422: 47: 425.0 Hz	-1.83414e-6	-1.85675e-6	2.47022e-6	
Node 2422: 48: 441.484 Hz	-1.91549e-6	-1.73682e-6	2.3513e-6	
Node 2422: 49: 450.0 Hz	-1.95517e-6	-1.67216e-6	2.29828e-6	
Node 2422: 50: 475.0 Hz	-2.06377e-6	-1.47742e-6	2.16313e-6	
Node 2422: 51: 490.708 Hz	-2.12632e-6	-1.35527e-6	-2.08658e-6	
Node 2422: 52: 500.0 Hz	-2.16111e-6	-1.28428e-6	-2.04245e-6	
Node 2422: 53: 508.204 Hz	-2.19027e-6	-1.22274e-6	-2.00378e-6	
Node 2422: 54: 522.299 Hz	-2.23648e-6	-1.1202e-6	-1.93752e-6	
Node 2422: 55: 523.017 Hz	-2.23869e-6	-1.11509e-6	-1.93414e-6	
Node 2422: 56: 525.0 Hz	-2.2447e-6	-1.10106e-6	-1.92484e-6	
Node 2422: 57: 550.0 Hz	-2.30943e-6	-9.33292e-7	-1.80823e-6	
Node 2422: 58: 575.0 Hz	-2.34995e-6	-7.84719e-7	-1.69569e-6	
Node 2422: 59: 581.332 Hz	-2.35589e-6	-7.50443e-7	-1.66831e-6	
Node 2422: 60: 600.0 Hz	-2.36281e-6	-6.57639e-7	-1.59088e-6	
Node 2422: 61: 602.059 Hz	-2.3626e-6	-6.4817e-7	-1.58267e-6	
Node 2422: 62: 613.672 Hz	-2.35788e-6	-5.97609e-7	-1.5375e-6	
Node 2422: 63: 618.756 Hz	-2.35395e-6	-5.77e-7	-1.51837e-6	
Node 2422: 64: 625.0 Hz	-2.34762e-6	-5.5295e-7	-1.49537e-6	
Node 2422: 65: 650.0 Hz	-2.30685e-6	-4.70229e-7	-1.40839e-6	
Node 2422: 66: 651.206 Hz	-2.3043e-6	-4.6677e-7	-1.40438e-6	
Node 2422: 67: 668.491 Hz	-2.26269e-6	-4.22228e-7	-1.34838e-6	
Node 2422: 68: 675.0 Hz	-2.24473e-6	-4.07777e-7	-1.32795e-6	
Node 2422: 69: 697.65 Hz	-2.17404e-6	-3.66293e-7	-1.25903e-6	
Node 2422: 70: 700.0 Hz	-2.16607e-6	-3.62697e-7	-1.25205e-6	
Node 2422: 71: 723.929 Hz	-2.07949e-6	-3.32347e-7	-1.18242e-6	
Node 2422: 72: 725.0 Hz	-2.07541e-6	-3.31224e-7	-1.17936e-6	
Node 2422: 73: 727.004 Hz	-2.06775e-6	-3.29168e-7	-1.17365e-6	
Node 2422: 74: 750.0 Hz	-1.97677e-6	-3.09356e-7	-1.10928e-6	
Node 2422: 75: 754.821 Hz	-1.95714e-6	-3.05931e-7	-1.09606e-6	
Node 2422: 76: 771.47 Hz	-1.88837e-6	-2.9551e-7	-1.05113e-6	
Node 2422: 77: 775.0 Hz	-1.87365e-6	-2.9353e-7	-1.04175e-6	
Node 2422: 78: 791.948 Hz	-1.80276e-6	-2.84823e-7	-9.97541e-7	
Node 2422: 79: 797.615 Hz	-1.77905e-6	-2.8214e-7	-9.8306e-7	
Node 2422: 80: 800.0 Hz	-1.76909e-6	-2.81036e-7	-9.77014e-7	
Node 2422: 81: 825.0 Hz	-1.66563e-6	-2.70091e-7	-9.1541e-7	
Node 2422: 82: 826.491 Hz	-1.65954e-6	-2.69462e-7	-9.11841e-7	
Node 2422: 83: 850.0 Hz	-1.56531e-6	-2.5968e-7	-8.57252e-7	
Node 2422: 84: 857.624 Hz	-1.53557e-6	-2.5653e-7	-8.40239e-7	
Node 2422: 85: 875.0 Hz	-1.46955e-6	-2.49332e-7	-8.02755e-7	
Node 2422: 86: 894.221 Hz	-1.39962e-6	-2.41324e-7	-7.63408e-7	
Node 2422: 87: 900.0 Hz	-1.37926e-6	-2.38907e-7	-7.5201e-7	
Node 2422: 88: 925.0 Hz	-1.29489e-6	-2.28438e-7	-7.04991e-7	
Node 2422: 89: 944.918 Hz	-1.23198e-6	-2.20137e-7	-6.70118e-7	
Node 2422: 90: 950.0 Hz	-1.21654e-6	-2.18033e-7	-6.61576e-7	
Node 2422: 91: 975.0 Hz	-1.14408e-6	-2.07811e-7	-6.21582e-7	
Node 2422: 92: 1000.0 Hz	-1.07722e-6	-1.97879e-7	-5.84785e-7	
Node 3478: 1: 0.0 Hz	1.01384e-5	3.04469e-5	-3.77348e-6	
Node 3478: 2: 25.0 Hz	1.11803e-5	3.43078e-5	-4.17661e-6	
Node 3478: 3: 28.3646 Hz	1.1503e-5	3.55203e-5	-4.29995e-6	
Node 3478: 4: 50.0 Hz	1.46384e-5	4.801e-5	-5.50924e-6	
Node 3478: 5: 50.1598 Hz	1.46627e-5	4.81171e-5	-5.51931e-6	
Node 3478: 6: 67.9919 Hz	1.44107e-5	5.08065e-5	-5.93938e-6	
Node 3478: 7: 69.454 Hz	1.40382e-5	4.97975e-5	-5.89868e-6	
Node 3478: 8: 75.0 Hz	1.23552e-5	4.48107e-5	-5.73525e-6	
Node 3478: 9: 80.5485 Hz	1.05852e-5	3.91051e-5	-5.66482e-6	
Node 3478: 10: 89.394 Hz	8.23805e-6	3.08156e-5	-5.88215e-6	
Node 3478: 11: 100.0 Hz	6.42502e-6	2.32463e-5	-6.51984e-6	
Node 3478: 12: 120.237 Hz	4.75689e-6	1.40354e-5	-7.48878e-6	
Node 3478: 13: 125.0 Hz	4.48068e-6	1.25663e-5	-7.5172e-6	
Node 3478: 14: 129.311 Hz	4.23917e-6	1.1421e-5	-7.48097e-6	
Node 3478: 15: 142.442 Hz	3.55021e-6	8.81035e-6	-7.15861e-6	
Node 3478: 16: 146.936 Hz	3.33676e-6	8.15092e-6	-7.02098e-6	
Node 3478: 17: 150.0 Hz	3.19919e-6	7.75295e-6	-6.92758e-6	
Node 3478: 18: 166.486 Hz	2.57167e-6	6.15436e-6	-6.46843e-6	
Node 3478: 19: 175.0 Hz	2.31437e-6	5.60165e-6	-6.25525e-6	
Node 3478: 20: 184.177 Hz	2.07788e-6	5.16189e-6	-6.03204e-6	
Node 3478: 21: 197.232 Hz	1.79917e-6	4.74386e-6	-5.7212e-6	
Node 3478: 22: 200.0 Hz	1.74711e-6	4.67775e-6	-5.65698e-6	
Node 3478: 23: 204.712 Hz	1.66316e-6	4.57773e-6	-5.5498e-6	
Node 3478: 24: 212.011 Hz	1.54308e-6	4.44508e-6	-5.39065e-6	
Node 3478: 25: 214.284 Hz	1.50781e-6	4.40744e-6	-5.34312e-6	
Node 3478: 26: 217.891 Hz	1.45364e-6	4.34987e-6	-5.2699e-6	
Node 3478: 27: 225.0 Hz	1.35243e-6	4.24027e-6	-5.13388e-6	
Node 3478: 28: 250.0 Hz	-1.03713e-6	-3.83283e-6	4.73425e-6	
Node 3478: 29: 253.857 Hz	-9.92427e-7	-3.76329e-6	4.67983e-6	
Node 3478: 30: 256.009 Hz	-9.67834e-7	-3.72365e-6	4.6498e-6	
Node 3478: 31: 271.668 Hz	-7.95868e-7	-3.41954e-6	4.43105e-6	
Node 3478: 32: 275.0 Hz	-7.60818e-7	-3.352e-6	4.38297e-6	
Node 3478: 33: 278.879 Hz	-7.20744e-7	-3.27263e-6	4.32578e-6	
Node 3478: 34: 291.043 Hz	-6.00698e-7	-3.02241e-6	4.13617e-6	
Node 3478: 35: 300.0 Hz	-5.18876e-7	-2.84284e-6	3.98608e-6	
Node 3478: 36: 302.006 Hz	-5.01465e-7	-2.80388e-6	3.95136e-6	
Node 3478: 37: 309.966 Hz	-4.36174e-7	-2.65595e-6	3.81028e-6	
Node 3478: 38: 314.893 Hz	-3.99157e-7	-2.57099e-6	3.72099e-6	
Node 3478: 39: 325.0 Hz	-3.32667e-7	-2.41641e-6	3.53575e-6	
Node 3478: 40: 332.746 Hz	-2.9149e-7	-2.31802e-6	3.39445e-6	
Node 3478: 41: 350.0 Hz	-2.34593e-7	-2.16201e-6	3.09305e-6	
Node 3478: 42: 352.215 Hz	-2.30855e-7	-2.14765e-6	3.05642e-6	
Node 3478: 43: 367.211 Hz	-2.24022e-7	-2.07573e-6	2.82476e-6	
Node 3478: 44: 375.0 Hz	-2.30338e-7	-2.05083e-6	2.71682e-6	
Node 3478: 45: 400.0 Hz	-2.72694e-7	-1.99155e-6	2.43084e-6	
Node 3478: 46: 417.262 Hz	-3.09561e-7	-1.94774e-6	2.28324e-6	
Node 3478: 47: 425.0 Hz	-3.26783e-7	-1.92457e-6	2.22817e-6	
Node 3478: 48: 441.484 Hz	-3.64384e-7	-1.86694e-6	2.12906e-6	
Node 3478: 49: 450.0 Hz	-3.84234e-7	-1.83295e-6	2.08553e-6	
Node 3478: 50: 475.0 Hz	-4.43785e-7	-1.71951e-6	1.97672e-6	
Node 3478: 51: 490.708 Hz	-4.81443e-7	-1.64027e-6	-1.91607e-6	
Node 3478: 52: 500.0 Hz	-5.03368e-7	-1.59138e-6	-1.88119e-6	
Node 3478: 53: 508.204 Hz	-5.22278e-7	-1.54731e-6	-1.85055e-6	
Node 3478: 54: 522.299 Hz	-5.53253e-7	-1.47029e-6	-1.79776e-6	
Node 3478: 55: 523.017 Hz	-5.54769e-7	-1.46634e-6	-1.79506e-6	
Node 3478: 56: 525.0 Hz	-5.58912e-7	-1.45542e-6	-1.78759e-6	
Node 3478: 57: 550.0 Hz	-6.05609e-7	-1.31815e-6	-1.69303e-6	
Node 3478: 58: 575.0 Hz	-6.39564e-7	-1.18582e-6	-1.59947e-6	
Node 3478: 59: 581.332 Hz	-6.45855e-7	-1.15374e-6	-1.5763e-6	
Node 3478: 60: 600.0 Hz	-6.58774e-7	-1.06359e-6	-1.50983e-6	
Node 3478: 61: 602.059 Hz	-6.59688e-7	-1.05409e-6	-1.50269e-6	
Node 3478: 62: 613.672 Hz	-6.62991e-7	-1.00232e-6	-1.46314e-6	
Node 3478: 63: 618.756 Hz	-6.63476e-7	-9.80634e-7	-1.44622e-6	
Node 3478: 64: 625.0 Hz	-6.63304e-7	-9.54838e-7	-1.42577e-6	
Node 3478: 65: 650.0 Hz	-6.54907e-7	-8.6072e-7	-1.34731e-6	
Node 3478: 66: 651.206 Hz	-6.54221e-7	-8.5654e-7	-1.34365e-6	
Node 3478: 67: 668.491 Hz	-6.41996e-7	-8.00014e-7	-1.29235e-6	
Node 3478: 68: 675.0 Hz	-6.36367e-7	-7.8026e-7	-1.27353e-6	
Node 3478: 69: 697.65 Hz	-6.13413e-7	-7.17087e-7	-1.20984e-6	
Node 3478: 70: 700.0 Hz	-6.10789e-7	-7.10967e-7	-1.20337e-6	
Node 3478: 71: 723.929 Hz	-5.82345e-7	-6.52344e-7	-1.1389e-6	
Node 3478: 72: 725.0 Hz	-5.81016e-7	-6.49857e-7	-1.13607e-6	
Node 3478: 73: 727.004 Hz	-5.7852e-7	-6.4523e-7	-1.13078e-6	
Node 3478: 74: 750.0 Hz	-5.49296e-7	-5.94428e-7	-1.07122e-6	
Node 3478: 75: 754.821 Hz	-5.43098e-7	-5.84247e-7	-1.05898e-6	
Node 3478: 76: 771.47 Hz	-5.21715e-7	-5.50173e-7	-1.0174e-6	
Node 3478: 77: 775.0 Hz	-5.17203e-7	-5.43154e-7	-1.00872e-6	
Node 3478: 78: 791.948 Hz	-4.95764e-7	-5.10431e-7	-9.67756e-7	
Node 3478: 79: 797.615 Hz	-4.88696e-7	-4.99846e-7	-9.54319e-7	
Node 3478: 80: 800.0 Hz	-4.8574e-7	-4.95447e-7	-9.48706e-7	
Node 3478: 81: 825.0 Hz	-4.55493e-7	-4.51307e-7	-8.91377e-7	
Node 3478: 82: 826.491 Hz	-4.53735e-7	-4.48791e-7	-8.88048e-7	
Node 3478: 83: 850.0 Hz	-4.26781e-7	-4.10943e-7	-8.36976e-7	
Node 3478: 84: 857.624 Hz	-4.18359e-7	-3.99413e-7	-8.21001e-7	
Node 3478: 85: 875.0 Hz	-3.99767e-7	-3.74507e-7	-7.85697e-7	
Node 3478: 86: 894.221 Hz	-3.80195e-7	-3.49161e-7	-7.48471e-7	
Node 3478: 87: 900.0 Hz	-3.74515e-7	-3.41981e-7	-7.37656e-7	
Node 3478: 88: 925.0 Hz	-3.51025e-7	-3.13175e-7	-6.9288e-7	
Node 3478: 89: 944.918 Hz	-3.33547e-7	-2.92679e-7	-6.59508e-7	
Node 3478: 90: 950.0 Hz	-3.29259e-7	-2.87774e-7	-6.51313e-7	
Node 3478: 91: 975.0 Hz	-3.09144e-7	-2.65406e-7	-6.12835e-7	
Node 3478: 92: 1000.0 Hz	-2.90591e-7	-2.45685e-7	-5.77284e-7	
Node 4148: 1: 0.0 Hz	3.95158e-5	3.75178e-5	8.05923e-6	
Node 4148: 2: 25.0 Hz	4.38225e-5	4.2e-5	9.10319e-6	
Node 4148: 3: 28.3646 Hz	4.51627e-5	4.34028e-5	9.43415e-6	
Node 4148: 4: 50.0 Hz	5.84192e-5	5.76352e-5	1.29496e-5	
Node 4148: 5: 50.1598 Hz	5.85252e-5	5.77542e-5	1.29811e-5	
Node 4148: 6: 67.9919 Hz	5.85388e-5	5.96674e-5	1.42025e-5	
Node 4148: 7: 69.454 Hz	5.70897e-5	5.83622e-5	1.39822e-5	
Node 4148: 8: 75.0 Hz	5.03837e-5	5.20909e-5	1.28319e-5	
Node 4148: 9: 80.5485 Hz	4.31135e-5	4.50651e-5	1.14827e-5	
Node 4148: 10: 89.394 Hz	3.29934e-5	3.49902e-5	9.5568e-6	
Node 4148: 11: 100.0 Hz	2.42753e-5	2.5901e-5	7.93742e-6	
Node 4148: 12: 120.237 Hz	1.46722e-5	1.50875e-5	6.29159e-6	
Node 4148: 13: 125.0 Hz	1.31767e-5	1.34134e-5	6.04345e-6	
Node 4148: 14: 129.311 Hz	1.19737e-5	1.21268e-5	5.84453e-6	
Node 4148: 15: 142.442 Hz	8.9594e-6	9.29695e-6	5.36764e-6	
Node 4148: 16: 146.936 Hz	8.10567e-6	8.61939e-6	5.24588e-6	
Node 4148: 17: 150.0 Hz	7.56872e-6	8.2209e-6	5.17403e-6	
Node 4148: 18: 166.486 Hz	5.29418e-6	6.70302e-6	4.91791e-6	
Node 4148: 19: 175.0 Hz	4.53406e-6	6.1924e-6	4.85068e-6	
Node 4148: 20: 184.177 Hz	4.01021e-6	5.76762e-6	4.81157e-6	
Node 4148: 21: 197.232 Hz	3.64361e-6	5.31036e-6	4.79884e-6	
Node 4148: 22: 200.0 Hz	3.59926e-6	5.2282e-6	4.80096e-6	
Node 4148: 23: 204.712 Hz	3.53628e-6	5.09598e-6	4.80738e-6	
Node 4148: 24: 212.011 Hz	3.45147e-6	4.90375e-6	4.82227e-6	
Node 4148: 25: 214.284 Hz	3.42499e-6	4.84565e-6	4.82766e-6	
Node 4148: 26: 217.891 Hz	3.38104e-6	4.75418e-6	4.83648e-6	
Node 4148: 27: 225.0 Hz	3.28426e-6	4.57379e-6	4.85343e-6	
Node 4148: 28: 250.0 Hz	2.84657e-6	-3.89987e-6	4.87039e-6	
Node 4148: 29: 253.857 Hz	2.77351e-6	-3.78889e-6	4.86251e-6	
Node 4148: 30: 256.009 Hz	2.73301e-6	-3.72622e-6	4.85649e-6	
Node 4148: 31: 271.668 Hz	2.45424e-6	-3.25702e-6	4.77299e-6	
Node 4148: 32: 275.0 Hz	2.40018e-6	-3.155e-6	4.74537e-6	
Node 4148: 33: 278.879 Hz	2.34015e-6	-3.0358e-6	4.7086e-6	
Node 4148: 34: 291.043 Hz	2.17345e-6	-2.66265e-6	4.56101e-6	
Node 4148: 35: 300.0 Hz	2.0721e-6	-2.39429e-6	4.42269e-6	
Node 4148: 36: 302.006 Hz	2.05183e-6	-2.33562e-6	4.38862e-6	
Node 4148: 37: 309.966 Hz	1.97969e-6	-2.11007e-6	4.24377e-6	
