Condition,f95,f190,f285,f380,f475,f570,f665,f760,f855,f950
nrc,5.74026375,0.525418,0.345708875,0.253619238,0.236333813,0.304283388,0.252725375,0.15169465,0.3257411,0.27030875
nrc,10.9342625,1.12683125,0.338854288,0.245870663,0.232757488,0.204444713,0.305475375,0.332595625,0.318588963,0.217260088
nrc,6.34077875,0.609759,0.3272315,0.234247675,0.260473788,0.298024875,0.239612075,0.221134588,0.230671313,0.233651625
nrc,56.5674875,6.098785,1.055008,0.49948975,0.333787875,0.30875375,0.237228188,0.208617663,0.28133525,0.22292275
nrc,56.8989,4.647995,0.760559375,0.363590563,0.340940625,0.237228125,0.23841985,0.256301225,0.171662388,0.302793
nrr,7.0581225,0.55611475,0.368805763,0.399353375,0.31143585,0.405313875,0.4422685,0.414552625,0.279547375,0.4386925
nrr,11.13525,0.820015,0.420662375,0.305475325,0.271798588,0.391157625,0.382514625,0.301153875,0.481459263,0.431987375
nrr,0.7696495,0.2715005,0.191927978,0.222028625,0.23186325,0.301303,0.22098565,0.140220413,0.141263888,0.204444975
nrr,1.697995,0.265242213,0.268520375,0.28804125,0.32410225,0.444802463,0.230075,0.3264865,0.291766338,0.361653
nrr,1.67162375,0.31069085,0.277312288,0.256748475,0.394584875,0.308753688,0.333042738,0.255705125,0.357927875,0.420513
nrr,0.820313875,0.295938625,0.381919125,0.40978425,0.33885425,0.393839875,0.294597375,0.405760625,0.37968375,0.36791175
nrr,0.557902875,0.334532875,0.394882925,0.394734125,0.273735925,0.425430763,0.25913275,0.345559875,0.32678425,0.368805625
nrr,0.441375,0.36865675,0.235737725,0.357033875,0.21010725,0.245870475,0.253321125,0.32186675,0.24289015,0.233055413
nrr,1.67698625,0.250638913,0.22158165,0.208021413,0.345410625,0.202358825,0.282527625,0.244380413,0.249744638,0.26852025
nrr,0.563415875,0.485333625,0.27552375,0.2233696,0.2595795,0.278951375,0.24289025,0.245870438,0.2595796,0.31784375
nrr,6.79839375,0.23797275,0.242890388,0.279398125,0.256301513,0.312330375,0.3060715,0.323058875,0.350924125,0.2603246
nrr,3.0583325,0.42543035,0.300706875,0.216366188,0.4233445,0.250937125,0.242741175,0.35032825,0.345857875,0.3702956
nrr,3.86061125,0.230224113,0.243784388,0.262857875,0.276417988,0.26524225,0.2089155,0.305028363,0.354351475,0.380130875
nrr,1.08093725,0.2366315,0.30517725,0.233949475,0.191331853,0.258387725,0.30309135,0.257791388,0.235737325,0.172258353
nrr,5.58678,0.559243625,0.16212555,0.167936938,0.224710988,0.232757225,0.161082325,0.200719813,0.190884988,0.250340763
nrr,0.397267125,0.26434855,0.3916045,0.3543517,0.34570895,0.3397485,0.315012375,0.422897625,0.295044938,0.3558415
nrr,0.869337375,0.223071863,0.202060775,0.2867,0.25972885,0.313969225,0.2717985,0.299217138,0.261367625,0.248552438
nrr,0.389071375,0.5660982,0.40367495,0.418128875,0.341536625,0.4707305,0.252725138,0.40903925,0.438096625,0.32142
nrr,1.6263225,0.239761,0.301601225,0.258387388,0.37521325,0.3629945,0.490846875,0.434073425,0.27895125,0.371040875
nrr,0.381695225,0.447931375,0.369178463,0.406431813,0.377597375,0.368582125,0.37051925,0.350477125,0.29996205,0.298099163
nrr,0.989293125,0.313224125,0.264795113,0.329317525,0.354798938,0.343921125,0.336768125,0.50351275,0.420512825,0.455381875
nrr,0.711982125,0.266434213,0.244380613,0.270308513,0.315757238,0.297875875,0.27612025,0.260473625,0.220985375,0.309945875
nrr,5.5373075,0.523927625,0.30964775,0.2345457,0.237823725,0.210703613,0.31620425,0.345112863,0.29772695,0.33378775
nrr,0.313969125,0.278057125,0.2163661,0.2414002,0.171215263,0.192226125,0.2419962,0.268073375,0.181944213,0.248999875
